#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Anaerobutyricum	1.0227	-0.5151	0.6218	2.4142	1.7989	1.0889	-0.3397	0.8668	-0.3488	-0.6534	6.0300	-0.3897	-0.3677	1.2828	0.5614	-0.4123	1.6864	-0.0131	0.7799	1.7272	-0.1293	-0.3380	-0.7952	0.8128	0.7745	-0.1431	-0.0874	-0.2348	-0.1586	0.0767	0.2838	0.2294	-0.2586	0.1344	-0.2075	2.4945	1.1973	-0.1360	1.9760	1.7574	-0.0184	1.1557	-0.1575	-1.3263	-0.2768	-1.1145	-1.5157	-2.2468	-0.2283	1.1496	1.4567	0.6188	2.2731	-2.3866	-0.2994	-0.8599	-0.8379	2.7526	-0.6813	0.8675	-0.7664	2.4454	-0.0933	-1.1922	-0.1962	-1.2888	0.2020	-0.0816	0.5676	0.1171	0.8483	-0.1805	1.6200	-0.0849	0.7135	-1.2446	-1.4326	-0.1197	-1.3617	0.8921	0.6940	-1.8977	-1.0305	-0.9991	-0.5897	-0.3797	-0.1173	-0.7817	-0.5501	0.6184	0.4446	-1.0093	-0.8709	1.1380	-1.2436	-0.4765	-0.5377	2.3881	-0.1343	-0.4632	-0.3737	-0.6158	-0.3244	-0.5199	0.6479	-1.8873	0.0784	1.5502	1.4997	0.3929	0.5426	0.9673	0.1561	-0.1051	0.0583	-0.5306	-1.7197	-0.8614	0.3845	1.6107	0.2251	-0.3770	-0.6284	-0.0816	1.4629	0.0046	-0.9932	-0.2523	-2.4132	0.3000	0.4530	-0.1397	-1.3077	0.2286	-0.1679	-1.1567	-0.3361	-0.4647	-2.1293	-0.6809	0.1625	0.0518	-0.1984	-2.6964	0.5497	-0.3907	-0.0267
g__Anaerofustis	-0.3381	0.1907	-0.2549	-0.3792	-0.2667	-0.3087	0.0331	-0.2290	0.2619	0.1799	-0.3897	1.0995	0.1576	-0.2269	-0.1120	0.1129	-0.3472	-0.1056	-0.0811	-0.4583	0.1563	0.1795	0.1960	-0.1053	-0.3091	-0.0588	-0.0685	-0.0512	-0.0538	-0.0779	-0.0497	-0.1966	0.0140	0.0733	0.3034	-0.5831	-0.3217	0.2337	-0.3172	-0.4334	-0.0351	-0.2311	0.3149	0.2085	-0.0026	0.2274	0.3769	0.6109	0.0312	-0.2448	-0.4315	-0.1112	-0.3436	0.6645	-0.0270	0.1768	0.4035	-0.3438	0.2372	-0.2507	0.1915	-0.4681	0.0857	0.2494	0.0561	0.0981	-0.1171	0.0259	-0.1853	0.0325	-0.4616	-0.0459	-0.2919	0.0006	-0.3528	0.3609	0.4022	-0.0629	0.1829	-0.2606	-0.2172	0.3320	0.2288	0.2137	0.2099	0.2814	-0.0508	0.1984	0.0427	-0.1012	-0.1201	0.1394	0.1752	-0.3398	0.2285	0.2436	0.1547	-0.3157	0.0036	0.1775	0.0757	0.2100	0.2123	0.1677	-0.2868	0.2883	0.0183	-0.2240	-0.3334	-0.1691	-0.2012	-0.2555	-0.0884	-0.0272	0.0466	0.1712	0.3847	0.2010	-0.1087	-0.2995	-0.2271	0.0926	0.2153	-0.0221	-0.3655	-0.1283	0.1391	0.0569	0.7586	-0.0886	-0.1941	0.1651	0.2213	0.0878	0.2969	0.1916	-0.0900	0.2223	0.6654	0.1170	0.0192	-0.1355	0.0661	0.3442	-0.1727	0.0536	-0.1250
g__Anaeromassilibacillus	-0.2081	0.8890	0.0260	-0.2328	-0.3227	0.2306	0.0469	-0.3846	0.6820	-0.0915	-0.3677	0.1576	1.8662	-0.1382	0.3374	0.2912	-0.2468	-0.0546	0.0079	-0.4691	0.4825	0.1304	0.2479	-0.0023	-0.5483	-0.1216	0.0787	0.0934	-0.1058	-0.1230	-0.2301	-0.1867	-0.1241	0.3024	0.3151	-0.1482	-0.3045	0.4766	-0.3084	-0.6496	-0.0065	0.1214	0.4558	0.0170	-0.0313	0.0555	0.0835	0.1152	0.0485	-0.0775	-0.4293	-0.0010	-0.4730	0.4426	0.1010	0.1131	0.5584	-0.3466	0.0016	-0.4026	0.1260	-0.4347	0.2218	0.0362	0.3012	-0.2826	-0.2152	0.0235	-0.0527	0.2648	-0.2806	-0.1586	-0.2228	0.1359	-0.4038	0.3801	0.3155	-0.0762	-0.0301	0.0054	-0.1511	0.1331	0.0947	0.1621	0.1225	0.2607	-0.0762	0.0970	-0.0317	0.0655	0.0070	0.0217	-0.0014	-0.2789	0.0866	0.2130	0.2165	-0.3349	-0.2721	0.2999	0.1052	0.3603	0.4016	0.3005	-0.2243	-0.0495	0.4577	-0.3792	-0.3277	-0.1799	-0.0841	-0.0959	-0.1111	-0.2046	0.0782	0.0411	0.4560	0.1049	-0.3437	-0.5317	-0.4760	0.0514	-0.0131	-0.0197	-0.4070	0.0578	-0.0235	-0.0516	0.4398	-0.1479	0.0783	0.4548	0.1590	-0.1373	0.5073	0.0682	-0.2023	0.0443	0.6214	0.2247	-0.0886	-0.2396	-0.2896	-0.0187	-0.0741	-0.1047	-0.2705
g__Anaerostipes	0.2421	-0.0964	0.1115	1.0234	0.5852	-0.1057	-0.1612	0.6962	0.0144	0.0379	1.2828	-0.2269	-0.1382	3.4453	0.0154	-0.1919	0.6326	-0.0365	0.6748	0.3134	0.4560	-0.0924	0.9512	0.8904	0.3793	-0.2289	-0.1700	-0.3269	-0.0843	-0.1509	-0.4501	-0.0124	-0.0555	-0.0002	-0.1896	0.6302	0.2588	0.5200	0.7394	0.8803	-0.0747	0.3224	0.4760	-0.7292	0.3635	-0.6168	-0.8013	-0.9884	-0.1162	0.3541	0.5131	-0.1626	1.1137	-0.0310	-0.2342	-0.3549	0.1396	1.0526	-0.0374	0.0457	-0.3848	0.1442	-0.0581	-0.5274	-0.2308	-0.2627	-0.3869	0.0535	0.0245	-0.1548	-0.0274	-0.2084	0.2763	0.2768	0.0228	-0.2940	-0.1499	-0.2182	-0.8268	0.1396	0.8011	-0.8577	-0.4890	-0.3373	-0.2567	-0.2241	-0.1292	-0.3637	-0.3125	0.1239	-0.1688	-0.4000	-0.3669	0.3214	-0.3390	0.0230	-0.2415	0.5913	-0.4678	-0.2326	-0.0820	-0.2707	-0.1601	-0.1226	-0.0279	-0.4557	-0.0035	1.0772	0.5117	-0.0293	0.4389	0.2160	-0.1969	-0.1267	0.0532	-0.3901	-0.8071	-0.4433	0.1258	0.7736	-0.4975	-0.1448	-0.1597	-0.1586	0.6439	-0.2446	-0.3306	-0.1462	0.2810	-0.1914	0.1889	-0.1141	-0.6055	0.4123	-0.1351	-0.3992	0.0577	0.0371	-0.2844	0.0877	0.4279	-0.1612	-0.3754	-0.7425	0.0700	-0.1037	-0.1798
g__Anaerotignum	0.5416	0.2101	0.0337	0.0555	0.3296	0.7373	-0.0255	0.2081	0.1918	-0.0893	0.5614	-0.1120	0.3374	0.0154	3.1084	0.0323	0.1168	-0.0449	0.6450	0.3811	-0.5517	0.0573	0.1234	0.1567	-0.0390	0.0027	-0.0185	0.0720	-0.1341	-0.1807	-0.2203	-0.2453	-0.7633	0.3390	0.4108	0.0084	-0.0896	0.2232	0.0440	0.0125	-0.0478	0.9154	0.2894	-0.6347	0.2142	-0.4519	-0.5029	-0.8179	-0.0166	0.1847	0.0493	0.3853	0.4681	-0.0272	0.0305	-0.2836	0.4642	0.2128	-0.1568	0.0185	-0.2113	0.2045	0.0429	-0.3084	0.2163	-0.5143	-0.0079	0.2235	0.2838	0.3118	0.2252	-0.1488	0.3279	-0.0992	0.1777	0.0676	-0.9103	-0.1232	-0.8259	-0.0516	0.1956	-0.4125	-0.3191	-0.2758	-0.3630	0.1711	-0.0988	-0.1453	-0.3360	0.9047	0.0583	-0.3426	-0.2892	-0.0204	-0.4152	-0.0600	-0.0340	0.7384	-0.0800	0.0217	0.0442	-0.0359	0.3491	0.0936	0.0463	-0.5256	0.5108	0.1224	-0.1308	-0.2006	0.5930	0.9225	-0.0446	-0.0588	-0.3283	-0.2224	-0.0950	-0.2436	0.3797	0.3079	0.0189	-0.0372	-0.1145	0.0971	-0.1666	-0.0337	-0.3658	-0.0130	-0.2819	0.0290	0.0965	0.5768	-0.4016	-0.0694	0.3249	-0.4112	0.3837	-0.3880	-0.1327	-0.5308	-0.1611	-0.0717	-0.4085	-0.8013	0.5105	-0.2164	-0.1814
g__Anaerotruncus	-0.2005	0.1292	-0.0934	-0.5387	-0.3415	0.0902	0.1008	-0.3162	0.3167	0.0245	-0.4123	0.1129	0.2912	-0.1919	0.0323	1.3150	-0.3703	-0.0511	-0.0276	-0.4037	0.1076	0.1647	0.2393	-0.1163	-0.3029	-0.0281	0.0068	-0.0499	-0.1439	-0.0311	-0.0967	-0.2293	0.0252	0.1808	0.2899	-0.5967	-0.3172	0.1050	-0.5173	-0.6430	0.0024	-0.1458	0.3085	0.0826	0.2033	0.2132	0.2123	0.3556	-0.0515	-0.3313	-0.3458	0.0108	-0.6744	0.5645	0.0953	0.1914	0.5568	-0.2266	0.2721	-0.1529	0.1032	-0.5647	0.1249	0.1387	0.0975	0.0665	-0.2453	0.0619	-0.1237	0.0340	-0.2262	-0.0459	-0.2046	-0.0774	-0.2255	0.5377	0.3974	-0.0253	0.1132	-0.1896	-0.2226	0.1744	0.1180	0.1228	0.1366	0.1701	-0.0071	0.0897	0.0505	0.0921	-0.0823	0.0367	0.0983	-0.2878	0.1297	0.1410	0.1275	-0.2686	-0.0731	0.0941	0.0920	0.2861	0.1379	0.2079	-0.1635	0.1721	-0.0980	-0.4370	-0.2701	-0.1263	0.0755	-0.0711	-0.1307	-0.0949	0.0512	0.0323	0.3026	0.1982	0.1112	-0.1673	-0.3529	0.0792	0.0464	0.0330	-0.3949	0.0223	0.0512	-0.0061	0.6563	-0.0374	0.0519	0.3091	0.1142	0.0680	0.3919	0.0997	0.0555	0.1407	0.7073	0.0452	0.0400	-0.1108	0.0067	0.1956	0.0440	-0.0093	-0.1098
g__Anthropogastromicrobium	0.9391	-0.3538	0.1718	1.4622	0.8629	0.4615	-0.1515	0.9352	-0.6016	-0.6725	1.6864	-0.3472	-0.2468	0.6326	0.1168	-0.3703	4.0502	0.0912	-0.0952	1.0443	-0.2601	-0.4483	-0.7019	0.2179	0.7395	0.1219	0.1147	-0.0905	0.2675	-0.0060	0.1183	0.4863	0.3838	-0.3941	-0.5905	1.3232	0.7872	-0.2157	1.2893	1.2823	0.1154	0.5141	-0.7979	-0.9253	-0.3889	-0.6872	-0.9651	-1.1592	-0.1432	1.0139	1.0781	0.3572	1.4352	-1.7737	-0.0961	-0.5901	-0.8419	1.7372	-0.7845	0.9427	-0.6922	1.5886	-0.1115	-0.7440	-0.3047	-0.2111	0.3537	-0.1494	0.3799	-0.1080	1.0427	0.0564	0.9011	0.4996	0.7885	-0.9527	-0.5791	-0.0585	-0.9029	0.6368	1.1520	-0.9961	-0.4954	-0.6728	-0.5881	-0.4400	0.0144	-0.4724	-0.1405	0.0560	0.1936	-0.5436	-0.3655	1.0934	-0.6607	-0.4182	-0.4117	1.1242	-0.2601	-0.3522	-0.3866	-0.4884	-0.4757	-0.3041	0.5710	-0.5672	0.1052	1.0830	0.9362	0.2781	0.2542	0.1604	0.1148	-0.0041	-0.0211	-0.4602	-0.9599	-0.5549	-0.4687	0.2111	0.8336	-0.2432	-0.3642	-0.0882	1.4957	0.1261	-0.4564	-0.0470	-1.8756	0.0761	0.2068	-0.5730	-0.6825	-0.2746	-0.4828	-0.6484	-0.0679	-0.1964	-1.3979	-0.2105	0.1568	0.2023	-0.2473	-0.8725	0.4487	-0.4829	0.2225
g__Aristaeella	0.2079	-0.0166	0.3217	-0.0911	-0.1008	0.0174	0.0872	-0.1995	-0.2218	-0.1403	-0.0131	-0.1056	-0.0546	-0.0365	-0.0449	-0.0511	0.0912	1.8083	-0.2219	0.0232	0.0268	-0.1717	-0.0787	-0.1199	0.0571	0.2618	0.3710	0.2614	0.1412	0.1937	-0.0240	0.3304	0.0241	-0.1908	-0.2204	0.0869	0.2601	-0.2405	0.0151	0.0261	-0.0495	-0.1516	-0.1939	-0.0418	-0.3282	0.0169	0.0076	0.0596	0.1966	-0.1350	0.1012	0.1641	-0.1753	-0.0901	0.1539	0.0014	-0.4703	-0.0806	-0.0938	0.1058	-0.0371	0.1848	0.0554	-0.0621	0.0548	-0.0378	0.3071	-0.0396	0.2127	0.0296	0.4159	0.1555	-0.1254	0.3054	-0.0535	-0.1030	-0.0855	0.2471	-0.0072	0.1569	-0.0440	0.0523	0.0351	-0.0060	0.0003	-0.0937	0.1190	-0.0525	-0.0788	-0.4193	0.1911	0.0560	0.0014	0.1608	-0.0012	-0.1116	-0.0711	-0.1575	-0.1742	-0.0481	-0.1166	-0.1534	-0.0730	-0.0503	0.2546	-0.0139	-0.0060	0.1715	0.1739	0.2575	-0.2344	-0.2566	0.1511	0.0655	-0.0741	-0.0673	-0.0272	-0.0990	0.0312	-0.2404	-0.0631	-0.0247	-0.1482	-0.0994	-0.0415	0.3246	0.0193	0.2629	-0.3811	0.2864	0.2443	-0.1017	-0.0036	-0.1876	-0.2293	-0.0307	-0.1927	-0.0347	-0.1291	-0.0863	0.0119	0.1051	-0.0960	0.1016	0.1273	0.1054	0.1487
g__Bacteroides	0.2850	-0.0348	-0.0560	0.1815	0.2751	1.1372	-0.0804	0.5047	0.0654	-0.1522	0.7799	-0.0811	0.0079	0.6748	0.6450	-0.0276	-0.0952	-0.2219	5.5600	-0.3726	-0.4048	0.0278	0.4519	0.3709	-0.1556	-0.1603	-0.2024	-0.3004	-0.2452	-0.3277	-0.9662	-0.5324	-0.5181	0.6970	0.4465	0.0175	-0.1272	0.8019	-0.2849	-0.0683	-0.1674	0.9794	1.3359	-0.4696	1.3744	-0.6210	-0.7578	-1.1430	-0.1684	0.5540	-0.2522	0.1820	0.9072	0.3333	-0.0752	-0.0990	1.4421	0.2440	0.0472	0.0246	-0.4166	0.4034	0.0705	-0.5815	0.0352	-0.8056	-1.0393	0.2478	-0.0860	-0.0282	-0.2652	-0.3547	0.2870	-0.0672	-0.0777	0.3654	0.1432	-0.2946	-0.1803	-0.4377	0.3687	-0.9910	-0.3542	-0.7467	-0.2421	0.0492	-0.1271	-0.3399	-0.4950	0.6488	-0.0108	-0.3874	-0.3229	-0.4382	-0.7255	0.0824	-0.1272	1.1675	-0.2674	-0.0735	-0.0796	0.0037	0.2433	0.0515	-0.2338	-0.8527	0.0263	0.0391	-0.5620	-0.3353	0.5469	1.7601	-0.1856	-0.2590	0.3646	-0.3975	-0.5611	-0.1886	0.7838	2.0694	-1.4593	-0.1348	-0.0659	0.1653	0.1416	-0.2955	-0.5671	-0.0799	0.6757	-0.0199	0.1533	0.7110	-0.7072	0.4528	0.7396	-0.8717	0.3207	-0.0879	0.5890	-0.0368	0.0855	-0.2903	-0.2231	-0.3361	0.3059	-0.1933	-0.4102
g__Bariatricus	0.8350	-0.5297	0.7117	1.5883	0.9680	1.1417	-0.1421	0.5994	-0.7608	-0.5512	1.7272	-0.4583	-0.4691	0.3134	0.3811	-0.4037	1.0443	0.0232	-0.3726	5.3959	-0.4914	-0.5348	-1.3743	-0.0248	0.8254	0.1704	0.1088	0.2983	0.0862	0.2655	0.6986	0.5675	-0.1614	-0.1955	-0.7619	2.0996	1.5350	-0.5413	1.9388	2.1602	0.2493	0.5418	-0.9130	-0.5880	-0.8177	-0.7194	-1.1174	-1.0410	-0.0958	0.8181	1.5848	0.3854	1.5246	-2.5224	-0.1076	-0.5316	-1.3570	1.2208	-0.6567	0.9425	-0.7309	2.3509	-0.1986	-0.7845	-0.0380	-0.7856	0.8714	-0.1587	0.9226	0.1906	1.4518	0.2241	1.0508	-0.3069	1.2114	-1.3203	-1.6917	0.2790	-0.6746	1.1188	0.2393	-1.1199	-0.6188	-0.7055	-0.6084	-0.5628	0.0340	-0.5179	-0.4449	0.3473	0.6294	-0.7119	-0.6502	1.3749	-0.6234	-0.8573	-0.4439	1.1984	0.3158	-0.3723	-0.3819	-0.5528	-0.4374	-0.5883	0.8174	-1.0681	-0.2676	1.5194	1.3819	0.7317	0.0928	0.4367	0.2129	0.0725	0.0499	-0.2544	-1.1443	-0.5650	0.3214	0.6233	1.0250	-0.2810	-0.5596	-0.0213	1.2252	0.2361	-0.6365	-0.2701	-2.6360	0.2140	0.3464	-0.5569	-0.6317	-0.1934	-1.1979	-1.0357	-0.0608	-0.5440	-2.1103	-0.7572	-0.2924	0.3560	0.2036	-1.5312	0.6813	-0.3154	0.2966
g__Bifidobacterium	-0.7489	0.3907	-0.0017	-0.1042	-0.4650	-0.4556	0.0733	-0.1079	0.2166	0.0669	-0.1293	0.1563	0.4825	0.4560	-0.5517	0.1076	-0.2601	0.0268	-0.4048	-0.4914	7.0450	0.0807	-0.1443	0.3619	-0.4766	-0.2062	-0.0104	0.0583	-0.1880	-0.5356	-0.7478	-0.3627	0.4340	0.2427	0.0419	0.1702	-0.5036	0.7111	-0.0685	0.0468	0.1053	-0.4679	0.5715	0.0269	-0.6290	0.3327	0.7587	0.6946	-0.1202	-0.0622	-0.6080	-0.1474	0.1377	-0.1180	0.1584	0.0398	0.1672	-0.3755	-0.1559	-0.3746	0.0523	-0.4193	0.3464	0.1401	0.0004	0.0480	-0.3499	-0.0853	-0.0628	-0.0002	-0.7852	-0.1910	0.2993	-0.1624	-0.6334	-0.1362	0.8151	-0.1344	0.0995	0.0384	-0.0443	0.9130	0.6518	0.4198	0.4166	0.2440	-0.1567	0.2499	-0.0279	-0.3707	-0.0923	0.3127	0.2966	-0.2683	0.5097	0.3627	0.2261	-0.7202	0.0909	0.1129	-0.0630	0.0969	-0.1886	0.3333	-0.4295	0.6152	-0.0508	0.0902	-0.3846	-0.0322	-0.9201	-0.4790	-0.3250	-0.1275	0.2477	0.2531	0.7901	0.1891	-0.2409	0.0391	-0.6875	-0.0457	0.0828	-0.1518	-0.5601	-0.0839	0.1146	-0.1253	0.6753	-0.1717	0.0497	0.0097	0.4548	-0.3005	0.3292	0.5925	-0.1594	0.2316	0.8035	0.4944	0.0845	-0.4015	-0.0464	0.5007	0.1454	0.0454	-0.3569
g__Bittarella	-0.3447	0.1406	-0.1560	-0.2928	-0.1839	-0.2013	0.0442	-0.4181	0.3842	0.1809	-0.3380	0.1795	0.1304	-0.0924	0.0573	0.1647	-0.4483	-0.1717	0.0278	-0.5348	0.0807	1.2143	0.3064	0.0497	-0.3749	-0.1259	-0.1397	-0.0277	-0.1462	-0.0581	-0.1468	-0.2654	0.0017	0.1183	0.4673	-0.4302	-0.4107	0.2227	-0.4581	-0.5589	0.0649	-0.2044	0.2912	0.1757	0.1440	0.1821	0.2862	0.3794	-0.0292	-0.2607	-0.3272	-0.0180	-0.4927	0.7822	-0.0256	0.1325	0.4490	-0.2386	0.2525	-0.2669	0.1592	-0.4993	0.0396	0.1635	0.0897	0.0144	0.0332	0.1403	-0.1831	0.1476	-0.4741	-0.0630	-0.1635	-0.1498	-0.3275	0.4062	0.2577	-0.0862	0.1945	-0.2612	-0.3856	0.2209	0.1654	0.1170	0.1635	0.2479	-0.0519	0.1220	0.0723	-0.0190	-0.1089	0.1035	0.0928	-0.3613	0.1121	0.2432	0.1560	-0.2119	0.0624	0.1443	0.1333	0.1789	0.2317	0.2329	-0.2367	0.1684	0.0126	-0.3358	-0.2935	-0.2468	-0.0227	-0.1271	0.0132	-0.0638	0.0009	0.0778	0.2982	0.1440	-0.0281	-0.1426	-0.2978	0.0971	0.1564	0.0210	-0.4038	-0.1817	0.1324	-0.0466	0.8646	-0.1673	-0.1872	0.3579	0.2112	0.1905	0.3936	0.1573	-0.0356	0.0616	0.7914	0.1672	0.0756	-0.1404	0.0245	0.1614	-0.1649	0.0313	-0.2254
g__Blautia	-0.9146	0.2335	-0.7623	-1.0580	-0.5243	-1.3349	-0.0963	-0.2037	0.4998	0.9891	-0.7952	0.1960	0.2479	0.9512	0.1234	0.2393	-0.7019	-0.0787	0.4519	-1.3743	-0.1443	0.3064	6.8112	0.9700	-0.3053	-0.0233	-0.3650	-0.2133	-0.2143	-0.2227	-0.4933	-0.4336	0.5033	-0.1248	0.5267	-1.7089	-1.0110	0.6839	-1.2370	-1.1256	-0.0491	-0.5383	0.9496	0.1030	1.5844	0.1929	0.4029	0.3911	0.0161	-0.7921	-0.8695	-0.6152	-0.9759	3.5988	-0.2185	0.3330	1.7827	-0.6858	0.6815	-0.9748	0.3641	-2.4063	-0.0534	0.2300	-0.1900	0.4315	-0.6690	0.1447	-0.6522	-0.2809	-1.4312	0.0682	-0.9875	-0.0206	-1.0668	1.0243	0.8409	-0.1866	0.3011	-0.5560	0.3505	0.6653	0.2695	0.3891	0.3365	0.1374	-0.1440	0.3446	0.4139	-0.1192	-0.7099	0.4521	0.6072	-0.8619	0.2334	0.7297	0.2926	-0.3641	-0.9211	0.2022	0.3216	0.1826	0.2444	0.1828	-0.7663	1.1820	0.0227	-0.1461	-0.6399	-0.5778	0.6544	-0.5747	-0.0918	0.1949	-0.1000	0.1914	1.3781	0.2825	-0.1598	-0.4888	-1.2417	-0.0025	0.4335	-0.1684	-0.3770	-0.4223	0.2254	0.0508	2.9279	-0.3448	-0.4942	0.2262	0.5233	0.6331	0.5368	0.5291	-0.3121	0.5448	2.1117	0.3119	0.6326	-0.2141	-0.2228	1.2827	-1.1122	0.3948	-0.3096
g__Blautia_A	0.0149	-0.0633	-0.0475	0.5118	0.6279	-0.1160	-0.1217	0.2147	0.0031	0.1950	0.8128	-0.1053	-0.0023	0.8904	0.1567	-0.1163	0.2179	-0.1199	0.3709	-0.0248	0.3619	0.0497	0.9700	2.2366	0.0645	-0.2628	-0.2274	-0.1875	-0.1524	-0.1305	-0.1741	-0.1256	0.1590	0.2505	0.1798	0.4298	0.0393	0.5374	0.3756	0.3425	-0.0692	0.2139	0.5600	-0.6855	0.3810	-0.6070	-0.4531	-0.7828	-0.1428	0.1005	0.0809	-0.0329	0.7783	0.3057	-0.1612	-0.2618	0.3540	0.4995	0.0458	-0.1121	-0.2602	0.1191	-0.0776	-0.5943	-0.1449	-0.4329	-0.1826	0.0166	-0.1028	-0.0975	-0.2292	-0.1784	0.2017	0.0154	-0.1302	-0.1728	-0.1296	-0.1283	-0.4823	0.0794	0.5983	-0.4121	-0.4063	-0.2363	-0.2917	-0.0727	-0.0928	-0.1383	-0.2735	0.2113	-0.0582	-0.1380	-0.0843	0.0020	-0.3688	0.0790	-0.0878	0.5390	-0.0828	-0.0607	0.0176	-0.1424	-0.0581	-0.0828	-0.0588	-0.4036	0.0904	0.2855	0.1967	-0.1261	0.3672	0.2276	-0.0944	-0.1358	-0.0174	-0.1230	-0.0793	-0.3259	0.0103	0.4713	-0.1626	-0.1183	-0.0697	-0.0653	0.4965	-0.2660	-0.3996	-0.1350	0.2139	-0.1392	-0.0653	0.1470	-0.2991	0.3743	0.3578	-0.3504	-0.1970	0.0273	0.2768	0.1592	0.0077	-0.1794	-0.1615	-0.5551	-0.0728	-0.1520	-0.2857
g__Brotaphodocola	0.6449	-0.4408	0.1478	0.8819	0.5805	-0.0916	-0.0952	1.1874	-0.5409	-0.1819	0.7745	-0.3091	-0.5483	0.3793	-0.0390	-0.3029	0.7395	0.0571	-0.1556	0.8254	-0.4766	-0.3749	-0.3053	0.0645	3.1433	0.1384	0.0525	-0.0669	0.2357	0.0819	0.2278	0.3239	-0.1635	-0.4757	-0.6270	0.8019	0.6810	-0.5447	0.5371	1.0355	-0.0959	0.2165	-0.6659	-0.0944	0.3856	-0.2085	-0.4476	-0.5371	0.0003	0.5330	0.7992	-0.0864	0.8409	-0.8666	-0.0670	-0.2751	-0.7921	0.8539	-0.4074	0.4267	-0.3432	0.6203	-0.1740	-0.3342	-0.2490	0.1860	0.2748	-0.2020	0.1163	-0.2738	0.5574	0.1608	0.2541	0.0177	0.7465	-0.5470	-0.7002	0.0041	-0.1565	0.1565	0.8437	-0.4343	-0.3789	-0.2595	-0.2967	-0.3662	0.1003	-0.2208	-0.1456	0.0214	-0.1275	-0.2766	-0.2876	0.5850	-0.2011	-0.3983	-0.2694	0.2653	0.3828	-0.2227	-0.1735	-0.3804	-0.4075	-0.3689	0.3334	-0.2333	0.0496	0.4321	0.8591	0.1279	0.6133	-0.1476	0.1405	0.1205	0.0299	-0.2167	-0.4607	-0.3094	0.2890	0.6639	0.6281	0.0022	-0.1807	-0.1096	0.8014	0.1549	-0.2553	-0.0442	-1.0297	-0.0721	0.1347	-0.7675	-0.5707	-0.1230	-0.6734	-0.5059	0.3812	-0.4104	-0.9965	-0.3969	0.0303	0.4134	0.1955	-0.3504	-0.0291	-0.3395	0.3331
