#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Butyribacter	0.2451	-0.1091	0.1223	0.1170	-0.2146	0.1222	-0.0960	-0.0295	-0.1661	-0.0640	-0.1431	-0.0588	-0.1216	-0.2289	0.0027	-0.0281	0.1219	0.2618	-0.1603	0.1704	-0.2062	-0.1259	-0.0233	-0.2628	0.1384	2.0625	0.2569	0.0348	0.0660	0.1658	-0.0381	0.2859	0.1644	-0.1374	-0.0727	-0.0757	-0.0010	-0.1044	-0.0908	-0.1737	-0.0444	-0.3105	-0.2300	0.0703	-0.1771	0.0115	0.0514	0.0233	0.4050	-0.0816	-0.0750	0.1833	-0.1494	0.0501	0.0248	-0.0093	-0.4064	-0.1408	-0.0096	0.2988	-0.1101	-0.1056	0.0409	-0.0039	-0.0095	0.2225	0.1072	-0.1293	0.0951	0.0281	0.0989	0.1926	0.1663	0.3402	0.1666	-0.0508	-0.0024	0.0609	0.0272	-0.0691	0.1220	0.0062	0.1046	-0.0512	-0.0516	-0.1044	0.0400	-0.0644	0.0426	-0.1969	0.1674	0.0293	0.0364	0.2294	-0.0097	-0.0078	-0.0603	-0.2781	-0.2121	-0.0650	-0.0977	-0.0628	0.0482	-0.0914	0.0837	0.0220	-0.1430	0.0710	0.0349	0.2080	-0.0700	-0.0847	0.1023	0.2014	-0.0115	0.0332	-0.0109	-0.0374	-0.0131	-0.2432	-0.3170	-0.0489	-0.1424	-0.0293	-0.0133	0.3555	0.0277	0.1368	-0.2775	0.3164	0.2894	-0.1376	0.0734	-0.1127	-0.1780	0.0076	-0.1454	-0.1627	-0.0711	-0.1016	0.2046	0.2258	-0.1548	0.0948	0.0280	-0.0632	0.5009
g__CAG-170	0.3028	0.0979	0.1998	-0.1731	-0.2599	0.2893	0.1785	-0.1133	-0.2013	-0.1060	-0.0874	-0.0685	0.0787	-0.1700	-0.0185	0.0068	0.1147	0.3710	-0.2024	0.1088	-0.0104	-0.1397	-0.3650	-0.2274	0.0525	0.2569	1.6716	0.4675	0.1896	0.0152	0.0977	0.2445	-0.1470	-0.0700	-0.2077	-0.0531	0.3414	-0.3062	0.1307	0.0620	0.0356	0.0624	-0.4351	-0.1393	-0.3411	-0.0271	-0.0260	0.0439	0.2105	0.0268	0.1156	0.2827	-0.2491	-0.2357	0.1484	-0.0411	-0.4775	-0.1858	-0.0861	0.1173	-0.0634	0.2625	0.1009	-0.0921	0.1994	-0.2245	0.2121	-0.0589	0.2667	0.1437	0.6685	0.1013	-0.1611	0.0211	0.1502	-0.1632	-0.1703	0.2033	-0.1174	0.1372	-0.0969	0.0225	0.0295	0.0288	-0.0745	-0.0994	0.1442	-0.0684	-0.0825	-0.2162	0.2998	-0.0362	0.0670	0.0720	0.0549	-0.1006	-0.0559	-0.0927	-0.0174	-0.0923	-0.0930	-0.0363	0.0674	-0.0488	0.2367	-0.0795	0.1139	-0.0499	0.0829	0.2851	-0.2799	-0.0418	0.1226	-0.0548	0.1942	-0.0505	-0.0323	-0.0426	-0.1623	-0.1994	0.1665	0.1184	-0.1478	0.0063	-0.0450	0.5097	-0.0079	0.2523	-0.5198	0.0097	0.2726	-0.0018	-0.0448	-0.2061	-0.2990	-0.1768	-0.0724	-0.1437	-0.1269	-0.0674	-0.1556	0.2214	-0.0567	-0.2208	0.0550	-0.0190	0.3048
g__CAG-177	0.1581	0.2338	0.1513	-0.0733	-0.3138	0.1173	0.2049	-0.3338	-0.0856	-0.0024	-0.2348	-0.0512	0.0934	-0.3269	0.0720	-0.0499	-0.0905	0.2614	-0.3004	0.2983	0.0583	-0.0277	-0.2133	-0.1875	-0.0669	0.0348	0.4675	1.9358	0.1033	0.0145	0.1829	0.1569	-0.0305	0.0073	-0.2246	0.0685	0.0916	-0.0147	0.0902	0.2406	0.0813	-0.0940	-0.3733	-0.0409	-0.2865	0.0115	0.0711	0.2734	-0.0522	-0.1131	-0.0273	0.1309	-0.2561	-0.0430	0.1420	0.0114	-0.2922	-0.3060	-0.0133	-0.0754	-0.0452	0.1130	0.0307	-0.0212	0.2851	-0.2283	0.5081	-0.1374	0.0951	0.3220	0.3587	0.1692	-0.2107	-0.0117	0.0955	-0.1325	-0.1123	0.1358	-0.0908	0.2402	-0.2875	0.0735	0.1179	0.0252	-0.0121	-0.1568	0.1147	-0.0138	-0.0918	-0.2156	0.2137	-0.0558	-0.0410	0.0757	0.0394	-0.1368	0.0452	-0.0593	0.1731	0.0640	-0.0848	0.0062	0.1061	0.0063	0.2257	0.0091	0.1384	-0.0980	0.1844	0.2040	-0.2484	-0.0379	0.1696	0.1080	0.1011	0.0840	0.1209	0.0513	-0.3001	-0.2227	0.4662	-0.0988	-0.0576	-0.0449	-0.1815	0.3974	0.0217	0.0405	-0.3317	-0.0347	-0.0887	-0.0082	-0.0626	-0.2298	-0.3389	-0.1394	-0.1125	-0.0215	-0.1201	0.0347	-0.1422	0.0593	0.0477	-0.1145	0.0769	-0.0789	0.1563
g__CAG-217	0.2745	-0.1859	0.0801	0.1761	0.0851	-0.0211	-0.0253	-0.1148	-0.2178	-0.1320	-0.1586	-0.0538	-0.1058	-0.0843	-0.1341	-0.1439	0.2675	0.1412	-0.2452	0.0862	-0.1880	-0.1462	-0.2143	-0.1524	0.2357	0.0660	0.1896	0.1033	2.5368	-0.3508	0.1856	0.3602	-0.1001	-0.3750	-0.1792	-0.0178	0.4595	-0.2518	0.1654	0.2974	0.0721	-0.1179	-0.3812	-0.1259	-0.2017	0.0214	-0.0753	0.0272	0.0837	-0.0197	0.1961	0.0725	0.0321	-0.1268	0.0639	-0.0048	-0.3793	-0.0856	-0.0834	-0.0130	-0.1336	0.3366	-0.0406	-0.0323	-0.0779	-0.2078	0.5595	-0.0335	0.2396	-0.1511	0.3805	0.1467	0.1725	0.1300	0.1080	-0.2301	-0.1460	0.0289	0.0035	0.1605	-0.0098	0.1370	-0.0117	0.1087	-0.0351	0.0251	0.1613	-0.0743	0.0389	-0.1382	0.1292	-0.0092	0.1313	0.2399	0.0873	-0.0848	0.0099	0.0083	-0.1015	-0.0650	-0.0108	-0.1190	-0.1455	-0.0583	0.3188	-0.0884	0.0671	-0.1088	0.1740	0.3186	0.0257	-0.1052	0.0875	0.1832	-0.1365	-0.0951	0.0184	0.0520	-0.2416	-0.3512	0.7045	0.0040	-0.1355	-0.0322	0.1606	0.1569	0.0473	0.3150	-0.4127	-0.0404	0.0853	-0.2660	0.0250	-0.0206	-0.3346	-0.2862	0.1186	-0.0799	-0.2451	-0.2081	0.1289	0.1000	0.0799	-0.1480	-0.0604	-0.1504	0.3623
g__CAG-488	0.1947	-0.0560	0.1649	-0.0038	0.1296	-0.0469	0.0956	-0.1355	-0.1341	-0.0426	0.0767	-0.0779	-0.1230	-0.1509	-0.1807	-0.0311	-0.0060	0.1937	-0.3277	0.2655	-0.5356	-0.0581	-0.2227	-0.1305	0.0819	0.1658	0.0152	0.0145	-0.3508	2.8109	0.3595	0.1514	-0.0290	-0.0435	-0.1802	0.3261	0.2735	-0.5884	0.1885	0.3472	0.0164	-0.0893	-0.2011	0.1050	-0.1995	-0.0280	-0.0605	-0.0233	0.0549	0.1304	0.3187	-0.0115	-0.0089	-0.1690	0.0830	0.0290	-0.3991	-0.0086	-0.0732	0.1827	-0.1161	0.2731	-0.1338	-0.0829	-0.0221	-0.1230	0.5124	-0.0798	0.1058	0.0862	0.3837	0.1327	-0.0402	-0.2096	0.1933	-0.1276	-0.1280	0.1633	0.2332	0.1726	-0.1612	-0.1208	-0.1037	-0.0741	-0.0065	-0.1110	0.1316	-0.0464	-0.0872	-0.1377	0.2727	-0.0932	-0.0998	0.0238	-0.0952	-0.0961	-0.1194	0.1324	0.1177	-0.0286	0.0572	-0.0316	-0.0816	-0.0531	0.1730	-0.0516	0.0771	-0.0560	0.1335	0.1170	0.0199	-0.0872	0.4378	-0.0373	-0.2630	-0.0938	-0.0651	-0.1428	0.1884	-0.0756	0.5361	0.0384	-0.0407	0.1219	0.2997	0.0963	-0.1143	-0.0372	-0.2622	0.0989	0.0479	-0.0938	-0.1481	-0.0406	-0.2726	-0.1501	0.0193	0.0831	-0.3666	-0.0543	-0.0741	0.2323	0.1099	-0.1037	0.1311	-0.0750	0.2328
g__Catenibacterium	-0.0316	-0.1562	0.0031	0.0777	0.1067	-0.4441	-0.0182	-0.1232	-0.3847	-0.1918	0.2838	-0.0497	-0.2301	-0.4501	-0.2203	-0.0967	0.1183	-0.0240	-0.9662	0.6986	-0.7478	-0.1468	-0.4933	-0.1741	0.2278	-0.0381	0.0977	0.1829	0.1856	0.3595	4.6458	0.4832	-0.4082	-0.5977	-0.2708	0.6167	0.5678	-0.8113	0.5567	0.5164	0.1424	-0.4602	-0.8648	0.3727	-0.1859	-0.0237	-0.0640	0.1564	0.0151	-0.3955	0.1607	-0.0216	0.0072	-0.4080	-0.1648	0.0749	-0.6933	-0.2170	0.0319	-0.2255	0.0678	0.3835	-0.1356	-0.0761	-0.0274	0.0714	1.5288	-0.2412	0.1208	0.1151	0.5177	0.3464	-0.3317	-0.3149	0.4038	-0.2165	-0.4505	0.2171	0.3807	0.4412	-0.1173	-0.1531	0.0718	0.0340	0.2312	-0.1419	0.0088	0.0806	0.3682	-0.1544	0.1525	0.0060	0.1269	0.2110	0.2740	-0.2354	-0.0384	0.0728	0.5652	0.0794	-0.0450	-0.0326	-0.2115	-0.1299	0.4002	0.0293	-0.2228	-0.9671	0.5691	0.3341	0.0100	-0.0311	0.4901	0.0054	-0.1554	0.2613	-0.0449	0.0011	-0.1534	-0.3690	1.6332	0.2711	-0.0100	-0.0603	0.2458	0.2658	0.0870	-0.0554	-1.0613	0.0052	-0.2200	-0.3290	-0.0136	0.0245	-0.3581	0.1221	-0.0675	-0.0895	-0.7922	-0.3347	-0.2072	0.2675	0.6591	0.0910	-0.1059	0.3699	0.3924
g__Choladousia	0.4379	-0.2452	0.3155	0.4267	0.1476	0.0559	-0.0046	-0.0205	-0.3772	-0.3645	0.2294	-0.1966	-0.1867	-0.0124	-0.2453	-0.2293	0.4863	0.3304	-0.5324	0.5675	-0.3627	-0.2654	-0.4336	-0.1256	0.3239	0.2859	0.2445	0.1569	0.3602	0.1514	0.4832	1.9453	0.0151	-0.4382	-0.4213	0.4959	0.6137	-0.5981	0.5373	0.6405	0.1331	-0.1554	-0.6239	-0.0249	-0.4903	-0.1199	-0.2166	-0.2473	0.1220	0.1526	0.5096	0.1438	0.1248	-0.6818	-0.0500	-0.1666	-0.9433	0.1449	-0.2564	0.3382	-0.2539	0.5921	-0.0891	-0.2920	-0.0607	-0.1284	0.5967	-0.2471	0.4296	-0.0140	0.7046	0.3382	0.1463	0.1080	0.4166	-0.4478	-0.4614	0.2679	-0.0108	0.4227	0.1578	-0.1455	-0.2072	-0.1575	-0.1652	-0.3176	0.1127	-0.1258	-0.0591	-0.1779	0.3156	-0.1331	-0.0452	0.6000	-0.1360	-0.2515	-0.1667	0.0461	0.1115	-0.1464	-0.1313	-0.2135	-0.2149	-0.1764	0.6603	-0.1757	0.0043	0.3114	0.7923	0.5478	-0.0621	-0.0914	0.2880	0.2312	-0.1718	-0.0641	-0.2043	-0.2854	-0.1122	-0.3878	0.8155	-0.0248	-0.3097	-0.0807	0.3046	0.3883	-0.0655	0.1257	-1.1523	0.2556	0.1947	-0.3798	-0.1859	-0.1689	-0.5475	-0.1824	-0.2352	-0.1367	-0.8074	-0.1995	-0.0060	0.3321	0.1208	-0.0518	0.0015	-0.0993	0.5325
g__Clostridium	0.1049	-0.1158	-0.1866	-0.5179	-0.0307	-0.1550	-0.1241	-0.4338	0.1572	0.1153	-0.2586	0.0140	-0.1241	-0.0555	-0.7633	0.0252	0.3838	0.0241	-0.5181	-0.1614	0.4340	0.0017	0.5033	0.1590	-0.1635	0.1644	-0.1470	-0.0305	-0.1001	-0.0290	-0.4082	0.0151	5.1233	-0.1593	0.0066	0.0522	-0.0908	0.1132	0.1045	-0.0008	-0.2656	-0.6353	-0.3721	0.2078	-0.5987	0.1786	0.0234	0.2837	-0.1351	0.0999	-0.3430	-0.3438	-0.0403	0.5605	0.0042	-0.0453	-0.5836	0.3806	0.0504	0.0366	0.0962	-0.5344	-0.1686	0.0528	-0.0505	0.8313	-0.5116	-0.1036	-0.2083	-0.2367	-0.4450	-0.0608	0.1647	0.2478	-0.2257	-0.0438	2.0224	-0.0661	0.0583	-0.3605	0.9359	0.1935	-0.0423	-0.2311	0.0451	-0.1696	0.0175	-0.0144	0.2526	-0.4951	-0.1424	0.3433	0.1440	-0.2337	-0.1006	0.0030	-0.0794	-0.2061	-0.2948	-0.0923	-0.1053	0.0050	-0.1412	-0.0606	-0.1172	0.7734	-0.1331	-0.0728	0.2034	0.0186	-0.3690	-0.7520	-0.1716	0.0509	-0.2864	-0.1254	-0.1343	0.2389	-0.6021	-0.3407	-0.3921	-0.1200	-0.1343	-0.1824	0.5603	0.0250	-0.0460	0.0742	0.4232	-0.0367	-0.3861	-0.1514	1.1775	0.1847	-0.1257	0.4808	-0.4458	1.4319	0.3939	1.6383	-0.1124	-0.0902	-0.1304	1.2624	-0.1862	0.1248	0.0584
g__Clostridium_A	-0.1895	0.3525	0.0459	-0.1737	0.1019	0.6653	-0.0198	-0.0961	0.2711	0.0918	0.1344	0.0733	0.3024	-0.0002	0.3390	0.1808	-0.3941	-0.1908	0.6970	-0.1955	0.2427	0.1183	-0.1248	0.2505	-0.4757	-0.1374	-0.0700	0.0073	-0.3750	-0.0435	-0.5977	-0.4382	-0.1593	2.4316	0.4294	0.1412	-0.2394	0.6249	-0.1671	-0.2877	0.0920	0.3936	0.6691	-0.2575	0.2449	-0.2406	0.0019	-0.4862	-0.0598	0.0300	-0.2248	0.1382	0.2135	0.4349	-0.0287	0.0367	0.6040	0.1349	-0.0219	-0.1148	-0.0168	0.0237	0.1906	-0.2250	0.1982	-0.2236	-0.6487	0.1602	-0.1920	0.2656	-0.2453	-0.2832	0.1685	-0.1356	-0.3196	0.2891	0.2723	-0.1925	-0.3109	-0.2843	-0.1302	-0.0552	-0.0847	-0.1350	-0.0553	0.1485	-0.1157	-0.1051	-0.1933	0.3107	0.0496	-0.2079	-0.1840	-0.2457	-0.1094	0.0034	0.0548	0.2326	-0.1499	0.1107	0.0367	0.1905	0.3007	0.0884	-0.1586	-0.2016	0.1329	-0.0546	-0.3792	-0.2312	0.0613	0.5380	-0.2256	-0.2909	0.1389	-0.1406	-0.0267	-0.1182	0.1723	0.2608	-0.7214	-0.1264	0.0299	0.1785	-0.2684	-0.1118	-0.2042	-0.1316	0.8893	0.1010	0.0831	0.5452	-0.1164	-0.1031	0.5577	-0.0593	0.0405	-0.0680	0.5578	0.1095	-0.1400	-0.3499	-0.1423	-0.2132	0.2052	-0.1524	-0.4048
g__Clostridium_AP	-0.3711	0.3371	-0.2909	-0.5846	-0.3208	0.0651	0.0630	-0.3037	0.4184	0.2359	-0.2075	0.3034	0.3151	-0.1896	0.4108	0.2899	-0.5905	-0.2204	0.4465	-0.7619	0.0419	0.4673	0.5267	0.1798	-0.6270	-0.0727	-0.2077	-0.2246	-0.1792	-0.1802	-0.2708	-0.4213	0.0066	0.4294	2.3685	-0.7832	-0.6653	0.4741	-0.6172	-1.1095	0.0318	0.0435	0.6638	0.0789	0.4168	0.0940	0.2261	0.2213	-0.0337	-0.3700	-0.6575	0.0744	-0.4682	1.1968	-0.0295	0.1542	0.8565	-0.2899	0.3371	-0.3151	0.2195	-0.6336	0.1866	0.1595	0.1297	0.0193	-0.3100	0.2594	-0.3558	0.1485	-0.7705	-0.2000	-0.0653	-0.1349	-0.4589	0.6354	0.3408	-0.2473	0.0813	-0.6947	-0.2361	0.2826	0.1055	0.1782	0.1425	0.4387	-0.1450	0.1464	-0.0104	0.1690	-0.1509	0.0858	0.2447	-0.6741	0.1332	0.3820	0.2596	-0.2253	-0.1023	0.1994	0.2651	0.3416	0.3091	0.2736	-0.4467	0.0046	0.0966	-0.2836	-0.8189	-0.4508	0.1343	0.1297	-0.0706	-0.1741	0.0786	0.1201	0.4159	0.1385	0.1998	0.1061	-0.6276	0.0694	0.2150	0.0722	-0.6575	-0.3536	0.0223	0.0044	1.2814	-0.0977	-0.2113	0.6087	0.3285	0.4463	0.8878	0.0846	-0.1961	-0.0235	0.9648	0.2392	0.0671	-0.3378	-0.0786	0.1736	-0.2149	-0.0499	-0.3536
g__Collinsella	0.6827	-0.2934	0.6598	1.9724	1.2986	1.2783	-0.1802	0.5020	-0.6198	-0.4153	2.4945	-0.5831	-0.1482	0.6302	0.0084	-0.5967	1.3232	0.0869	0.0175	2.0996	0.1702	-0.4302	-1.7089	0.4298	0.8019	-0.0757	-0.0531	0.0685	-0.0178	0.3261	0.6167	0.4959	0.0522	0.1412	-0.7832	9.2923	1.4038	-0.4780	2.2345	2.7613	-0.0436	0.9068	-0.6078	-0.9032	-1.0764	-1.0761	-1.4265	-1.8150	-0.3143	0.6554	1.2729	0.3102	2.6359	-2.7117	-0.1392	-0.4820	-1.5718	1.2434	-0.8946	0.4723	-0.4852	2.4457	-0.2048	-0.6573	-0.0950	-0.7271	0.8336	-0.2250	0.5355	0.2925	0.5792	-0.0190	0.7831	0.0821	0.8030	-1.4054	-1.5947	0.0717	-0.7299	1.0266	0.4094	-1.4962	-0.9531	-0.7826	-0.4329	-0.6147	-0.0476	-0.5328	-0.2467	0.2864	0.5110	-0.5951	-0.8073	1.3667	-0.8578	-0.6408	-0.4125	1.1730	0.8091	-0.3884	-0.3998	-0.4202	-0.7283	-0.4471	0.8426	-1.4884	-0.0199	1.7072	1.2439	0.4567	-0.0368	0.7161	0.5620	-0.0043	0.3931	-0.3870	-1.6608	-0.7989	0.3060	1.2770	1.1422	-0.3437	-0.5449	0.0014	1.2133	0.1001	-0.3886	-0.2346	-2.6435	0.0146	0.6225	-0.4705	-1.1636	-0.1814	-0.5765	-0.7394	-0.0626	-0.5462	-2.5066	-0.4292	0.1201	0.0473	0.2387	-1.8870	0.6115	-0.3410	0.0300
g__Coprococcus_A	0.8088	-0.3629	0.7376	1.1804	0.8419	0.7908	-0.0921	0.1606	-0.6288	-0.6348	1.1973	-0.3217	-0.3045	0.2588	-0.0896	-0.3172	0.7872	0.2601	-0.1272	1.5350	-0.5036	-0.4107	-1.0110	0.0393	0.6810	-0.0010	0.3414	0.0916	0.4595	0.2735	0.5678	0.6137	-0.0908	-0.2394	-0.6653	1.4038	3.4302	-0.7895	1.7409	1.7202	0.2262	0.3158	-0.7010	-0.4746	-0.7013	-0.5755	-0.8285	-0.7436	-0.1208	0.4638	1.2468	0.5672	0.9930	-1.8423	0.0025	-0.4495	-1.3132	0.9770	-0.6039	0.4971	-0.5185	1.8050	-0.1915	-0.7040	-0.0897	-0.6340	0.5408	-0.1226	0.8676	0.0206	1.3183	0.2374	0.6235	-0.2640	0.7684	-0.8126	-0.7820	0.2466	-0.5601	0.8394	0.2808	-0.8397	-0.5229	-0.5304	-0.3879	-0.3182	0.1871	-0.4352	-0.2278	-0.0011	0.5895	-0.4771	-0.3407	1.0300	-0.4853	-0.7019	-0.3606	0.8535	-0.1200	-0.3316	-0.3621	-0.4547	-0.3949	-0.2839	0.9096	-0.8277	-0.1806	0.9315	1.4451	0.6583	-0.0165	0.4488	0.3713	0.1919	-0.1456	-0.3361	-0.9621	-0.4280	0.0835	0.3792	0.4587	-0.1038	-0.5766	-0.1611	0.8174	0.3405	-0.5103	-0.0722	-2.1157	-0.0464	0.1826	-0.2924	-0.6324	-0.0873	-1.1380	-0.7270	-0.0800	-0.2378	-1.6624	-0.4378	-0.2121	0.3452	0.0984	-1.1173	0.5218	-0.2882	0.3630
g__Dialister	-0.5565	0.4875	-0.6147	-0.3077	0.0149	0.2342	-0.1295	0.4291	0.6528	0.0462	-0.1360	0.2337	0.4766	0.5200	0.2232	0.1050	-0.2157	-0.2405	0.8019	-0.5413	0.7111	0.2227	0.6839	0.5374	-0.5447	-0.1044	-0.3062	-0.0147	-0.2518	-0.5884	-0.8113	-0.5981	0.1132	0.6249	0.4741	-0.4780	-0.7895	8.1131	-0.2924	-0.5172	0.0138	0.1163	1.1722	-0.1519	0.3356	-0.1574	0.0379	0.0371	0.0254	0.2410	-0.7278	-0.6308	0.4811	1.2658	-0.0086	0.1419	1.3085	0.1186	0.3939	-0.1334	0.0589	-0.2173	-0.0524	0.1336	0.0488	0.5869	-1.0395	0.1762	-0.3906	0.0209	-0.7383	-0.3636	0.2224	-0.1201	-0.5085	0.5667	0.9893	-0.2159	-0.1004	-0.7693	-0.0401	0.3846	-0.1204	-0.0881	-0.1216	0.0874	-0.2391	-0.0525	0.0156	-0.0332	-0.4336	0.1031	-0.1127	-0.2541	-0.1113	0.5992	0.0378	0.3207	-0.6449	0.1361	0.0204	0.2760	0.4011	0.2002	-0.3082	0.0254	0.2134	-0.3625	-0.5312	-0.5547	0.1625	-0.4633	-0.5644	-0.3668	0.5972	-0.1053	0.3448	0.3153	-2.2766	0.1428	-0.0403	-0.0749	0.2109	-0.1861	0.0586	-0.2273	0.0192	-0.0754	1.0021	0.0726	-0.2985	0.3188	0.0751	-0.2330	0.7896	0.0386	-0.0968	-0.0528	1.1493	0.4074	0.1536	-0.2459	-0.7133	0.5789	-0.1167	-0.3755	-0.3933
g__Dorea	0.6730	-0.3880	0.4146	1.4533	1.5691	0.7626	-0.2351	0.7884	-0.6064	-0.6585	1.9760	-0.3172	-0.3084	0.7394	0.0440	-0.5173	1.2893	0.0151	-0.2849	1.9388	-0.0685	-0.4581	-1.2370	0.3756	0.5371	-0.0908	0.1307	0.0902	0.1654	0.1885	0.5567	0.5373	0.1045	-0.1671	-0.6172	2.2345	1.7409	-0.2924	4.9413	3.0536	0.0546	0.4223	-0.4956	-0.7507	-0.8449	-0.8020	-1.0227	-1.1481	-0.2171	0.9185	1.7650	0.3785	1.9333	-2.5557	-0.2175	-0.5283	-1.3727	1.5157	-0.5742	0.6519	-0.4302	2.2785	-0.3292	-0.7149	-0.1585	-0.7546	0.8376	-0.1968	0.7905	-0.0273	1.1543	0.1640	0.7800	-0.0628	0.8199	-1.2088	-1.2917	0.1414	-0.7051	1.0373	0.3098	-1.0358	-0.6869	-0.4550	-0.5831	-0.5564	0.0965	-0.5428	-0.3184	0.0499	0.4061	-0.6491	-0.5097	1.1509	-0.6458	-0.5821	-0.4741	1.5422	-0.0670	-0.3821	-0.2931	-0.5721	-0.6065	-0.4534	0.8065	-1.0189	-0.2380	1.4493	1.8743	0.7169	0.0267	0.5201	0.2970	0.0296	0.0502	-0.2558	-1.1808	-0.3299	-0.0759	0.8046	1.1019	-0.2211	-0.5273	-0.1281	1.0471	0.1660	-0.6255	-0.2279	-2.3094	-0.0093	0.0294	-0.5512	-0.9630	0.2754	-1.4856	-0.6628	-0.0483	-0.3190	-2.1765	-0.4607	-0.0651	0.2522	-0.1425	-1.5392	0.4204	-0.3640	0.3957
g__Dorea_A	0.9455	-0.6599	0.4653	1.3524	1.2435	0.8757	-0.2111	0.6870	-1.0092	-0.5034	1.7574	-0.4334	-0.6496	0.8803	0.0125	-0.6430	1.2823	0.0261	-0.0683	2.1602	0.0468	-0.5589	-1.1256	0.3425	1.0355	-0.1737	0.0620	0.2406	0.2974	0.3472	0.5164	0.6405	-0.0008	-0.2877	-1.1095	2.7613	1.7202	-0.5172	3.0536	6.6393	0.0276	0.5922	-0.8237	-0.7984	-0.7134	-0.7707	-1.3186	-1.0993	-0.1436	0.9234	2.0299	0.5252	2.0653	-2.8449	-0.1076	-0.6210	-1.5863	1.8062	-0.4756	0.6729	-0.4265	2.7784	-0.3128	-0.7142	-0.2366	-0.7097	1.2706	-0.2363	0.7755	-0.0115	1.1894	0.0960	0.7653	-0.2329	0.9288	-1.3572	-1.4507	0.1337	-0.9105	0.6269	0.4229	-1.0854	-0.6797	-0.5728	-0.5205	-0.4632	0.1163	-0.5228	-0.3110	0.1154	0.5861	-0.6757	-0.7011	1.2958	-0.7742	-0.5633	-0.4356	1.8590	0.4067	-0.4813	-0.4305	-1.0500	-0.5714	-0.4998	1.0097	-1.0411	-0.0546	1.9678	1.7055	0.5898	0.0441	0.4727	0.4213	0.2187	0.0223	-0.3845	-1.2809	-0.4239	-0.0512	1.0536	1.3943	-0.2053	-0.5531	-0.1172	1.0908	0.1026	-0.5216	-0.2191	-2.3260	0.0012	-0.0311	-0.5818	-1.1572	0.0693	-1.5261	-0.7619	-0.2264	-0.5790	-2.4786	-0.4180	0.1260	0.2188	-0.0705	-1.6245	0.5363	-0.4606	0.3850
