source	target	correlation	p_value
g__Agathobaculum	g__Rothia	-0.1817	0.0293196721311475
g__Agathobaculum	g__Streptococcus	-0.2174	0.0371314878892733
g__Agathobaculum	g__Veillonella	-0.2205	0.0293196721311475
g__Alistipes	g__Amedibacterium	-0.1958	0.0293196721311475
g__Alistipes	g__Blautia	-0.227	0.0371314878892733
g__Alistipes	g__Dysosmobacter	0.3951	0.0191967799642218
g__Alistipes	g__Enterocloster	-0.2173	0.0191967799642218
g__Alistipes	g__Enterococcus	-0.2131	0.0191967799642218
g__Alistipes	g__Evtepia	0.2552	0.0191967799642218
g__Alistipes	g__Faecalimonas	-0.2324	0.0293196721311475
g__Alistipes	g__Gemella	-0.198	0.0293196721311475
g__Alistipes	g__Granulicatella	-0.3118	0.0191967799642218
g__Alistipes	g__Haemophilus_D	-0.261	0.0191967799642218
g__Alistipes	g__Hominilimicola	0.331	0.0191967799642218
g__Alistipes	g__Hominiventricola	0.2217	0.0191967799642218
g__Alistipes	g__Klebsiella	-0.2665	0.0191967799642218
g__Alistipes	g__Lancefieldella	-0.2505	0.0191967799642218
g__Alistipes	g__Lawsonibacter	0.3235	0.0191967799642218
g__Alistipes	g__Limosilactobacillus	-0.1829	0.0191967799642218
g__Alistipes	g__Megamonas	-0.2158	0.0443429752066115
g__Alistipes	g__Nanosynbacter	-0.3259	0.0191967799642218
g__Alistipes	g__Negativibacillus	0.1949	0.0293196721311475
g__Alistipes	g__Parabacteroides	0.2658	0.0191967799642218
g__Alistipes	g__Pauljensenia	-0.1818	0.0191967799642218
g__Alistipes	g__Pediococcus	-0.2024	0.0191967799642218
g__Alistipes	g__Pseudoscilispira	0.2562	0.0191967799642218
g__Alistipes	g__Rothia	-0.2543	0.0191967799642218
g__Alistipes	g__Ruminococcus_B	-0.2733	0.0191967799642218
g__Alistipes	g__Ruminococcus_C	0.1831	0.0443429752066115
g__Alistipes	g__Ruminococcus_E	0.1929	0.0443429752066115
g__Alistipes	g__Ruthenibacterium	0.1964	0.0371314878892733
g__Alistipes	g__Sarcina	-0.2453	0.0191967799642218
g__Alistipes	g__Streptococcus	-0.3691	0.0191967799642218
g__Alistipes	g__Thomasclavelia	-0.2189	0.0371314878892733
g__Alistipes	g__Veillonella	-0.3578	0.0191967799642218
g__Alistipes	g__Vescimonas	0.2679	0.0191967799642218
g__Alistipes_A	g__Hominibacterium	0.1708	0.0191967799642218
g__Alistipes_A	g__Roseburia_D	0.1675	0.0191967799642218
g__Alitiscatomonas	g__Anaerobutyricum	0.2216	0.0371314878892733
g__Alitiscatomonas	g__Brotaphodocola	0.2046	0.0191967799642218
g__Alitiscatomonas	g__CAG-177	-0.1696	0.0191967799642218
g__Alitiscatomonas	g__Eubacterium_G	0.2468	0.0191967799642218
g__Alitiscatomonas	g__Eubacterium_I	0.2122	0.0371314878892733
g__Alitiscatomonas	g__Faecalibacterium	0.2487	0.0191967799642218
g__Alitiscatomonas	g__Gemmiger	0.2674	0.0293196721311475
g__Alitiscatomonas	g__Limivivens	0.2217	0.0191967799642218
g__Allocoprobacillus	g__Anaeromassilibacillus	0.3545	0.0191967799642218
g__Allocoprobacillus	g__Brotaphodocola	-0.175	0.0371314878892733
g__Allocoprobacillus	g__Dorea_A	-0.2374	0.0191967799642218
g__Allocoprobacillus	g__Eggerthella	0.2245	0.0191967799642218
g__Allocoprobacillus	g__Eubacterium_I	-0.1855	0.0371314878892733
g__Allocoprobacillus	g__Flavonifractor	0.2531	0.0191967799642218
g__Allocoprobacillus	g__Fusicatenibacter	-0.2039	0.0443429752066115
g__Allocoprobacillus	g__Guopingia	0.164	0.0443429752066115
g__Allocoprobacillus	g__Hominiventricola	-0.1972	0.0371314878892733
g__Allocoprobacillus	g__Longicatena	0.213	0.0191967799642218
g__Allocoprobacillus	g__Massilioclostridium	0.1597	0.0293196721311475
g__Allocoprobacillus	g__Merdivicinus	0.2583	0.0191967799642218
g__Allocoprobacillus	g__Negativibacillus	0.2151	0.0191967799642218
g__Allocoprobacillus	g__Odoribacter	-0.1934	0.0293196721311475
g__Allocoprobacillus	g__Ruthenibacterium	0.1935	0.0443429752066115
g__Allocoprobacillus	g__Thomasclavelia	0.2103	0.0443429752066115
g__Amedibacterium	g__Anthropogastromicrobium	-0.1949	0.0371314878892733
g__Amedibacterium	g__Dysosmobacter	-0.1899	0.0293196721311475
g__Amedibacterium	g__Faecalimonas	0.2558	0.0191967799642218
g__Amedibacterium	g__Fusobacterium_A	0.186	0.0371314878892733
g__Amedibacterium	g__Gallintestinimicrobium	-0.1961	0.0191967799642218
g__Amedibacterium	g__Gemella	0.1662	0.0191967799642218
g__Amedibacterium	g__Gemmiger	-0.2886	0.0191967799642218
g__Amedibacterium	g__Lactobacillus	0.1731	0.0191967799642218
g__Amedibacterium	g__Limivivens	-0.1747	0.0191967799642218
g__Amedibacterium	g__Ruminococcus_B	0.2184	0.0191967799642218
g__Amedibacterium	g__Vescimonas	-0.1933	0.0371314878892733
g__Anaerobutyricum	g__Anthropogastromicrobium	0.3022	0.0191967799642218
g__Anaerobutyricum	g__Bariatricus	0.2135	0.0443429752066115
g__Anaerobutyricum	g__Brotaphodocola	0.1909	0.0443429752066115
g__Anaerobutyricum	g__Dorea	0.285	0.0191967799642218
g__Anaerobutyricum	g__Dorea_A	0.1996	0.0293196721311475
g__Anaerobutyricum	g__Dysosmobacter	0.2323	0.0443429752066115
g__Anaerobutyricum	g__Enterobacter	-0.225	0.0191967799642218
g__Anaerobutyricum	g__Enterococcus	-0.1667	0.0371314878892733
g__Anaerobutyricum	g__Enterococcus_A	-0.2342	0.0191967799642218
g__Anaerobutyricum	g__Eubacterium_G	0.2578	0.0191967799642218
g__Anaerobutyricum	g__Eubacterium_I	0.2943	0.0191967799642218
g__Anaerobutyricum	g__Faecalimonas	-0.2496	0.0293196721311475
g__Anaerobutyricum	g__Fusicatenibacter	0.343	0.0191967799642218
g__Anaerobutyricum	g__Gallintestinimicrobium	0.198	0.0443429752066115
g__Anaerobutyricum	g__Gemmiger	0.2103	0.0371314878892733
g__Anaerobutyricum	g__Granulicatella	-0.228	0.0293196721311475
g__Anaerobutyricum	g__Hominilimicola	0.2685	0.0293196721311475
g__Anaerobutyricum	g__Hungatella	-0.2587	0.0191967799642218
g__Anaerobutyricum	g__Klebsiella	-0.201	0.0293196721311475
g__Anaerobutyricum	g__Lacticaseibacillus	-0.186	0.0191967799642218
g__Anaerobutyricum	g__Lancefieldella	-0.1929	0.0293196721311475
g__Anaerobutyricum	g__Leuconostoc	-0.2562	0.0191967799642218
g__Anaerobutyricum	g__Limivivens	0.2302	0.0191967799642218
g__Anaerobutyricum	g__Mediterraneibacter	0.2781	0.0191967799642218
g__Anaerobutyricum	g__Nanosynbacter	-0.2032	0.0371314878892733
g__Anaerobutyricum	g__Odoribacter	0.2021	0.0443429752066115
g__Anaerobutyricum	g__Pediococcus	-0.2262	0.0293196721311475
g__Anaerobutyricum	g__Roseburia	0.2086	0.0443429752066115
g__Anaerobutyricum	g__Rothia	-0.2398	0.0191967799642218
g__Anaerobutyricum	g__Ruminococcus_B	-0.2768	0.0191967799642218
g__Anaerobutyricum	g__Streptococcus	-0.2397	0.0293196721311475
g__Anaerobutyricum	g__Thomasclavelia	-0.342	0.0191967799642218
g__Anaerobutyricum	g__Veillonella	-0.3524	0.0191967799642218
g__Anaerofustis	g__Eubacterium_I	-0.1637	0.0371314878892733
g__Anaerofustis	g__Flavonifractor	0.1917	0.0293196721311475
g__Anaerofustis	g__Hungatella	0.1402	0.0443429752066115
g__Anaerofustis	g__Thomasclavelia	0.1562	0.0371314878892733
g__Anaeromassilibacillus	g__Brotaphodocola	-0.1686	0.0371314878892733
g__Anaeromassilibacillus	g__Eggerthella	0.1728	0.0443429752066115
g__Anaeromassilibacillus	g__Guopingia	0.2146	0.0191967799642218
g__Anaeromassilibacillus	g__Hominibacterium	0.1702	0.0191967799642218
g__Anaeromassilibacillus	g__Hominiventricola	-0.1757	0.0443429752066115
g__Anaeromassilibacillus	g__Merdivicinus	0.1774	0.0293196721311475
g__Anaeromassilibacillus	g__Negativibacillus	0.234	0.0191967799642218
g__Anaeromassilibacillus	g__Ruthenibacterium	0.2191	0.0191967799642218
g__Anaerostipes	g__Blautia_A	0.2986	0.0191967799642218
g__Anaerostipes	g__Klebsiella	-0.1968	0.0371314878892733
g__Anaerotignum	g__Dysosmobacter	0.2135	0.0293196721311475
g__Anaerotignum	g__Guopingia	0.1597	0.0443429752066115
g__Anaerotignum	g__Klebsiella	-0.1855	0.0443429752066115
g__Anaerotignum	g__Lawsonibacter	0.2728	0.0191967799642218
g__Anaerotignum	g__Merdivicinus	0.1975	0.0293196721311475
g__Anaerotignum	g__Parabacteroides	0.2747	0.0191967799642218
g__Anaerotignum	g__Parasutterella	-0.2344	0.0371314878892733
g__Anaerotruncus	g__Bittarella	0.1435	0.0443429752066115
g__Anaerotruncus	g__Brotaphodocola	-0.2031	0.0293196721311475
g__Anaerotruncus	g__Clostridium_AP	0.1635	0.0191967799642218
g__Anaerotruncus	g__Eubacterium_G	-0.1917	0.0191967799642218
g__Anaerotruncus	g__Hungatella	0.2221	0.0191967799642218
g__Anaerotruncus	g__Ruthenibacterium	0.1796	0.0371314878892733
g__Anaerotruncus	g__Sellimonas	0.2069	0.0191967799642218
g__Anthropogastromicrobium	g__Bariatricus	0.1945	0.0443429752066115
g__Anthropogastromicrobium	g__Bittarella	-0.2079	0.0191967799642218
g__Anthropogastromicrobium	g__Brotaphodocola	0.2658	0.0191967799642218
g__Anthropogastromicrobium	g__Collinsella	0.2132	0.0371314878892733
g__Anthropogastromicrobium	g__Dorea	0.2931	0.0191967799642218
g__Anthropogastromicrobium	g__Dorea_A	0.1962	0.0443429752066115
g__Anthropogastromicrobium	g__Eggerthella	-0.215	0.0191967799642218
g__Anthropogastromicrobium	g__Enterobacter	-0.2088	0.0191967799642218
g__Anthropogastromicrobium	g__Enterocloster	-0.2307	0.0191967799642218
g__Anthropogastromicrobium	g__Enterococcus_A	-0.2139	0.0191967799642218
g__Anthropogastromicrobium	g__Enterococcus_B	-0.2401	0.0191967799642218
g__Anthropogastromicrobium	g__Eubacterium_G	0.304	0.0191967799642218
g__Anthropogastromicrobium	g__Eubacterium_I	0.2272	0.0293196721311475
g__Anthropogastromicrobium	g__Faecalibacterium	0.2046	0.0443429752066115
g__Anthropogastromicrobium	g__Faecalimonas	-0.3208	0.0191967799642218
g__Anthropogastromicrobium	g__Flavonifractor	-0.2834	0.0293196721311475
g__Anthropogastromicrobium	g__Fusicatenibacter	0.2837	0.0191967799642218
g__Anthropogastromicrobium	g__Fusobacterium_A	-0.2177	0.0191967799642218
g__Anthropogastromicrobium	g__Gallintestinimicrobium	0.2519	0.0191967799642218
g__Anthropogastromicrobium	g__Gemella	-0.1948	0.0191967799642218
g__Anthropogastromicrobium	g__Gemmiger	0.2414	0.0371314878892733
g__Anthropogastromicrobium	g__Granulicatella	-0.2199	0.0191967799642218
g__Anthropogastromicrobium	g__Hominicoprocola	0.3025	0.0191967799642218
g__Anthropogastromicrobium	g__Hominiventricola	0.2804	0.0191967799642218
g__Anthropogastromicrobium	g__Hungatella	-0.2277	0.0191967799642218
g__Anthropogastromicrobium	g__Klebsiella	-0.2023	0.0293196721311475
g__Anthropogastromicrobium	g__Lachnospira	0.2394	0.0191967799642218
g__Anthropogastromicrobium	g__Lacticaseibacillus	-0.201	0.0191967799642218
g__Anthropogastromicrobium	g__Lactobacillus	-0.16	0.0371314878892733
g__Anthropogastromicrobium	g__Lactococcus	-0.1846	0.0191967799642218
g__Anthropogastromicrobium	g__Lancefieldella	-0.151	0.0443429752066115
g__Anthropogastromicrobium	g__Limivivens	0.3289	0.0191967799642218
g__Anthropogastromicrobium	g__Limosilactobacillus	-0.1616	0.0191967799642218
g__Anthropogastromicrobium	g__Massilioclostridium	-0.1602	0.0293196721311475
g__Anthropogastromicrobium	g__Odoribacter	0.2338	0.0371314878892733
g__Anthropogastromicrobium	g__Pediococcus	-0.2511	0.0191967799642218
g__Anthropogastromicrobium	g__Roseburia	0.3209	0.0191967799642218
g__Anthropogastromicrobium	g__Ruminococcus_B	-0.3773	0.0191967799642218
g__Anthropogastromicrobium	g__Sarcina	-0.2065	0.0191967799642218
g__Anthropogastromicrobium	g__Thomasclavelia	-0.3435	0.0191967799642218
g__Aristaeella	g__CAG-170	0.1648	0.0191967799642218
g__Aristaeella	g__Choladousia	0.1649	0.0191967799642218
g__Aristaeella	g__Hominicoprocola	0.1526	0.0443429752066115
g__Bacteroides	g__Clostridium_A	0.2136	0.0293196721311475
g__Bacteroides	g__Enterocloster	0.324	0.0191967799642218
g__Bacteroides	g__Eubacterium_I	-0.1924	0.0371314878892733
g__Bacteroides	g__Hungatella	0.2063	0.0371314878892733
g__Bacteroides	g__Phocaeicola	-0.2151	0.0443429752066115
g__Bacteroides	g__Ruminococcus_B	0.2378	0.0371314878892733
g__Bacteroides	g__Thomasclavelia	0.2087	0.0443429752066115
g__Bariatricus	g__Brotaphodocola	0.2299	0.0191967799642218
g__Bariatricus	g__Collinsella	0.2514	0.0191967799642218
g__Bariatricus	g__Coprococcus_A	0.2841	0.0191967799642218
g__Bariatricus	g__Dorea	0.2563	0.0191967799642218
g__Bariatricus	g__Dorea_A	0.2483	0.0191967799642218
g__Bariatricus	g__Eubacterium_I	0.2518	0.0191967799642218
g__Bariatricus	g__Faecalibacterium	0.2025	0.0371314878892733
g__Bariatricus	g__Faecalimonas	-0.2693	0.0191967799642218
g__Bariatricus	g__Fusicatenibacter	0.2068	0.0293196721311475
g__Bariatricus	g__Gallintestinimicrobium	0.2384	0.0191967799642218
g__Bariatricus	g__Gemmiger	0.3095	0.0191967799642218
g__Bariatricus	g__Hominicoprocola	0.2257	0.0293196721311475
g__Bariatricus	g__Hominiventricola	0.2589	0.0191967799642218
g__Bariatricus	g__Hungatella	-0.2454	0.0191967799642218
g__Bariatricus	g__Intestinibacter	-0.2632	0.0191967799642218
g__Bariatricus	g__Lactococcus	-0.1887	0.0371314878892733
g__Bariatricus	g__Leuconostoc	-0.1786	0.0371314878892733
g__Bariatricus	g__Limivivens	0.2247	0.0293196721311475
g__Bariatricus	g__Longicatena	-0.1883	0.0371314878892733
g__Bariatricus	g__Muricomes	-0.1983	0.0191967799642218
g__Bariatricus	g__Odoribacter	0.377	0.0191967799642218
g__Bariatricus	g__Onthenecus	0.1683	0.0443429752066115
g__Bariatricus	g__Ruminococcus_B	-0.2597	0.0191967799642218
g__Bariatricus	g__Thomasclavelia	-0.3342	0.0191967799642218
g__Bittarella	g__Clostridium_AP	0.3056	0.0191967799642218
g__Bittarella	g__Dorea_A	-0.1871	0.0371314878892733
g__Bittarella	g__Hominibacterium	0.1648	0.0371314878892733
g__Bittarella	g__Hominicoprocola	-0.1489	0.0443429752066115
g__Bittarella	g__Hungatella	0.2325	0.0191967799642218
g__Bittarella	g__Merdivicinus	0.1631	0.0371314878892733
g__Bittarella	g__Muricomes	0.1532	0.0293196721311475
g__Bittarella	g__Odoribacter	-0.1938	0.0443429752066115
g__Bittarella	g__Ruthenibacterium	0.2577	0.0191967799642218
g__Bittarella	g__Sellimonas	0.2452	0.0191967799642218
g__Bittarella	g__Thomasclavelia	0.2024	0.0191967799642218
g__Blautia	g__Blautia_A	0.2893	0.0191967799642218
g__Blautia	g__Enterocloster	0.3787	0.0191967799642218
g__Blautia	g__Faecalimonas	0.3901	0.0191967799642218
g__Blautia	g__Flavonifractor	0.2563	0.0191967799642218
g__Blautia	g__Fusicatenibacter	-0.2556	0.0191967799642218
g__Blautia	g__Gemmiger	-0.249	0.0371314878892733
g__Blautia	g__Hominicoprocola	-0.2212	0.0191967799642218
g__Blautia	g__Hominiventricola	-0.2588	0.0191967799642218
g__Blautia	g__Hungatella	0.2079	0.0191967799642218
g__Blautia	g__Ruminococcus_B	0.2304	0.0293196721311475
g__Blautia	g__Thomasclavelia	0.2838	0.0191967799642218
g__Blautia_A	g__Finegoldia	-0.1908	0.0191967799642218
g__Blautia_A	g__Prevotella	-0.2235	0.0443429752066115
g__Brotaphodocola	g__Choladousia	0.169	0.0371314878892733
g__Brotaphodocola	g__Clostridium_A	-0.1957	0.0443429752066115
g__Brotaphodocola	g__Clostridium_AP	-0.2308	0.0191967799642218
g__Brotaphodocola	g__Coprococcus_A	0.3106	0.0191967799642218
g__Brotaphodocola	g__Dorea_A	0.2473	0.0191967799642218
g__Brotaphodocola	g__Flavonifractor	-0.2727	0.0191967799642218
g__Brotaphodocola	g__Fusicatenibacter	0.2494	0.0191967799642218
g__Brotaphodocola	g__Holdemania	-0.1655	0.0293196721311475
g__Brotaphodocola	g__Hominenteromicrobium	0.1825	0.0443429752066115
g__Brotaphodocola	g__Hominiventricola	0.213	0.0293196721311475
g__Brotaphodocola	g__Hungatella	-0.198	0.0371314878892733
g__Brotaphodocola	g__Limivivens	0.2132	0.0191967799642218
g__Brotaphodocola	g__Merdimonas	-0.156	0.0371314878892733
g__Brotaphodocola	g__Muricomes	-0.1909	0.0293196721311475
g__Brotaphodocola	g__Oliverpabstia	0.2297	0.0191967799642218
g__Brotaphodocola	g__Ruminococcus_B	-0.2229	0.0191967799642218
g__Brotaphodocola	g__Ruthenibacterium	-0.2455	0.0191967799642218
g__Brotaphodocola	g__Sellimonas	-0.1993	0.0443429752066115
g__Brotaphodocola	g__Thomasclavelia	-0.2655	0.0191967799642218
g__CAG-170	g__Laedolimicola	0.154	0.0443429752066115
g__CAG-217	g__Tyzzerella	0.1749	0.0293196721311475
g__Catenibacterium	g__Holdemanella	0.1833	0.0371314878892733
g__Catenibacterium	g__Limosilactobacillus	0.1537	0.0371314878892733
g__Catenibacterium	g__Prevotella	0.1784	0.0443429752066115
g__Choladousia	g__Clostridium_A	-0.1928	0.0191967799642218
g__Choladousia	g__Flavonifractor	-0.1783	0.0293196721311475
g__Choladousia	g__Murimonas	0.2013	0.0191967799642218
g__Choladousia	g__Ruminiclostridium_E	0.1831	0.0191967799642218
g__Clostridium	g__Intestinibacter	0.3182	0.0191967799642218
g__Clostridium	g__Terrisporobacter	0.4021	0.0191967799642218
g__Clostridium	g__Turicibacter	0.3727	0.0191967799642218
g__Clostridium_A	g__Clostridium_AP	0.2211	0.0191967799642218
g__Clostridium_A	g__Dysosmobacter	0.247	0.0191967799642218
g__Clostridium_A	g__Holdemania	0.2026	0.0191967799642218
g__Clostridium_A	g__Lawsonibacter	0.2532	0.0191967799642218
g__Clostridium_A	g__Ruthenibacterium	0.2234	0.0293196721311475
g__Clostridium_A	g__UBA3402	-0.1923	0.0191967799642218
g__Clostridium_AP	g__Dorea_A	-0.2272	0.0293196721311475
g__Clostridium_AP	g__Eggerthella	0.2088	0.0191967799642218
g__Clostridium_AP	g__Faecalimonas	0.1887	0.0191967799642218
g__Clostridium_AP	g__Guopingia	0.2046	0.0293196721311475
g__Clostridium_AP	g__Hominicoprocola	-0.2095	0.0191967799642218
g__Clostridium_AP	g__Lactonifactor	0.2299	0.0191967799642218
g__Clostridium_AP	g__Roseburia	-0.1789	0.0443429752066115
g__Clostridium_AP	g__Ruthenibacterium	0.2571	0.0191967799642218
g__Clostridium_AP	g__Sellimonas	0.2765	0.0191967799642218
g__Collinsella	g__Dorea	0.2017	0.0371314878892733
g__Collinsella	g__Enterocloster	-0.247	0.0191967799642218
g__Collinsella	g__Eubacterium_I	0.2666	0.0191967799642218
g__Collinsella	g__Faecalibacterium	0.2717	0.0191967799642218
g__Collinsella	g__Faecalimonas	-0.2554	0.0191967799642218
g__Collinsella	g__Hungatella	-0.224	0.0371314878892733
g__Collinsella	g__Lacticaseibacillus	-0.1957	0.0293196721311475
g__Collinsella	g__Lactonifactor	-0.1963	0.0293196721311475
g__Collinsella	g__Limivivens	0.1929	0.0371314878892733
g__Collinsella	g__Merdivicinus	-0.1639	0.0443429752066115
g__Collinsella	g__Ruminococcus_B	-0.2263	0.0371314878892733
g__Collinsella	g__Thomasclavelia	-0.291	0.0191967799642218
g__Coprococcus_A	g__Dorea	0.3158	0.0191967799642218
g__Coprococcus_A	g__Dorea_A	0.2982	0.0191967799642218
g__Coprococcus_A	g__Enterococcus_A	-0.183	0.0293196721311475
g__Coprococcus_A	g__Eubacterium_I	0.2125	0.0191967799642218
g__Coprococcus_A	g__Evtepia	0.2071	0.0293196721311475
g__Coprococcus_A	g__Faecalimonas	-0.2116	0.0191967799642218
g__Coprococcus_A	g__Flavonifractor	-0.2849	0.0191967799642218
g__Coprococcus_A	g__Fusicatenibacter	0.2659	0.0191967799642218
g__Coprococcus_A	g__Gallintestinimicrobium	0.2	0.0191967799642218
g__Coprococcus_A	g__Gemmiger	0.2602	0.0191967799642218
g__Coprococcus_A	g__Hominenteromicrobium	0.1724	0.0371314878892733
g__Coprococcus_A	g__Hominicoprocola	0.2108	0.0191967799642218
g__Coprococcus_A	g__Hominilimicola	0.2098	0.0293196721311475
g__Coprococcus_A	g__Hominiventricola	0.2105	0.0191967799642218
g__Coprococcus_A	g__Hungatella	-0.1659	0.0443429752066115
g__Coprococcus_A	g__Limivivens	0.2099	0.0293196721311475
g__Coprococcus_A	g__Merdimmobilis	-0.2133	0.0191967799642218
g__Coprococcus_A	g__Murimonas	0.2378	0.0191967799642218
g__Coprococcus_A	g__Odoribacter	0.2245	0.0293196721311475
g__Coprococcus_A	g__Oliverpabstia	0.2171	0.0371314878892733
