#OTU ID	prevalence
g__Acetatifactor	0.4262295081967213
g__Acutalibacter	0.15846994535519127
g__Adlercreutzia	0.20218579234972678
g__Agathobacter	0.7431693989071039
g__Agathobaculum	0.6284153005464481
g__Alistipes	0.546448087431694
g__Alistipes_A	0.10382513661202186
g__Alitiscatomonas	0.6065573770491803
g__Allocoprobacillus	0.30601092896174864
g__Amedibacterium	0.2185792349726776
g__Anaerobutyricum	0.7486338797814208
g__Anaerofustis	0.12568306010928962
g__Anaeromassilibacillus	0.20765027322404372
g__Anaerostipes	0.9726775956284153
g__Anaerotignum	0.5191256830601093
g__Anaerotruncus	0.19672131147540983
g__Anthropogastromicrobium	0.5245901639344263
g__Aristaeella	0.04918032786885246
g__Bacteroides	0.9617486338797814
g__Bariatricus	0.3442622950819672
g__Bifidobacterium	0.8907103825136612
g__Bittarella	0.23497267759562843
g__Blautia	0.7814207650273224
g__Blautia_A	1.0
g__Brotaphodocola	0.40437158469945356
g__Butyribacter	0.07650273224043716
g__CAG-170	0.07650273224043716
g__CAG-177	0.03825136612021858
g__CAG-217	0.07650273224043716
g__CAG-488	0.10382513661202186
g__Catenibacterium	0.07650273224043716
g__Choladousia	0.12568306010928962
g__Clostridium	0.639344262295082
g__Clostridium_A	0.7049180327868853
g__Clostridium_AP	0.22404371584699453
g__Collinsella	0.825136612021858
g__Coprococcus_A	0.3224043715846995
g__Dialister	0.5683060109289617
g__Dorea	0.5136612021857924
g__Dorea_A	0.5573770491803278
g__Dorea_D	0.07103825136612021
g__Dysosmobacter	0.644808743169399
g__Eggerthella	0.7486338797814208
g__Enterobacter	0.22404371584699453
g__Enterocloster	0.9562841530054644
g__Enterococcus	0.09289617486338798
g__Enterococcus_A	0.10382513661202186
g__Enterococcus_B	0.3825136612021858
g__Eubacterium_F	0.07650273224043716
g__Eubacterium_G	0.4808743169398907
g__Eubacterium_I	0.39344262295081966
g__Evtepia	0.28415300546448086
g__Faecalibacterium	0.9234972677595629
g__Faecalimonas	0.5355191256830601
g__Faecousia	0.07650273224043716
g__Finegoldia	0.1092896174863388
g__Flavonifractor	0.8469945355191257
g__Fusicatenibacter	0.8087431693989071
g__Fusobacterium_A	0.15846994535519127
g__Gallintestinimicrobium	0.273224043715847
g__Gemella	0.19672131147540983
g__Gemmiger	0.6010928961748634
g__Gordonibacter	0.15846994535519127
g__Granulicatella	0.31693989071038253
g__Guopingia	0.15846994535519127
g__Haemophilus_D	0.5081967213114754
g__Holdemanella	0.12021857923497267
g__Holdemania	0.29508196721311475
g__Hominenteromicrobium	0.20218579234972678
g__Hominibacterium	0.1366120218579235
g__Hominicoprocola	0.22404371584699453
g__Hominifimenecus	0.0273224043715847
g__Hominilimicola	0.5191256830601093
g__Hominimerdicola	0.3114754098360656
g__Hominiventricola	0.30601092896174864
g__Hungatella	0.32786885245901637
g__Intestinibacter	0.7759562841530054
g__JAGTTR01	0.0546448087431694
g__Klebsiella	0.26229508196721313
g__Lachnoclostridium_B	0.3224043715846995
g__Lachnospira	0.8469945355191257
g__Lacticaseibacillus	0.12021857923497267
g__Lactiplantibacillus	0.09836065573770492
g__Lactobacillus	0.060109289617486336
g__Lactococcus	0.18032786885245902
g__Lactonifactor	0.13114754098360656
g__Laedolimicola	0.09836065573770492
g__Lancefieldella	0.07650273224043716
g__Latilactobacillus	0.3224043715846995
g__Lawsonibacter	0.5519125683060109
g__Lentihominibacter	0.23497267759562843
g__Leuconostoc	0.30601092896174864
g__Ligilactobacillus	0.08196721311475409
g__Limivivens	0.3442622950819672
g__Limosilactobacillus	0.09289617486338798
g__Longicatena	0.15300546448087432
g__Massilioclostridium	0.11475409836065574
g__Mediterraneibacter	0.7377049180327869
g__Megamonas	0.2677595628415301
g__Merdibacter	0.09289617486338798
g__Merdimmobilis	0.16393442622950818
g__Merdimonas	0.12568306010928962
g__Merdivicinus	0.17486338797814208
g__Muricomes	0.15846994535519127
g__Murimonas	0.2185792349726776
g__Nanosynbacter	0.34972677595628415
g__Negativibacillus	0.2459016393442623
g__Odoribacter	0.4644808743169399
g__Oliverpabstia	0.2459016393442623
g__Onthenecus	0.1092896174863388
g__Otoolea	0.8306010928961749
g__Parabacteroides	0.7486338797814208
g__Paraprevotella	0.11475409836065574
g__Pararoseburia	0.060109289617486336
g__Parasutterella	0.2568306010928962
g__Pauljensenia	0.07650273224043716
g__Pediococcus	0.17486338797814208
g__Peptostreptococcus	0.13114754098360656
g__Phascolarctobacterium	0.4262295081967213
g__Phocaeicola	0.9781420765027322
g__Prevotella	0.3224043715846995
g__Pseudobutyricicoccus	0.06557377049180328
g__Pseudoflavonifractor_A	0.15846994535519127
g__Pseudoscilispira	0.3224043715846995
g__Roseburia	0.639344262295082
g__Roseburia_D	0.06557377049180328
g__Rothia	0.20218579234972678
g__Ruminiclostridium_E	0.08743169398907104
g__Ruminococcus_B	0.9453551912568307
g__Ruminococcus_C	0.21311475409836064
g__Ruminococcus_E	0.16939890710382513
g__Ruthenibacterium	0.5027322404371585
g__Sarcina	0.14207650273224043
g__Schaedlerella	0.40437158469945356
g__Sellimonas	0.30601092896174864
g__Streptococcus	0.9398907103825137
g__Sutterella	0.4426229508196721
g__Terrisporobacter	0.2568306010928962
g__Thomasclavelia	0.7377049180327869
g__Turicibacter	0.4207650273224044
g__Tyzzerella	0.2185792349726776
g__UBA3402	0.08743169398907104
g__URXU01	0.15300546448087432
g__Veillonella	0.6721311475409836
g__Vescimonas	0.2786885245901639
g__Weissella	0.453551912568306
g__Wujia	0.04371584699453552
