#OTU ID	sum	mean	log_sum	log_mean
g__Parasutterella	14614	158.84782608695653	9.589803677545346	5.074222275707127
g__Pauljensenia	164	1.7826086956521738	5.10594547390058	1.023388867430522
g__Pediococcus	16717	181.70652173913044	9.7242412622591	5.207881159184354
g__Peptostreptococcus	9846	107.02173913043478	9.194922119247801	4.682332495113226
g__Phascolarctobacterium	43153	469.0543478260869	10.67253039209933	6.152848321691572
g__Phocaeicola	1004774	10921.45652173913	13.820274193813296	9.298576180203261
g__Prevotella	1428	15.521739130434783	7.264730177929867	2.804677036791282
g__Pseudobutyricicoccus	261	2.8369565217391304	5.568344503761097	1.3446794798842565
g__Pseudoflavonifractor_A	870	9.456521739130435	6.769641976852503	2.347225873616666
g__Pseudoscilispira	803	8.728260869565217	6.6895992691789665	2.275035141225815
g__Roseburia	47675	518.2065217391304	10.772183405602599	6.252301726441826
g__Roseburia_D	416	4.521739130434782	6.0330862217988015	1.7086928705294415
g__Rothia	545	5.923913043478261	6.302618975744905	1.934981078523123
g__Ruminiclostridium_E	1888	20.52173913043478	7.543802867501509	3.0690635466395406
g__Ruminococcus_B	182378	1982.369565217392	12.113842218415272	7.592552477881541
g__Ruminococcus_C	2384	25.91304347826087	7.776954403322441	3.2926110567554465
g__Ruminococcus_E	12716	138.2173913043478	9.450694960020746	4.93603667762751
g__Ruthenibacterium	8135	88.42391304347827	9.004053937728395	4.4933881301198895
g__Sarcina	9914	107.7608695652174	9.201804040953895	4.68915161499911
g__Schaedlerella	4240	46.08695652173913	8.352554369474591	3.851996031071841
g__Sellimonas	8104	88.08695652173913	9.000236434169777	4.48961293230975
g__Streptococcus	79531	864.4673913043479	11.283914735377971	6.763269697770565
g__Sutterella	53342	579.804347826087	10.884498039124058	6.364413949409025
g__Terrisporobacter	5536	60.17391304347826	8.619208116822968	4.1137208411852395
g__Thomasclavelia	23940	260.2173913043478	10.083347749333978	5.565352977514821
g__Turicibacter	7640	83.04347826086956	8.941283763647567	4.431334263279181
g__Tyzzerella	3026	32.891304347826086	8.015327309021718	3.5231584725686815
g__UBA3402	490	5.326086956521739	6.19644412779452	1.8446818706823975
g__URXU01	61458	668.0217391304348	11.026125564806906	6.505816554563559
g__Veillonella	130217	1415.4021739130435	11.77696524804904	7.255875255052331
g__Vescimonas	5354	58.19565217391305	8.585785982881848	4.080848096184664
g__Weissella	9723	105.68478260869566	9.182352335436013	4.669878529661521
g__Wujia	447	4.858695652173913	6.104793232414985	1.7679269938599569
