"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","log_mean","log_sum","mean","name","negative_degree","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","positive_degree","prevalence","Radiality","selected","SelfLoops","shared name","Stress","sum","TopologicalCoefficient","total_degree"
"2.8275862068965516","0.008675424192665572","0.3536585365853659","0.3333333333333333","3","5","false","4.591820605967371","9.103534367658373","97.67391304347828","g__Eubacterium_G","0","4.333333333333333","0","3","0","3","0.4808743169398907","0.8594164456233422","false","0","g__Eubacterium_G","22","8986","0.5","3"
"1.6896551724137931","0.33090937524435066","0.5918367346938775","0.2948717948717949","13","4","false","5.565352977514821","10.083347749333978","260.2173913043478","g__Thomasclavelia","12","5.769230769230769","0","13","0","6","0.7377049180327869","0.9469496021220158","false","0","g__Thomasclavelia","672","23940","0.22189349112426035","18"
"2.7586206896551726","0.0","0.3625","0.0","1","5","false","4.843844679333178","9.35781165133439","125.95652173913044","g__Acetatifactor","1","11.0","0","1","0","0","0.4262295081967213","0.8647214854111406","false","0","g__Acetatifactor","0","11588","0.0","1"
"2.206896551724138","0.06375205254515601","0.453125","0.4642857142857143","8","5","false","6.117642200847297","10.637248705981328","452.7934782608696","g__Faecalimonas","4","6.625","0","8","0","5","0.5355191256830601","0.9071618037135278","false","0","g__Faecalimonas","184","41657","0.34868421052631576","9"
"1.793103448275862","0.25504144186410194","0.5576923076923077","0.2909090909090909","11","4","false","7.592552477881541","12.113842218415272","1982.3695652173917","g__Ruminococcus_B","7","5.909090909090909","0","11","0","8","0.9453551912568307","0.9389920424403184","false","0","g__Ruminococcus_B","640","182378","0.24242424242424243","15"
"3.0","0.0","0.3333333333333333","0.0","1","5","false","5.091614018418996","9.607302767592598","161.65217391304347","g__Agathobaculum","0","6.0","0","1","0","1","0.6284153005464481","0.8461538461538461","false","0","g__Agathobaculum","0","14872","0.0","1"
"2.5517241379310347","0.09820157948236766","0.3918918918918919","0.3","5","4","false","6.307979641390591","10.82796468421378","547.9347826086956","g__Alistipes","4","4.0","0","5","0","3","0.546448087431694","0.8806366047745358","false","0","g__Alistipes","324","50410","0.34545454545454546","7"
"2.9310344827586206","0.0","0.3411764705882353","1.0","2","4","false","4.647000367768907","9.159257581746866","103.27173913043478","g__Haemophilus_D","0","5.5","0","2","0","2","0.5081967213114754","0.8514588859416445","false","0","g__Haemophilus_D","0","9501","0.7857142857142857","2"
"2.689655172413793","0.0336089608257096","0.3717948717948718","0.6666666666666666","3","4","false","5.120918456232813","9.636783886469539","166.4891304347826","g__Dysosmobacter","1","5.333333333333333","0","3","0","2","0.644808743169399","0.870026525198939","false","0","g__Dysosmobacter","148","15317","0.48484848484848486","3"
"3.0","0.0","0.3333333333333333","1.0","2","6","false","6.252301726441826","10.772183405602599","518.2065217391304","g__Roseburia","0","5.0","0","2","0","2","0.639344262295082","0.8461538461538461","false","0","g__Roseburia","0","47675","0.625","2"
"3.0689655172413794","0.020894909688013136","0.32584269662921345","0.0","2","5","false","5.075920818765898","9.591512787515303","159.1195652173913","g__Hominilimicola","0","4.5","0","2","0","2","0.5191256830601093","0.8408488063660478","false","0","g__Hominilimicola","38","14639","0.5","2"
"2.5517241379310347","0.0020525451559934315","0.3918918918918919","0.6666666666666666","4","5","false","4.9551379040841885","9.469931564261438","140.90217391304347","g__Dorea","2","6.25","0","4","0","5","0.5136612021857924","0.8806366047745358","false","0","g__Dorea","4","12963","0.4807692307692308","7"
"3.2758620689655173","0.08245367112362188","0.30526315789473685","0.16666666666666666","4","5","false","4.390684697416996","8.9001399880938","79.69565217391305","g__Lawsonibacter","0","2.75","0","4","0","4","0.5519125683060109","0.8249336870026525","false","0","g__Lawsonibacter","276","7332","0.375","4"
"3.310344827586207","0.0","0.3020833333333333","0.0","1","6","false","8.87738802024196","13.3990385960791","7167.04347826087","g__Bacteroides","0","6.0","0","1","0","1","0.9617486338797814","0.8222811671087533","false","0","g__Bacteroides","0","659368","0.0","1"
"2.3448275862068964","0.09183087027914613","0.42647058823529416","0.4666666666666667","6","5","false","6.789008463822064","11.309682575362354","887.0326086956521","g__Enterocloster","1","6.666666666666667","0","6","0","5","0.9562841530054644","0.896551724137931","false","0","g__Enterocloster","234","81607","0.40625","6"
"2.3793103448275863","0.0012315270935960591","0.42028985507246375","0.9","5","5","false","8.560637830751586","13.082236974237638","5221.010869565217","g__Faecalibacterium","4","8.6","0","5","0","1","0.9234972677595629","0.8938992042440318","false","0","g__Faecalibacterium","4","480333","0.5058823529411764","5"
"2.3448275862068964","0.07386621315192743","0.42647058823529416","0.3333333333333333","3","4","false","5.669768472880133","10.188140040427545","288.9673913043478","g__Flavonifractor","0","8.666666666666666","0","3","0","4","0.8469945355191257","0.896551724137931","false","0","g__Flavonifractor","194","26585","0.5208333333333334","4"
"2.2758620689655173","0.03913910391742904","0.4393939393939394","0.5","4","3","false","6.763269697770565","11.283914735377971","864.4673913043479","g__Streptococcus","1","6.25","0","4","0","6","0.9398907103825137","0.9018567639257294","false","0","g__Streptococcus","142","79531","0.36764705882352944","7"
"2.413793103448276","0.005952380952380951","0.4142857142857143","0.7","5","5","false","6.4451330358055845","10.965349407729502","628.6304347826087","g__Gemmiger","3","8.2","0","5","0","4","0.6010928961748634","0.8912466843501327","false","0","g__Gemmiger","12","57834","0.5125","7"
"4.241379310344827","0.0","0.23577235772357724","0.0","1","6","false","6.452254666372672","10.972482203898611","633.1304347826087","g__Parabacteroides","0","4.0","0","1","0","1","0.7486338797814208","0.7506631299734748","false","0","g__Parabacteroides","0","58248","0.0","1"
"2.1724137931034484","0.10634138712956447","0.4603174603174603","0.4","6","5","false","6.852357462717917","11.373100020578859","945.108695652174","g__Agathobacter","2","7.0","0","6","0","4","0.7431693989071039","0.9098143236074271","false","0","g__Agathobacter","254","86950","0.3416666666666667","6"
"2.5172413793103448","0.003489326765188834","0.3972602739726028","0.6666666666666666","4","5","false","5.928605773824026","10.447757623521474","374.6304347826087","g__Dorea_A","3","7.0","0","4","0","4","0.5573770491803278","0.883289124668435","false","0","g__Dorea_A","8","34466","0.5","7"
"2.0344827586206895","0.11357025568848228","0.4915254237288136","0.3333333333333333","6","4","false","6.561076787457642","11.081465396584978","706.0326086956521","g__Anaerobutyricum","2","6.333333333333333","0","6","0","4","0.7486338797814208","0.9204244031830238","false","0","g__Anaerobutyricum","226","64955","0.2803030303030303","6"
"2.0","0.21481546641645163","0.5","0.2857142857142857","7","3","false","7.255875255052331","11.77696524804904","1415.4021739130435","g__Veillonella","3","6.285714285714286","0","7","0","8","0.6721311475409836","0.9230769230769231","false","0","g__Veillonella","598","130217","0.2857142857142857","11"
"2.586206896551724","0.0","0.38666666666666666","1.0","3","5","false","5.811303697781732","10.330126895875699","333.05434782608694","g__Odoribacter","1","7.0","0","3","0","3","0.4644808743169399","0.8779840848806366","false","0","g__Odoribacter","0","30641","0.5384615384615384","4"
"2.9655172413793105","0.028241066541559154","0.3372093023255814","0.0","2","4","false","4.4933881301198895","9.004053937728395","88.42391304347827","g__Ruthenibacterium","0","3.5","0","2","0","3","0.5027322404371585","0.8488063660477454","false","0","g__Ruthenibacterium","122","8135","0.5","3"
"2.1379310344827585","0.12032019704433496","0.467741935483871","0.38095238095238093","7","5","false","4.985168831436503","9.500170136485423","145.22826086956522","g__Anthropogastromicrobium","3","7.0","0","7","0","6","0.5245901639344263","0.9124668435013263","false","0","g__Anthropogastromicrobium","252","13361","0.3333333333333333","9"
"3.1379310344827585","0.0","0.3186813186813187","0.0","1","6","false","4.0806644583180205","8.585599224080298","58.18478260869565","g__Brotaphodocola","0","6.0","0","1","0","2","0.40437158469945356","0.8355437665782494","false","0","g__Brotaphodocola","0","5353","0.0","2"
"2.586206896551724","0.05191766361717101","0.38666666666666666","0.16666666666666666","4","4","false","6.699540497847529","11.220110240406699","811.0326086956521","g__Fusicatenibacter","0","4.25","0","4","0","4","0.8087431693989071","0.8779840848806366","false","0","g__Fusicatenibacter","138","74615","0.375","4"
