Node	DegreeCentrality
g__Faecalibacterium	0.19117647058823528
g__Streptococcus	0.1323529411764706
g__Dorea_A	0.1323529411764706
g__Veillonella	0.1323529411764706
g__Bacteroides	0.11764705882352941
g__Blautia	0.11764705882352941
g__Anaerobutyricum	0.11764705882352941
g__Parabacteroides	0.10294117647058823
g__Gemmiger	0.10294117647058823
g__Rothia	0.08823529411764705
g__Ruminococcus_B	0.08823529411764705
g__Dorea	0.08823529411764705
g__Enterococcus_B	0.08823529411764705
g__Granulicatella	0.08823529411764705
g__Thomasclavelia	0.08823529411764705
g__Flavonifractor	0.08823529411764705
g__Otoolea	0.07352941176470588
g__Fusicatenibacter	0.07352941176470588
g__Clostridium	0.07352941176470588
g__Intestinibacter	0.07352941176470588
g__Odoribacter	0.07352941176470588
g__Haemophilus_D	0.07352941176470588
g__Faecalimonas	0.07352941176470588
g__Enterocloster	0.07352941176470588
g__Mediterraneibacter	0.07352941176470588
g__Sarcina	0.058823529411764705
g__Limivivens	0.058823529411764705
g__Dysosmobacter	0.058823529411764705
g__Nanosynbacter	0.058823529411764705
g__Blautia_A	0.058823529411764705
g__Hungatella	0.058823529411764705
g__Bariatricus	0.058823529411764705
g__Leuconostoc	0.058823529411764705
g__Agathobaculum	0.044117647058823525
g__Eubacterium_I	0.044117647058823525
g__Agathobacter	0.044117647058823525
g__Hominilimicola	0.044117647058823525
g__Collinsella	0.044117647058823525
g__Enterococcus	0.044117647058823525
g__Latilactobacillus	0.044117647058823525
g__Pauljensenia	0.044117647058823525
g__Gemella	0.044117647058823525
g__Lacticaseibacillus	0.044117647058823525
g__Phocaeicola	0.044117647058823525
g__Limosilactobacillus	0.044117647058823525
g__Terrisporobacter	0.029411764705882353
g__Anaeromassilibacillus	0.029411764705882353
g__Weissella	0.029411764705882353
g__Peptostreptococcus	0.029411764705882353
g__Anaerostipes	0.029411764705882353
g__Anaerotruncus	0.029411764705882353
g__Enterobacter	0.029411764705882353
g__Eggerthella	0.029411764705882353
g__Ruthenibacterium	0.029411764705882353
g__Oliverpabstia	0.029411764705882353
g__Coprococcus_A	0.029411764705882353
g__Turicibacter	0.029411764705882353
g__Enterococcus_A	0.029411764705882353
g__Acutalibacter	0.014705882352941176
g__Dialister	0.014705882352941176
g__Roseburia	0.014705882352941176
g__Klebsiella	0.014705882352941176
g__Lachnospira	0.014705882352941176
g__Lentihominibacter	0.014705882352941176
g__Lactiplantibacillus	0.014705882352941176
g__Evtepia	0.014705882352941176
g__Hominenteromicrobium	0.014705882352941176
g__Hominicoprocola	0.014705882352941176
g__Lactobacillus	0.014705882352941176
