#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Anaerobutyricum	0.4792	-1.0525	0.3723	2.2087	1.4392	0.5941	-0.6266	0.5096	0.3204	-0.1137	8.4780	-0.5298	-0.6524	1.5402	0.4217	-0.5323	1.6079	-0.2797	2.3287	1.9172	-0.1569	-0.3358	-0.3422	1.0288	0.5424	-0.4875	-0.5281	-0.4917	0.3017	-0.0650	0.4505	0.1629	-0.3557	0.1128	0.3086	2.3613	0.9309	1.2076	1.7498	1.6901	-0.0423	1.1263	1.3306	-0.6964	-0.2479	-1.1948	-2.1022	-3.9802	-0.3987	0.6671	1.2662	0.2708	3.8549	-2.7156	-0.1373	-0.4746	-0.9508	3.9508	0.0981	0.9103	-0.9626	2.9940	-0.2947	-0.5250	-0.4684	-1.2818	0.2290	-0.3575	1.2188	0.3556	0.4280	-0.0350	2.7501	0.4119	0.3353	-1.5270	-2.2341	-0.4264	-0.5033	0.8826	0.4044	-2.5567	-1.3836	-1.3684	-0.2498	-0.4061	-0.2171	-0.8355	-0.8651	0.2526	0.3120	-0.8750	-1.0005	0.9247	-1.8790	-0.2636	0.1754	3.2204	-0.4020	-0.5608	-0.5330	-0.7126	-0.4002	-0.7879	0.8009	-2.4237	0.9894	2.0578	1.0814	0.2147	0.8503	1.3728	0.3404	-0.6344	-0.5645	-0.5999	-2.3457	-0.3784	-0.2408	0.9545	0.5024	-0.6587	-0.5248	-0.3171	1.4006	-0.2233	-0.5829	-0.7566	-1.3504	0.5444	0.7485	-0.4125	-0.9649	0.4891	0.6607	-0.6409	-0.6879	-0.5807	-1.5642	-1.5146	0.0211	-0.3005	-0.4159	-2.7198	0.0725	-0.5092	-0.1175
g__Anaerofustis	-0.1944	0.6325	-0.0655	-0.6540	-0.5622	-0.4773	0.1942	0.1392	0.1461	0.0520	-0.5298	2.1904	0.0661	-0.5020	-0.0415	0.0680	-0.1499	0.0630	-0.5337	-0.1454	0.3189	-0.0036	-0.4789	-0.6752	-0.2034	0.0669	0.1002	0.1756	0.0431	-0.0553	-0.0954	-0.0693	-0.0404	0.1801	0.2640	-0.5894	-0.1707	-0.2442	-0.2852	-0.2489	-0.0572	-0.2578	-0.3190	-0.0622	-0.4487	0.3949	0.5019	1.3703	0.0189	-0.2196	-0.0794	-0.1716	-0.6195	0.1515	0.0104	0.1532	-0.1180	-0.3814	0.1167	-0.1854	0.3011	-0.4668	0.1592	0.4382	0.1048	0.1000	0.2026	0.1318	-0.2860	0.3305	-0.3307	0.0109	-0.2269	-0.1866	-0.2658	0.1157	0.2381	0.0461	-0.4411	0.2708	-0.4332	0.6017	0.4487	0.4487	0.3065	0.1426	0.0017	0.2708	0.2039	-0.0557	-0.1600	0.0134	0.0904	0.0236	0.5768	0.0730	0.3159	-0.4443	0.0169	0.2381	-0.0227	0.4540	0.2267	-0.0001	-0.0895	0.3406	-0.0609	-0.1931	-0.2817	0.0508	-0.3049	-0.4116	-0.1765	0.1564	0.0127	0.1192	0.2648	0.2874	-0.1010	-0.4124	-0.2036	0.2046	0.2061	0.1828	-0.6609	-0.0059	-0.0284	0.1220	0.4212	-0.1202	0.1922	0.0709	0.1194	-0.0584	0.1805	0.1833	-0.1322	0.3278	0.3220	0.2329	0.0886	-0.0810	0.0607	0.3408	0.2358	0.0025	0.1326
g__Anaeromassilibacillus	-0.0548	1.4476	-0.0029	-0.3174	0.3006	0.7055	0.0387	-0.3831	0.5818	-0.4052	-0.6524	0.0661	3.9211	-0.1827	0.7318	1.0521	0.5905	0.0151	-0.6066	-0.0568	-0.1678	0.2684	1.3171	0.2334	-0.7451	0.1795	0.0579	-0.1286	-0.2950	-0.1255	-0.4423	-0.0061	0.0651	0.4783	0.5096	0.4280	0.0508	0.6769	-0.1929	-0.3846	0.0897	-0.0662	-0.1238	-0.9824	0.7766	-0.5507	-0.1792	-0.9672	-0.0237	-0.0035	-0.4643	0.0907	-0.8750	0.3271	0.0957	0.2712	1.3584	0.7436	0.0332	-0.4730	-0.1850	-0.5902	-0.1243	-0.5229	0.1056	-0.5137	-0.4165	-0.2876	-0.1088	0.0335	-0.2540	0.0090	0.1841	0.5433	-0.3274	0.6541	0.9486	0.0234	-0.8657	0.0880	0.4285	-0.4087	-0.4812	0.0270	-0.1988	0.4403	-0.0873	0.0192	-0.1455	-0.1149	0.0590	-0.6626	-0.4238	0.3266	-0.4642	0.1178	0.0194	0.0322	-0.1369	0.4278	0.0112	0.5132	0.6875	0.2722	0.1361	-0.4101	0.6251	-0.3466	0.2565	-0.0286	0.8684	-0.6096	0.1245	-0.1616	-0.0483	-0.5503	0.2182	0.2667	0.0394	-0.5710	-0.4673	-0.0770	-0.2227	0.1128	-0.4084	-0.0483	-0.4503	-0.1173	0.5703	-0.0603	-0.5151	0.4696	0.3870	-0.3788	0.2825	-0.6292	0.1466	0.2599	1.0934	0.3100	0.0706	-0.1499	-0.3315	0.0889	-0.2565	-0.6647	-0.1792
g__Anaerostipes	0.0067	-0.2416	0.2277	2.0958	0.5810	-0.0586	-0.2531	0.6813	0.3924	0.3770	1.5402	-0.5020	-0.1827	6.4319	-0.3265	-0.6991	0.3973	-0.4188	1.4392	0.5677	1.8134	-0.0202	2.9453	2.0972	-0.2135	-0.2493	-0.3300	-0.3851	0.0680	-0.6015	-0.3900	-0.0183	0.0632	0.5386	-0.3624	0.6996	0.6044	1.2031	1.5215	2.0679	-0.3968	0.4490	1.6609	-2.3346	1.7703	-1.0563	-1.7391	-2.0297	-0.1560	0.8521	0.3276	-0.0020	1.2316	0.9242	-0.2114	-0.7264	0.4860	1.3806	0.1224	0.0128	-1.1415	0.1962	-0.1449	-1.4234	-0.4776	-1.0465	-0.3618	-0.2954	0.0074	-0.4073	-0.3991	-0.2543	0.9141	0.1726	-0.1997	-0.5406	0.4674	-0.4161	-1.0898	0.2512	1.0090	-1.0420	-0.8456	-0.2487	-0.3940	-0.3511	-0.4283	-0.5604	-1.7906	0.0683	-0.1314	-1.0281	-0.4441	0.4419	0.6700	0.1166	-0.3405	0.9850	-0.1476	-0.4829	-0.1873	-0.6859	-0.4870	-0.3260	-0.3135	-0.4887	-0.1357	0.8069	1.2431	-0.2413	1.2493	0.3187	-0.2475	-0.2789	0.2768	-1.0127	-1.1125	-0.5738	0.0563	0.6637	-0.6168	-0.3478	-0.4657	-0.5046	1.7144	-0.2929	-1.6749	-0.4398	2.2966	-0.2873	-0.0130	0.0106	-0.8046	0.4031	-0.5129	-0.9342	-0.4449	-0.1803	0.9171	0.0640	0.6533	-0.4142	-0.3768	-1.9399	-0.0040	-0.6675	-0.3245
g__Anaerotignum	0.1916	0.9892	-0.1499	-0.2460	0.5995	0.3014	-0.0660	-0.1366	0.5729	-0.2975	0.4217	-0.0415	0.7318	-0.3265	3.8833	0.2360	-0.2930	-0.0817	0.6045	-0.2946	-0.1850	0.1959	0.7499	0.4469	0.0898	-0.1997	-0.0460	-0.1369	-0.3242	-0.1724	-0.3367	-0.4068	-0.3813	0.7568	1.0114	-0.8096	-0.2880	0.3404	0.1413	-0.1010	-0.2319	0.6439	0.2601	-0.7696	0.7478	-0.5449	-0.4370	-0.5900	0.3228	-0.4291	-0.1242	0.3621	0.0772	0.8452	-0.2898	-0.0511	1.1103	0.5938	0.0198	-0.0507	0.0907	-0.2570	-0.0530	-0.6642	0.1136	-1.0435	0.2878	0.3091	0.0174	0.2377	-0.0938	-0.0175	0.6663	-0.0186	-0.2309	0.5554	-0.7661	-0.1986	-0.4578	-0.2981	-0.2470	-0.3128	-0.3809	-0.5901	-0.4047	0.2985	-0.1810	-0.0955	-0.0454	0.4976	0.0662	-0.2557	-0.1803	-0.3856	-0.7573	-0.2295	0.3805	0.8774	-0.2255	0.3050	-0.0362	0.1078	0.4296	-0.3313	0.2884	-0.8768	0.8489	0.5474	-0.1554	-0.2942	1.0215	0.3240	-0.2367	-0.1629	0.2703	0.0180	-0.0120	-0.3493	0.2946	-0.1178	-0.1550	0.0487	0.2141	-0.0707	-1.2689	-0.2759	-0.3103	-0.2255	-0.2861	0.1685	-0.0453	0.7483	-0.2467	0.1789	1.0948	-0.4655	-0.0800	-0.3814	0.0677	-0.4093	0.3488	-0.2344	-0.0251	-0.7258	-0.0965	0.4403	-0.2759
g__Anaerotruncus	-0.0180	0.3279	-0.1991	-0.6572	-0.6266	0.3204	0.1316	-0.4388	0.3132	-0.2216	-0.5323	0.0680	1.0521	-0.6991	0.2360	2.6480	-0.0079	-0.0760	-0.6079	-0.3236	-0.2890	0.2337	0.5740	-0.3184	-0.2498	-0.0669	0.0284	0.0427	-0.1367	-0.2512	0.1335	-0.3342	0.4751	0.0338	0.1988	-0.6010	-0.5015	0.1970	-0.8158	-0.6348	-0.0772	-0.3216	-0.0885	-0.3037	0.7841	0.4271	0.4392	0.2401	0.0476	-0.3741	-0.4919	0.0071	-1.2790	0.6844	-0.0391	0.1812	1.0659	-0.0517	0.0784	-0.3906	0.0640	-0.9349	-0.0670	0.0380	0.1089	0.5641	-0.1099	-0.1474	-0.3880	-0.1221	-0.3865	-0.0591	-0.1957	0.1509	-0.1927	1.2356	0.6781	0.0342	-0.0935	-0.1639	0.1784	0.1981	0.1830	0.2818	0.0514	0.2851	0.0762	-0.0027	-0.0224	0.0754	-0.1520	0.0700	-0.0828	-0.2943	0.1952	0.3441	0.0154	-0.4713	0.0121	0.2245	-0.0627	0.6922	0.2597	0.1451	-0.1908	0.0897	-0.1094	-0.4648	-0.2613	-0.0907	0.5559	-0.5210	-0.2102	0.0331	-0.1172	0.0477	0.2953	0.7242	0.1910	-0.4626	-0.5670	0.0724	0.0635	0.0714	-0.3011	-0.1319	0.1495	0.0722	0.8944	-0.3162	-0.2912	0.0609	0.3862	-0.4471	0.3211	0.1326	0.2975	0.2656	1.1933	0.1818	0.0011	-0.1623	0.0656	0.6882	-0.1215	-0.1409	-0.1449
g__Anthropogastromicrobium	-0.0074	-0.4701	-0.2780	0.1582	0.9163	0.4531	-0.2394	0.7117	0.0882	-0.1718	1.6079	-0.1499	0.5905	0.3973	-0.2930	-0.0079	4.8480	-0.0249	0.4095	0.4803	-0.2602	-0.1152	0.5810	0.4092	0.0164	0.1587	-0.1148	-0.2221	0.3231	-0.0513	0.1454	0.5429	0.7838	-1.0464	-0.0681	-0.0151	0.6095	-0.6532	-0.0273	0.4345	0.1224	0.5412	-0.3385	-0.3926	0.1903	-0.2636	-0.9846	-1.0603	-0.2836	0.5405	0.5801	0.2141	1.0886	-1.6940	-0.1367	-0.3674	0.2058	1.7025	-0.4430	0.1144	-0.8011	1.0671	-0.1559	-0.3343	-0.3234	-0.4345	-0.0264	-0.4106	0.4717	-0.0859	0.2844	-0.0395	0.1492	0.9694	0.3006	-1.0790	0.1719	0.0904	-0.4406	1.0894	0.9523	-1.5612	-0.2371	-0.4192	-0.2470	-0.1793	-0.0388	-0.2085	0.2487	-0.0971	-0.0492	-0.2809	-0.1811	0.6801	-1.0764	-0.2123	-0.0457	0.0976	-0.2476	-0.5258	0.1163	-0.0852	-0.1217	0.0022	0.4109	-0.6654	0.4885	0.7815	0.9550	-0.0367	-0.0203	0.2723	0.5721	-0.1949	-0.5746	-0.5256	-0.3793	-0.1812	-0.2106	0.4886	-0.0863	-0.1429	-0.3591	-0.0930	1.0078	0.1109	-0.6403	-0.4309	-0.2857	0.2178	-0.2267	-0.2461	0.7162	0.2321	-0.1996	-0.9505	0.0049	0.6331	-0.5761	-0.3684	0.4548	-0.1526	-0.1238	-0.5458	-0.0329	-1.0128	0.1716
g__Aristaeella	0.1079	-0.0625	0.1127	-0.2428	-0.1621	-0.1146	0.0674	-0.1216	-0.1065	0.0277	-0.2797	0.0630	0.0151	-0.4188	-0.0817	-0.0760	-0.0249	1.8522	-0.5028	0.0865	-0.0503	-0.1386	-0.2813	-0.1928	-0.1086	0.1973	0.1087	0.0854	-0.2286	0.4540	0.0704	0.3074	0.1256	0.0337	-0.0767	-0.0302	0.0758	-0.1321	0.0182	-0.1463	0.4085	-0.1145	-0.1127	0.3658	-0.2763	0.0844	0.0934	0.2830	0.1158	0.0898	0.0762	-0.0159	-0.5239	-0.0253	0.0791	0.1519	-0.6222	-0.2213	-0.0556	0.0293	0.0697	-0.0805	-0.0451	0.0897	0.0763	0.0950	0.1675	0.0280	0.1129	0.1399	0.1625	0.2436	-0.3038	-0.0357	0.0305	-0.0850	-0.0756	0.2567	0.1388	0.0940	-0.2040	0.0975	0.1978	0.0215	0.0133	0.0199	-0.0953	-0.0559	0.1292	-0.1786	0.1018	0.0091	0.0395	0.1378	0.1691	0.0272	-0.0178	-0.2004	-0.1151	0.0167	0.0344	-0.0021	0.0668	0.1013	0.1736	0.2924	-0.2044	0.0395	0.1662	0.1041	-0.2902	-0.1884	0.1667	0.0530	-0.0749	-0.0070	0.2061	-0.1251	-0.0150	-0.2074	0.1800	0.1403	0.0269	0.1109	-0.2154	0.3294	-0.0468	0.0381	-0.4250	0.2710	-0.1296	-0.1562	0.1973	-0.0441	-0.1812	0.0056	-0.1530	-0.0330	-0.2756	-0.1860	-0.2451	0.2283	-0.0820	0.2429	-0.0955	0.1108	0.2014
g__Bacteroides	0.0971	-0.3419	-0.0099	1.0279	1.7389	1.0400	-0.3591	1.0028	0.1268	0.3884	2.3287	-0.5337	-0.6066	1.4392	0.6045	-0.6079	0.4095	-0.5028	7.3677	0.7758	-0.5882	-0.1333	0.9061	1.5322	0.2821	-0.6828	-0.3133	-0.5210	0.2989	-0.2303	-0.3592	-0.0050	-1.5023	0.6700	0.1901	0.7783	0.4286	0.7998	1.1212	1.7724	-0.3771	1.7477	2.4746	-1.0198	2.1763	-1.9860	-1.5715	-3.4340	-0.5071	1.0783	0.9967	0.3190	3.5686	-0.9219	-0.0153	-0.4897	1.7148	0.6945	0.0449	0.5832	-0.9956	1.5333	-0.1899	-1.1844	-0.3827	-2.9861	-0.2218	0.4539	0.6191	0.1032	0.6563	-0.3777	0.7198	-0.4038	0.0793	-0.8483	-0.1438	-0.4099	0.4819	-0.1889	-0.5456	-2.3353	0.0366	-1.0276	-0.4388	-0.1346	-0.0877	-0.6590	-1.4880	1.4193	0.1659	-1.0460	-0.4317	0.4222	-1.5669	-0.4785	-0.0117	3.1918	-0.0534	-0.3761	-0.1734	-0.5399	-0.4106	-0.6486	0.5102	-2.8261	0.5117	1.4654	-0.0207	-0.1534	1.5819	3.5591	-0.0830	-0.3127	0.6806	-0.3802	-0.2718	-0.7048	1.3084	3.6348	0.1323	-0.4815	0.1293	-0.1837	0.1653	-0.4996	-1.0470	-0.5150	-0.7239	0.3481	0.0791	0.7759	-1.5737	0.6270	1.6535	-1.3786	-0.7994	-0.9378	-0.7052	-1.0331	0.5958	-0.3114	-0.1936	-3.0419	0.1573	-0.2984	-0.2280
g__Bariatricus	0.3508	-0.3040	0.3672	1.5756	0.6443	0.4331	-0.2021	0.5390	-0.2005	-0.8745	1.9172	-0.1454	-0.0568	0.5677	-0.2946	-0.3236	0.4803	0.0865	0.7758	4.3514	-0.0653	-0.3261	-1.5405	0.2420	0.1076	0.2243	-0.0533	-0.2279	0.2093	0.1658	0.1925	0.5199	-0.8084	-0.0470	-0.2907	1.8802	0.5058	0.2611	1.0320	2.2073	0.4151	0.8013	0.0106	-0.5188	-0.3271	-0.4561	-1.2997	-0.7934	-0.1392	0.9134	1.0115	0.5637	1.3847	-2.0415	0.1937	-0.1720	-1.0299	1.0482	-0.1270	0.8556	-0.8457	1.8554	0.1049	-0.4500	-0.4348	-1.4116	0.4686	-0.0316	0.9201	0.6049	0.2269	-0.1429	0.6948	0.2779	0.4407	-0.9952	-0.8144	-0.1173	-0.0637	0.7611	-0.0665	-0.6833	-0.4734	-0.2032	-0.2087	-0.2179	-0.1882	-0.5454	-0.9534	-0.1005	0.4941	-0.5527	-0.6481	1.2845	-0.4846	-0.3332	-0.0577	1.0467	0.0217	-0.2679	-0.3104	-0.5513	-0.1061	-0.2434	0.3678	-1.1450	0.7580	0.7138	0.0105	0.2376	0.1359	1.0019	0.2253	-0.2829	0.1886	-0.2274	-0.8855	-0.4219	-0.0968	0.2668	0.4222	-0.2274	-0.4576	0.0805	1.1407	0.2464	-0.1797	-0.4301	-1.6725	0.8368	0.7612	-0.6906	0.4451	-0.4601	0.1934	-1.0048	-0.5709	-0.7617	-1.5348	-0.9605	-0.1975	-0.0638	-0.3653	-1.7074	0.0285	-0.2894	0.1698
g__Bifidobacterium	-0.9116	0.3037	0.2036	0.5094	-0.8238	-0.4541	-0.0805	0.0510	0.1992	0.0226	-0.1569	0.3189	-0.1678	1.8134	-0.1850	-0.2890	-0.2602	-0.0503	-0.5882	-0.0653	11.1601	0.3670	-0.2566	1.4904	-0.6873	-0.0976	-0.0658	0.0543	-0.1753	-0.7495	-0.7529	-0.2805	1.1491	0.0780	0.5885	0.0369	-0.5411	0.0225	0.0208	0.3586	-0.2205	-1.0628	0.5248	-0.8143	-1.7701	-0.0408	2.0654	1.7667	0.1231	-0.3664	-0.6089	-0.1797	-0.5191	-0.5836	0.2000	-0.2477	-0.7918	0.4177	-0.0941	-0.4989	-0.8838	-0.9820	0.1333	-1.1526	-0.1534	-0.0338	0.3920	-0.1646	-0.3577	0.0372	-1.6385	-0.1066	0.8043	-0.9262	-0.7328	-2.0209	1.3344	-0.2053	-1.0263	-0.2455	0.5826	1.8411	0.8238	0.3473	1.4843	0.1128	-0.3998	0.3210	-0.7543	-0.2207	-0.2865	0.2941	1.5618	-0.3239	1.4631	0.7751	0.4585	0.0206	0.3622	0.2567	-1.0440	-0.4003	0.1168	-0.1178	-0.7285	1.1643	-0.1827	-0.2645	0.3104	-0.0097	-2.4769	-0.6697	-0.4804	0.3795	-0.9420	-0.0615	1.0375	0.2926	-0.3491	-0.1314	-0.5842	0.0060	-0.8434	-0.2069	-0.4246	-0.0116	-0.4789	0.2216	0.3598	-0.6421	-0.1760	0.0053	1.3963	0.0639	0.6531	0.2830	0.3744	1.0674	1.3238	1.0089	0.2106	-0.3939	0.2048	1.4330	0.3814	0.3133	0.1365
g__Bittarella	-0.0987	0.0514	-0.0730	0.0937	-0.2704	0.2246	0.0464	-0.3211	0.2831	0.1873	-0.3358	-0.0036	0.2684	-0.0202	0.1959	0.2337	-0.1152	-0.1386	-0.1333	-0.3261	0.3670	2.1316	0.2452	-0.0161	-0.0884	-0.0936	-0.0609	-0.0641	-0.1745	-0.3492	-0.3751	-0.2727	0.0701	-0.0296	0.2354	-0.3007	-0.4936	-0.1644	-0.4333	-0.5382	-0.1796	-0.2072	-0.3692	-0.1955	0.3749	0.3320	0.2845	0.4941	-0.0442	0.0287	-0.3342	0.0147	-0.2821	0.4865	-0.0403	0.0110	0.3458	0.4226	0.1727	-0.1477	0.1658	-0.2385	0.0242	-0.0727	0.0463	0.0674	-0.2412	-0.0700	-0.1325	-0.0814	-0.2965	-0.0848	-0.1581	0.2252	-0.1057	0.2067	0.2581	-0.0728	-0.0587	-0.3595	-0.2271	0.0703	0.0380	0.1225	-0.1447	0.0095	-0.0366	-0.0651	-0.0262	0.1305	-0.0844	0.0126	-0.0206	-0.3999	0.1520	0.1375	0.1050	-0.0139	0.1542	0.1064	-0.0813	0.2403	0.1534	0.0806	-0.2004	0.0833	0.0705	-0.1204	-0.1803	-0.0909	0.2457	-0.3247	-0.1546	-0.0038	0.0965	0.0895	0.4099	0.0157	0.2354	-0.3944	-0.2847	0.0293	-0.0549	-0.0811	-0.0851	-0.2027	0.2512	-0.0026	0.7060	-0.1923	-0.0300	0.5210	0.3175	0.0776	0.1990	0.2313	-0.0862	-0.1346	0.9550	0.3593	0.4214	-0.1473	0.3614	0.2093	-0.1314	-0.1204	-0.1634
g__Blautia	-0.3402	0.4363	-0.3575	-0.2093	-0.2781	-0.0160	-0.1845	-0.2797	-0.1268	0.7842	-0.3422	-0.4789	1.3171	2.9453	0.7499	0.5740	0.5810	-0.2813	0.9061	-1.5405	-0.2566	0.2452	10.6536	2.9926	-0.6690	-0.6902	-0.2485	-0.1264	-0.4653	-0.4464	-0.4529	-0.7119	0.0166	0.1574	0.6639	-2.3512	-0.2822	3.4006	-1.0118	-1.0124	-0.7846	-0.0539	1.0103	-2.2686	3.7767	-1.4677	-0.9128	-3.1287	0.0709	0.0556	-1.2725	-0.1166	0.0674	5.0314	-0.1582	0.1631	3.6244	0.7279	0.2475	-0.6882	-0.8532	-1.3174	-0.3018	-1.7029	-0.1111	0.5765	-1.0251	-0.2975	-0.7166	-0.6102	-0.9075	-0.1823	-0.0520	0.3825	-0.7499	1.2614	-0.1301	-0.2534	-1.0182	-0.4873	2.1606	-0.5337	-1.5508	-0.2779	-0.6510	-0.3808	-0.5019	-0.1474	-0.2864	0.3486	-0.2265	-0.6567	1.4591	-0.7037	-0.8070	0.1679	0.0437	0.8601	-0.4293	0.1459	0.4323	0.0700	-0.2881	0.0062	-0.4633	1.2685	-0.0125	-0.7211	0.0915	-0.9944	2.8810	-0.3514	-0.6001	0.0680	-0.2716	-0.6059	2.3211	0.0374	-0.1350	-0.1630	-0.5577	-0.2130	-0.0361	-0.5722	0.9783	-0.8057	-1.5920	-0.0739	4.1950	-0.5797	-0.6248	0.4711	-0.8066	0.6549	-0.1786	-0.4210	0.1564	0.5657	2.5039	0.4128	0.9483	-0.4157	-0.2761	-0.5276	-0.4448	-0.3193	-0.2721
g__Blautia_A	0.0154	-0.1811	0.0103	1.4223	1.5806	0.1704	-0.2755	0.3489	-0.2237	0.4369	1.0288	-0.6752	0.2334	2.0972	0.4469	-0.3184	0.4092	-0.1928	1.5322	0.2420	1.4904	-0.0161	2.9926	6.7790	-0.2044	-0.5669	-0.3700	-0.3492	-0.2333	-0.4310	-0.4887	-0.0137	0.9818	0.9108	0.2711	1.3512	0.2790	1.7270	0.9993	0.9118	-0.1955	0.4588	2.3235	-2.3968	1.2740	-2.3878	-1.0326	-3.0324	-0.2312	0.1486	0.0073	-0.1152	1.7576	0.8627	-0.2067	-0.0016	0.7071	1.0399	0.4473	0.0333	-1.2325	0.4485	-0.2808	-2.3133	-0.2291	-1.8699	-0.2365	-0.2029	-0.1917	-0.2873	-0.2247	-0.2991	0.6260	0.1237	-0.1437	-0.6866	0.0356	-0.4047	-1.1273	0.1353	1.6416	-1.5968	-1.8514	-0.9000	-1.3683	-0.3845	-0.2234	-0.5647	-1.5317	0.3500	-0.1109	-0.6340	0.0761	0.2356	-1.2185	0.3280	0.1061	1.1702	0.1677	-0.2406	-0.0038	-0.4472	-0.1411	-0.1771	0.0552	-1.8780	0.4467	0.3859	0.5050	0.0757	1.3897	1.0518	-0.1603	-0.1519	-0.2580	-0.3488	0.1172	-0.7248	-0.0963	0.7900	-0.1902	-0.3809	-0.3666	-0.3444	1.7488	-0.6884	-2.0979	-0.3841	0.6980	-0.2107	-0.5284	0.5719	0.0839	0.6650	0.7587	-1.8561	-0.9529	0.1883	1.3104	0.5938	0.0564	-0.1991	0.0049	-1.2079	-0.1559	-0.5143	-0.5076
g__Brotaphodocola	0.1815	-0.2478	-0.0490	0.0693	0.4923	-0.0491	-0.0713	0.7650	-0.2849	0.0213	0.5424	-0.2034	-0.7451	-0.2135	0.0898	-0.2498	0.0164	-0.1086	0.2821	0.1076	-0.6873	-0.0884	-0.6690	-0.2044	2.7783	-0.0849	-0.0030	-0.1155	0.2038	0.0412	0.4370	-0.0280	-0.4240	-0.5978	-0.3075	0.3224	0.1956	-0.3209	0.1697	-0.0518	-0.1709	0.0588	-0.0085	1.0845	0.1692	0.1706	-0.4850	0.1340	0.1968	-0.0492	0.1792	-0.1479	0.7168	0.0097	-0.1845	-0.2443	-0.4972	-0.2911	-0.2384	0.3397	0.1235	0.2774	-0.0929	0.5780	-0.0916	0.4377	0.0585	0.1411	-0.0442	-0.2303	0.5093	-0.0323	-0.0634	-0.0922	0.5136	0.0427	-0.9501	-0.0722	1.0374	0.0029	-0.0582	-0.3238	-0.3195	0.1815	0.1186	-0.2938	0.2304	0.3910	0.4267	-0.0147	-0.2411	0.3547	-0.1838	0.1712	0.1137	-0.2533	-0.0547	-0.0220	0.6823	-0.1097	0.0427	-0.0879	-0.1670	-0.1039	-0.0872	0.3139	-0.0189	0.5432	-0.1383	0.0781	0.3326	0.2641	0.0812	-0.1653	0.2724	0.2597	-0.1888	0.1745	0.0314	0.2041	-0.0611	0.1088	0.1336	-0.2235	-0.1573	-0.0014	0.2727	-0.1296	-0.6082	-0.0360	0.0472	-0.7637	-0.4701	0.1023	-0.3373	0.3226	-0.0822	-0.3679	-0.5935	-0.2050	-0.0610	0.1845	0.2804	0.1864	-0.3955	0.1711	0.1301
