#OTU ID	prevalence
g__Acetatifactor	0.1368421052631579
g__Acutalibacter	0.10526315789473684
g__Adlercreutzia	0.06315789473684211
g__Agathobacter	0.4842105263157895
g__Agathobaculum	0.3157894736842105
g__Alistipes	0.29473684210526313
g__Alistipes_A	0.021052631578947368
g__Alitiscatomonas	0.25263157894736843
g__Allocoprobacillus	0.22105263157894736
g__Amedibacterium	0.1368421052631579
g__Anaerobutyricum	0.37894736842105264
g__Anaerofustis	0.08421052631578947
g__Anaeromassilibacillus	0.2
g__Anaerostipes	0.8421052631578947
g__Anaerotignum	0.18947368421052632
g__Anaerotruncus	0.10526315789473684
g__Anthropogastromicrobium	0.3263157894736842
g__Aristaeella	0.031578947368421054
g__Bacteroides	0.7684210526315789
g__Bariatricus	0.17894736842105263
g__Bifidobacterium	0.8736842105263158
g__Bittarella	0.10526315789473684
g__Blautia	0.6842105263157895
g__Blautia_A	0.9473684210526315
g__Brotaphodocola	0.09473684210526316
g__Butyribacter	0.05263157894736842
g__CAG-170	0.031578947368421054
g__CAG-177	0.042105263157894736
g__CAG-217	0.08421052631578947
g__CAG-488	0.06315789473684211
g__Catenibacterium	0.10526315789473684
g__Choladousia	0.09473684210526316
g__Clostridium	0.6842105263157895
g__Clostridium_A	0.5368421052631579
g__Clostridium_AP	0.1368421052631579
g__Collinsella	0.6631578947368421
g__Coprococcus_A	0.14736842105263157
g__Dialister	0.4631578947368421
g__Dorea	0.23157894736842105
g__Dorea_A	0.30526315789473685
g__Dorea_D	0.042105263157894736
g__Dysosmobacter	0.2736842105263158
g__Eggerthella	0.4631578947368421
g__Enterobacter	0.3894736842105263
g__Enterocloster	0.6631578947368421
g__Enterococcus	0.28421052631578947
g__Enterococcus_A	0.28421052631578947
g__Enterococcus_B	0.5473684210526316
g__Eubacterium_F	0.05263157894736842
g__Eubacterium_G	0.21052631578947367
g__Eubacterium_I	0.1368421052631579
g__Evtepia	0.10526315789473684
g__Faecalibacterium	0.8315789473684211
g__Faecalimonas	0.5684210526315789
g__Faecousia	0.05263157894736842
g__Finegoldia	0.2
g__Flavonifractor	0.5368421052631579
g__Fusicatenibacter	0.5263157894736842
g__Fusobacterium_A	0.07368421052631578
g__Gallintestinimicrobium	0.10526315789473684
g__Gemella	0.3894736842105263
g__Gemmiger	0.4421052631578947
g__Gordonibacter	0.031578947368421054
g__Granulicatella	0.5894736842105263
g__Guopingia	0.031578947368421054
g__Haemophilus_D	0.43157894736842106
g__Holdemanella	0.14736842105263157
g__Holdemania	0.12631578947368421
g__Hominenteromicrobium	0.1368421052631579
g__Hominibacterium	0.10526315789473684
g__Hominicoprocola	0.1368421052631579
g__Hominifimenecus	0.042105263157894736
g__Hominilimicola	0.3368421052631579
g__Hominimerdicola	0.25263157894736843
g__Hominiventricola	0.08421052631578947
g__Hungatella	0.23157894736842105
g__Intestinibacter	0.7789473684210526
g__JAGTTR01	0.042105263157894736
g__Klebsiella	0.37894736842105264
g__Lachnoclostridium_B	0.18947368421052632
g__Lachnospira	0.6421052631578947
g__Lacticaseibacillus	0.5578947368421052
g__Lactiplantibacillus	0.25263157894736843
g__Lactobacillus	0.25263157894736843
g__Lactococcus	0.3368421052631579
g__Lactonifactor	0.09473684210526316
g__Laedolimicola	0.042105263157894736
g__Lancefieldella	0.23157894736842105
g__Latilactobacillus	0.25263157894736843
g__Lawsonibacter	0.17894736842105263
g__Lentihominibacter	0.12631578947368421
g__Leuconostoc	0.3894736842105263
g__Ligilactobacillus	0.16842105263157894
g__Limivivens	0.14736842105263157
g__Limosilactobacillus	0.3157894736842105
g__Longicatena	0.10526315789473684
g__Massilioclostridium	0.12631578947368421
g__Mediterraneibacter	0.37894736842105264
g__Megamonas	0.18947368421052632
g__Merdibacter	0.042105263157894736
g__Merdimmobilis	0.08421052631578947
g__Merdimonas	0.09473684210526316
g__Merdivicinus	0.06315789473684211
g__Muricomes	0.05263157894736842
g__Murimonas	0.09473684210526316
g__Nanosynbacter	0.5157894736842106
g__Negativibacillus	0.14736842105263157
g__Odoribacter	0.2631578947368421
g__Oliverpabstia	0.14736842105263157
g__Onthenecus	0.07368421052631578
g__Otoolea	0.5473684210526316
g__Parabacteroides	0.4105263157894737
g__Paraprevotella	0.08421052631578947
g__Pararoseburia	0.021052631578947368
g__Parasutterella	0.1368421052631579
g__Pauljensenia	0.22105263157894736
g__Pediococcus	0.28421052631578947
g__Peptostreptococcus	0.3157894736842105
g__Phascolarctobacterium	0.25263157894736843
g__Phocaeicola	0.8421052631578947
g__Prevotella	0.37894736842105264
g__Pseudobutyricicoccus	0.010526315789473684
g__Pseudoflavonifractor_A	0.06315789473684211
g__Pseudoscilispira	0.05263157894736842
g__Roseburia	0.3684210526315789
g__Roseburia_D	0.05263157894736842
g__Rothia	0.3263157894736842
g__Ruminiclostridium_E	0.021052631578947368
g__Ruminococcus_B	0.8947368421052632
g__Ruminococcus_C	0.15789473684210525
g__Ruminococcus_E	0.08421052631578947
g__Ruthenibacterium	0.3263157894736842
g__Sarcina	0.43157894736842106
g__Schaedlerella	0.15789473684210525
g__Sellimonas	0.21052631578947367
g__Streptococcus	0.9894736842105263
g__Sutterella	0.23157894736842105
g__Terrisporobacter	0.21052631578947367
g__Thomasclavelia	0.6421052631578947
g__Turicibacter	0.3473684210526316
g__Tyzzerella	0.11578947368421053
g__UBA3402	0.042105263157894736
g__URXU01	0.07368421052631578
g__Veillonella	0.7684210526315789
g__Vescimonas	0.09473684210526316
g__Weissella	0.49473684210526314
g__Wujia	0.09473684210526316
