Node	DegreeCentrality	Betweenness	Cluster
g__Acutalibacter	0.014705882352941176	0.0	c0
g__Anaeromassilibacillus	0.029411764705882353	0.028533801580333626	c0
g__Agathobacter	0.044117647058823525	0.028533801580333626	c0
g__Fusicatenibacter	0.07352941176470588	0.52414398595259	c0
g__Hominilimicola	0.044117647058823525	0.005706760316066725	c0
g__Roseburia	0.014705882352941176	0.0	c0
g__Agathobaculum	0.044117647058823525	0.47761194029850745	c0
g__Dorea	0.08823529411764705	0.016900790166812993	c0
g__Enterococcus_B	0.08823529411764705	0.6049165935030729	c0
g__Limosilactobacillus	0.044117647058823525	0.442054433713784	c0
g__Anaerobutyricum	0.11764705882352941	0.3206760316066725	c0
g__Bariatricus	0.058823529411764705	0.0	c0
g__Faecalibacterium	0.19117647058823528	0.7739244951712028	c0
g__Gemmiger	0.10294117647058823	0.4604916593503073	c0
g__Mediterraneibacter	0.07352941176470588	0.003950834064969272	c0
g__Veillonella	0.1323529411764706	0.7737050043898156	c0
g__Anaerotruncus	0.029411764705882353	0.056189640035118525	c0
g__Anaerostipes	0.029411764705882353	0.056189640035118525	c0
g__Blautia	0.11764705882352941	0.17273924495171203	c0
g__Enterobacter	0.029411764705882353	0.028533801580333626	c0
g__Hungatella	0.058823529411764705	0.08296751536435469	c0
g__Bacteroides	0.11764705882352941	0.3847673397717296	c0
g__Dysosmobacter	0.058823529411764705	0.0	c0
g__Eggerthella	0.029411764705882353	0.15364354697102722	c0
g__Haemophilus_D	0.07352941176470588	0.3858647936786655	c0
g__Nanosynbacter	0.058823529411764705	0.17208077260755048	c0
g__Parabacteroides	0.10294117647058823	0.3920105355575066	c0
g__Phocaeicola	0.044117647058823525	0.005706760316066725	c0
g__Dorea_A	0.1323529411764706	0.30443371378402106	c0
g__Limivivens	0.058823529411764705	0.293459174714662	c0
g__Blautia_A	0.058823529411764705	0.5570676031606673	c0
g__Dialister	0.014705882352941176	0.0	c0
g__Enterocloster	0.07352941176470588	0.0324846356453029	c0
g__Faecalimonas	0.07352941176470588	0.4392010535557507	c0
g__Flavonifractor	0.08823529411764705	0.07418788410886742	c0
g__Otoolea	0.07352941176470588	0.028314310798946446	c0
g__Ruminococcus_B	0.08823529411764705	0.16242317822651448	c0
g__Enterococcus	0.044117647058823525	0.3867427568042142	c0
g__Granulicatella	0.08823529411764705	0.08428446005267778	c0
g__Streptococcus	0.1323529411764706	0.5111940298507462	c0
g__Clostridium	0.07352941176470588	0.08384547848990342	c0
g__Intestinibacter	0.07352941176470588	0.3132133450395083	c0
g__Lachnospira	0.014705882352941176	0.0	c0
g__Sarcina	0.058823529411764705	0.1551799824407375	c0
g__Terrisporobacter	0.029411764705882353	0.0	c0
g__Turicibacter	0.029411764705882353	0.0	c0
g__Collinsella	0.044117647058823525	0.0	c0
g__Coprococcus_A	0.029411764705882353	0.004170324846356453	c0
g__Oliverpabstia	0.029411764705882353	0.003950834064969272	c0
g__Eubacterium_I	0.044117647058823525	0.0	c0
g__Odoribacter	0.07352941176470588	0.5324846356453029	c0
g__Klebsiella	0.014705882352941176	0.0	c0
g__Lacticaseibacillus	0.044117647058823525	0.6580333625987709	c0
g__Enterococcus_A	0.029411764705882353	0.0	c0
g__Lactiplantibacillus	0.014705882352941176	0.0	c0
g__Evtepia	0.014705882352941176	0.0	c0
g__Lentihominibacter	0.014705882352941176	0.0	c0
g__Thomasclavelia	0.08823529411764705	0.5403863037752414	c0
g__Ruthenibacterium	0.029411764705882353	0.0	c0
g__Gemella	0.044117647058823525	0.0	c0
g__Rothia	0.08823529411764705	0.01141352063213345	c0
g__Hominenteromicrobium	0.014705882352941176	0.0	c0
g__Pauljensenia	0.044117647058823525	0.0	c0
g__Peptostreptococcus	0.029411764705882353	0.0	c0
g__Hominicoprocola	0.014705882352941176	0.0	c0
g__Lactobacillus	0.014705882352941176	0.0	c0
g__Latilactobacillus	0.044117647058823525	0.0	c0
g__Leuconostoc	0.058823529411764705	0.05179982440737489	c0
g__Weissella	0.029411764705882353	0.0	c0
