#OTU ID	CT43	CT46	CT5	CT50	CT51	CT55	CT56	PD10	PD104	PD110	PD114	PD115	PD116	PD119	PD121	PD123	PD124	PD130	PD132	PD133	PD136	PD142	PD145	PD153	PD154	PD162	PD17	PD171	PD173	PD18	PD183	PD19	PD20	PD201	PD202	PD203	PD206	PD21	PD216	PD226	PD23	PD230	PD237	PD242	PD245	PD247	PD248	PD25	PD251	PD252	PD257	PD258	PD259	PD260	PD261	PD28	PD29	PD3	PD30	PD32	PD37	PD38	PD41	PD46	PD47	PD48	PD50	PD54	PD55	PD60	PD67	PD68	PD69	PD7	PD81	PD82	PD83	PD85	PD88	PD9	PD90	PD92	PD95	PD96	PD97	PV126	PV128	PV129	PV130	PV137	PV143	PV153	PV4	PV44	PV45
g__Gallintestinimicrobium	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	297	0	0	0	3	12	909	0	0	29	0	0	0	0
g__Gemella	0	0	4	0	0	0	0	0	100	0	0	0	0	12	25	3	0	0	32	0	0	0	0	13	0	0	22	0	0	0	0	0	16	0	0	8	0	0	4	0	4	0	0	0	34	0	0	24	0	10	0	0	30	0	0	16	21	0	105	0	16	0	75	14	0	877	25	0	6	5	0	15	0	0	5	0	0	0	13	0	32	0	351	13	18	9	0	0	0	6	7	0	0	9	0
g__Gemmiger	928	1755	904	0	0	0	0	0	19	6	6	3	0	4	0	8	3258	0	277	0	0	0	0	0	0	0	0	0	0	7	0	0	0	537	621	0	0	0	0	0	0	0	698	5	0	0	6	0	5	0	16	0	11	0	19	3	0	0	240	0	0	0	0	0	18	3	4	0	0	7	3	4	3801	127	0	2	4	8	0	274	0	395	0	0	201	0	1751	1853	0	0	13	126	0	637	0
g__Gordonibacter	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
g__Granulicatella	0	0	0	0	0	0	0	12	395	0	0	0	38	46	38	6	0	0	50	11	0	0	0	26	29	0	20	0	0	0	0	12	10	0	0	0	0	15	4	4	0	0	6	46	51	0	0	96	10	7	6	0	28	21	4207	21	26	25	4170	17	14	11	420	99	15	1379	28	0	17	0	50	20	6	0	0	39	15	3	16	0	127	65	132	24	20	17	8	0	0	0	5	0	0	18	14
g__Guopingia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
g__Haemophilus_D	9	0	0	0	0	0	0	0	344	414	416	0	0	189	0	1781	103	0	0	0	0	357	233	1076	0	987	0	0	0	0	126	121	4	0	0	0	0	0	0	77	0	11	0	0	3081	0	9	16588	0	0	6	0	0	53	0	120	0	6	242	0	39	711	0	0	490	9123	12	0	14	8	53	0	0	0	0	0	131	1932	0	0	0	36	59	63	0	2	0	0	0	0	3	0	21	68	0
g__Holdemanella	384	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	160	14853	0	0	0	0	0	0	0	0	0	0	0	0	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	46	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	27	0	0	0	0
g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	45	11	7	5	0	0	0	0
g__Hominenteromicrobium	68	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	3	0	0	0	34	0	23	251	0	0	5	5	0	0	0
g__Hominibacterium	8	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0
g__Hominicoprocola	332	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	177	30	0	0	0	0	0	0	0	219	0	5	0	0	0	0	0	0	8	0	2	0	0	73	0	0	0	295	0	0	0	0
g__Hominifimenecus	29	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
g__Hominilimicola	42	60	94	277	0	0	0	0	0	0	0	0	0	0	2	0	0	0	33	0	0	0	0	174	0	0	0	0	0	30	0	3313	0	116	138	0	0	75	0	0	0	25	84	0	0	0	0	0	0	0	0	0	138	0	0	0	4	0	19	0	0	0	0	0	45	0	0	9	0	0	4	0	111	0	422	0	0	0	46	0	9	14	0	0	94	0	196	1190	0	0	11	23	125	0	1460
g__Hominimerdicola	71	20	0	0	0	0	0	0	10	2	0	866	0	61	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	730	0	0	7	0	0	0	0	0	8	7	0	3	7	979	3	0	3	0	0	0	3	0	5	0	0	0	0	0	0	0	115	0	25	0
g__Hominiventricola	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	7	0	0	0	0	26	22	0	0	142	34	0	0	0
g__Hungatella	0	0	0	0	68	0	0	0	0	40	0	165	0	0	16	83	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1149	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	6	0	0	0	5	0	14	0	2541	0	120	0	0	441	0	0	454	74	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	32	0	62	0	6
g__Intestinibacter	0	0	99	44	359	271	150	0	6381	189	520	964	572	59	3239	335	1252	303	10	10	198	187	156	694	14	1112	786	42	0	73	0	4487	32	539	9	0	752	16	0	0	38	980	1378	1380	25	347	0	2685	86	263	43	205	5	102	7	0	1999	3720	8	0	0	11	0	173	0	7	0	0	1109	1050	7238	2541	1917	58	72	2929	4009	3132	75	214	3	0	0	4	0	0	0	27	63	76	180	8	375	303	1820
g__JAGTTR01	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
g__Klebsiella	29	12	0	0	0	228	0	0	15	48	11	15	0	0	159	0	45	0	0	0	158	0	0	0	0	0	0	93	0	0	240	0	0	6	0	0	0	0	0	0	29	18	0	116	0	3762	0	0	0	0	68	0	0	0	0	282	0	0	70	0	0	93	0	29	516	4175	0	0	0	91	0	1510	302	0	0	76	175	0	0	0	566	0	0	0	0	414	705	9214	0	0	2929	1910	0	0	18
g__Lachnoclostridium_B	74	17	0	15	0	0	0	0	0	0	0	45	0	0	0	26	0	0	0	0	87	0	0	39	0	0	107	0	0	0	0	0	0	81	12	0	0	0	47	0	0	0	10	0	0	0	0	0	0	0	0	0	1062	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	862	32	0	0	0
g__Lachnospira	776	48	0	59	30	0	0	0	45	0	67	143	0	552	0	0	844	0	0	0	1293	0	4157	3277	0	7	0	29	188	146	0	1993	0	285	51	17	22	8	32	0	7	490	170	0	1651	46	1306	0	7	1873	0	0	10	46	12	0	0	0	19	0	1900	181	0	0	23	4	0	0	0	84	4	4919	236	118	486	0	10376	1810	9	42	4	12	0	9	0	32	107	216	0	45	23	578	1802	298	5
g__Lacticaseibacillus	0	0	0	0	7	0	0	8	194	117	79	0	0	85	14	0	25	0	67	49	0	0	69	430	0	337	0	0	221	17	834	0	14	11	0	19	2518	0	96	34	11	0	0	0	0	4	24	154	58	22	15	7	16	5	10	0	24	2500	0	443	797	0	2037	2	0	0	25	10	28	11	0	144	0	45	14	463	0	299	48	0	4	22	366	0	0	0	0	0	0	0	10	0	0	0	0
g__Lactiplantibacillus	0	0	0	0	39	1	12	929	179	0	67	0	64	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	491	0	0	28	0	0	90	0	0	0	6	0	0	502	0	0	0	0	0	9	0	0	0	0	27	0	0	23	0	169	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	159	0	71	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	11	5
g__Lactobacillus	0	0	0	0	0	0	0	6	0	0	276	13	0	0	0	0	0	0	0	0	8	0	0	1565	0	0	0	0	26	71	0	0	0	0	0	0	0	0	0	8	0	0	2	9	0	0	0	3311	4	0	11	87	0	0	8	0	0	4469	0	0	45	0	0	0	0	0	15913	0	0	0	0	0	0	34	0	0	0	13	0	0	0	4860	10	27	0	0	0	0	0	0	0	11	0	0	0
g__Lactococcus	14	3	0	26	0	0	0	5	12	0	106	7	0	0	0	0	0	0	4	4	0	0	0	3	0	0	6	35	0	0	139	0	7	118	0	38	0	0	0	0	18	0	3	4	0	0	0	0	0	36	0	0	0	8	0	0	0	0	144	0	0	82	0	0	0	0	0	0	0	0	6	4	0	7	0	0	0	0	0	0	161	0	5227	22	0	248	3	0	0	0	0	0	6	0	0
g__Lactonifactor	0	0	19	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	0	0	0	0	69	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
g__Laedolimicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	7	0	0	0	68	0	0	0	0
g__Lancefieldella	0	3	2	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	4	16	10	0	0	0	0	0	0	4	0	7	0	0	0	51	0	17	0	0	0	0	0	0	8	7	0	0	0	0	7	584	0	0	0	15	0	0	3	0	0	0	0	0	15	0	0	0	0
g__Latilactobacillus	0	0	6	10	0	0	0	0	0	0	224	0	62	0	0	0	0	12	254	0	8	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34	0	0	0	0	1133	0	0	0	0	0	0	0	0	0	0	52	0	0	0	425	0	1953	635	0	0	15	0	0	11	0	5	0	5	0	0	18	0	0	0	0	0	0	3421	0	0	34	9	0	0	0	802	0	0	0	0
g__Lawsonibacter	3	0	13	0	69	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	11	0	0	0	64	5	0	0	0	0	0	0	0	9	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	10	0	24	68	18	0	106	0	0	0	9
g__Lentihominibacter	22	20	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	23	2	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	8	0	85	0	0	7	0	0	0	0
g__Leuconostoc	4	0	0	0	0	0	2	31	60	0	57	0	0	36	8	0	0	0	48	9	0	0	0	21	0	0	0	0	0	0	7	0	23	0	0	0	0	0	0	41	0	5	2	5	2937	22	0	0	0	11	0	0	0	0	0	3	17	0	0	18	4	178	117	0	0	0	0	0	90	0	6	0	0	0	0	3	0	0	0	0	34	0	109	0	0	40	2	93	22	0	102	0	0	12	11
g__Ligilactobacillus	0	0	0	0	0	0	0	0	0	0	8483	0	0	0	0	0	0	0	0	0	95	0	0	0	0	265	0	0	75	15963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	8549	6	0	0	0	0	0	24	0	123	0	0	0	0	0	0	146	0	0	0	0	0	0	14	0	0	623	0	0	0	0	875	0	0	0	0	0	6	0	0	58	0	0	0
g__Limivivens	28	47	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	59	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	259	75	0	0	0	0	496	0	0	38	0	0	0	0	112	0	0	0	0	20	0	0	0
g__Limosilactobacillus	0	0	0	0	0	0	0	5	0	0	125	8	121	82	1190	5	0	0	0	4286	128	0	68	0	0	147	0	4	109	799	106	0	0	0	0	0	0	0	0	0	38	0	0	0	0	105	363	7228	0	0	0	0	0	9	0	0	0	755	0	23	27	7	0	0	0	0	124	0	0	0	0	0	0	0	0	25	3	0	0	0	0	535	0	11	2	0	0	0	0	0	0	0	0	0	0
g__Longicatena	0	0	0	0	0	0	79	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	76	0	0	0	0	0	2	0	0	0	0	0	0	0	0	76	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0
g__Massilioclostridium	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	9	0	0	12	12	10	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	57
g__Mediterraneibacter	338	138	1276	0	418	0	0	0	6	2073	0	0	0	69	0	0	0	0	8	0	828	0	0	0	9	0	86	585	0	16	15	0	0	143	255	12	0	278	0	0	0	0	442	0	0	0	0	0	0	0	4725	0	3992	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	1489	0	0	1817	0	2673	0	0	13	13	0	5	1383	0	0	1109	0	501	35	0	0	21	18	64	0	17
g__Megamonas	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	8	14	0	0	0	0	0	0	0	4	2848	0	9	0	0	0	0	4	0	5	0	0	0	0	0	0	0	5	8	0	360	0	0	0	0	0	0	358	0	0	0	0	0	0
g__Merdibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
g__Merdimmobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	156	0	0	0	0
g__Merdimonas	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	19	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	133	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
g__Merdivicinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	831	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
g__Muricomes	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	6
g__Murimonas	74	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	25	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	347	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	12	0	0	0	0
g__Nanosynbacter	47	7	0	13	0	477	0	0	0	1768	1268	0	495	7	45	586	45	12	0	0	0	0	19	705	1	4137	7	0	4857	0	16	0	3	0	0	0	0	0	7	4400	0	0	0	40	27	2	0	5008	0	184	0	0	10	0	16	151	0	277	0	0	0	26	0	12	0	56	13	0	0	4094	16	7463	0	0	0	8	6062	7064	5	0	44	5	17	0	0	5	3	0	0	8	0	36	0	0	0
g__Negativibacillus	17	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	34	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1601	0	0	0	0	0	0	0	0	0	0	0	117	41	0	0	0	0	0	0	0
g__Odoribacter	159	328	804	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2812	0	992	255	444	333	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	13	0	0	0	28	0	0	0	0	7819	15	3	0	0	0	0	0	0	363	78	0	0	0	0	0	0	0	682	0	0	285	0	900	0	489	0	0	49	0	0	0
g__Oliverpabstia	216	30	51	0	0	0	0	0	0	0	3	4826	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	663	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	606	0	0	0	0	0	58	0	706	0	0	0	0	41	0	0	0
g__Onthenecus	70	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	48	0	0	18	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Otoolea	65	134	48	9	76	0	207	0	0	126	0	280	0	0	166	82	0	0	0	0	0	0	0	571	2226	0	58	40	28	0	0	0	0	174	51	0	99	0	7	0	0	1053	48	0	0	334	0	0	31	167	0	5	51	0	10	561	0	569	13	0	1684	40	0	485	70	0	0	0	0	70	560	0	171	14	475	0	145	0	0	0	0	690	0	0	44	79	177	291	253	570	416	66	1795	71	236
g__Parabacteroides	156	230	126	0	2497	0	655	0	13	0	3	0	0	0	3	0	0	0	56	0	443	0	0	0	0	5	0	130	0	410	0	0	0	153	67	0	48	3	0	0	0	0	37	0	0	3	3	0	0	0	370	0	18	0	15	0	0	0	0	0	0	0	0	179	0	0	0	42	0	4	0	0	264	8	0	0	0	0	0	0	0	77	2	2	0	13	154	329	10	0	2882	16	6	0	237
g__Paraprevotella	43	7	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	41	0	0	0
g__Pararoseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
g__Parasutterella	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5249	0	0	0	0	95	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9805	9	0	0	0	0	0	0	0	0	736	0	0	0	0	6	0	0	0	0	0	0	64	0	36	0	4	0	0	0	388	0
g__Pauljensenia	0	0	0	0	4	0	0	0	0	0	87	0	0	0	0	0	0	0	0	24	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	25	0	0	0	21	0	13	0	0	0	29	0	0	0	68	253	0	0	91	45	0	0	17	0	0	0	0	0	0	0	0	0	0	40	0	5	0	12	0	0	18	0	0	0	9	0	0	0	0	0	12
g__Pediococcus	0	0	0	0	249	0	0	18267	119	0	0	19	0	0	0	0	0	30	0	0	1173	0	403	0	0	34	0	1020	8	0	76	0	0	0	0	3784	9138	34	2083	5973	0	0	0	0	0	0	489	0	0	9798	3265	0	0	0	0	0	0	0	25	0	1631	0	0	0	5	0	0	408	0	84	0	313	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	96	0	0	6	12	0	0	10	2	0	0	0	28	4	0	3	0	0	0	0	13	12	0	4	0	0	3	0	0	0	4	0	0	9	0	0	8	0	0	23	0	6	350	0	23	54	0	192	0	0	3	0	5	0	70	0	0	0	0	25	0	0	3	0	0	0	108	0	0	9	52	0	0	49	0	0	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	0	33	219	0	728	0	0	0	8	2	0	0	0	0	4	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	247	0	0	0	7	0	0	0	0	16	0	22	0	0	0	12	0	0	0	0	187	0	0	0	146	0	6	4	0	0	0	4	0	0	0	0	0	0	9	0	5	0	48	0	0	95	752	0	0	0	0	0
g__Phocaeicola	103	269	255	3	493	0	1201	31	70	13	14	16	0	4	16	0	3	16	202	12	12	21	5	0	18	31	0	780	18	1616	0	13	3	907	1434	1480	0	16	9	0	35	2	2423	3120	26	16	22	14	18	36	2109	19	30	30	104	7	11	11	108	0	0	372	0	2457	53	12	0	263	2	53	32	23	991	7	32	10	0	8	0	40	13	327	12	29	652	179	357	0	453	987	904	444	22	7	9
g__Prevotella	687	94	20	0	0	0	0	0	40	12	10	0	0	0	0	0	0	4	2047	16	0	0	9	0	0	6	0	10	0	3	0	0	0	0	57	0	0	0	0	0	7	0	9	0	0	0	0	0	26	9	0	6	9	23	9	0	0	0	41	14	5	0	0	13	16	0	0	0	0	19	0	10	1001	0	12	7	0	9	0	0	0	0	0	9	0	0	0	4	0	0	1716	0	0	0	0
g__Pseudobutyricicoccus	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoflavonifractor_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
g__Pseudoscilispira	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseburia	425	63	0	0	107	0	0	0	0	0	817	588	0	55	0	0	0	179	0	0	0	0	1012	0	0	0	0	0	0	62	0	0	0	77	11	0	0	69	0	0	0	0	154	251	0	0	0	0	0	0	0	0	32	4309	0	0	470	0	25	0	196	0	0	0	9	0	0	0	0	1597	0	0	1896	54	0	0	1309	664	285	17	0	63	0	0	0	66	994	321	0	0	26	216	0	1465	417
g__Roseburia_D	196	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
