#OTU ID	PV126	PD157	PV99	PD99	CT16	PD236	PV46	PD214	PV32	PD79	PD108	PD222	PD139	PD178	PD250	PD183	PV142	PV98	PD165	CT48	PD193	PV101	PD41	CT5	PD233	PD120	PD180	PV157	PV62	PD169	PD226	PD35	PV121	PV18	PD95	PD242	CT44	PD44	PV13	PD100	PD98	PV27	PD179	PD243	PD172	PD258	PD112	PV11	PD38	PV68	PV29	PV87	PV130	CT36	PV50	PD25	PD143	PD66	PD39	PD235	PD87	PD30	PV28	PD259	CT50	CT40	PD11	PD12	PV161	CT31	CT27	PD133	PV124	PD223	PD255	PD101	PV129	PD116	PD70	CT39	PV103	PD59	PD91	PD84	PV106	PD124	PD237	PD42	PV56	PD73	PV116	PD36	PV93	PD240	PD103	PD173	PD225	PV5	PD53	PD241	PD195	PD23	PV109	PV54	PD187	PD244	PD161	PD189	PD212	PV80	PD239	PD37	CT6	PD82	PV152	PV36	PD76	CT11	CT9	CT53	PD86	PV1	PD118	PD164	PD188	PV141	PD261	CT34	PD105	PD31	CT19	CT49	PD13	CT41	PD89	CT12	PD115	PD134	PD106	PV134	PD19	PV105	PD203	PD125	PD28	PV118	PD232	PV34	PD128	PD17	PD185	PD132	PV63	PV154	PD229	PV156	PV135	PD136	CT57	PV117	PD146	PD254	PV155	PD47	PV45	PV16	PD196	PD201	PV52	PD252	CT52	PV74	CT18	PV81	CT8	PD107	PD121	CT42	CT29	PV61	PV131	PD176	PV100	PV24	PD217	PV42	PV146	PV35	PD228	CT17	PD80	PD248	PD48	PD64	PD174	PV71	PD177	PD88	PD81	PD50	PV86	PV110	PD113	PV136	PD10	PD129	PD51	PD40	CT2	PV153	PD54	PV159	PD67	PV144	PD32	PV57	PD126	PV77	PV37	PV139	PV2	PV102	PD160	PD3	PV3	PD4	PD234	PD8	PD110	PD142	PV53	PV43	PD85	PD5	CT14	PD9	PV125	PD94	PV133	PD247	PV132	PD102	PD150	PD207	PV148	PV162	PV147	PD148	PD2	PD191	PD218	PD96	CT10	PD7	CT1	PD224	PD56	PD192	PV85	CT28	PD206	PV38	CT51	PD186	PV15	CT46	PD198	PD18	PV115	PD151	PV8	PV84	PD27	CT33	PV96	PV127	PD117	CT45	PV59	PV90	PD104	PD26	PV69	PD211	PD55	PD83	CT55	PD123	PD210	PV22	PV163	PV19	PD29	PD184	CT37	PD69	CT3	PV150	PD60	PD21	PD152	PD213	PD190	CT54	CT43	CT21	CT7	PD153	PD141	PV88	CT22	PD200	PD168	PD97	PV158	PD119	PV73	PD227	PD74	PD90	PD260	PV160	PV137	PD144	PV94	PV112	PV9	PD158	PV91	PV66	PD167	PV120	PD131	PD1	CT26	PV4	PD6	CT35	PV64	PD202	PV72	PV26	PD199	PV58	PV107	PD34	PD175	PV10	PV31	PD230	PD77	PV166	PD209	PD256	PD245	PV104	PD24	CT38	PV128	PD197	PV145	PD46	PV143	PV97	PD208	PD45	CT25	PD114	PD49	PD58	PD149	PV79	PD75	PD204	PV30	CT13	PD253	PD63	PV41	PD62	PD14	PD170	PD156	PV75	PD15	CT4	PV76	PV114	PD140	PV151	PD16	PV67	PD33	PV20	PV123	PD122	PV21	CT56	PD220	PD221	PV140	PV119	PV111	PV164	PV17	PV60	PV14	PV122	CT32	PV6	PV82	PD52	PD20	PD61	PD251	CT30	PD219	PV78	CT15	PV25	PV113	PV55	PD137	PD181	PD205	PV47	PV12	PD231	PV44	PV70	PD216	PV48	PD145	CT20	PV65	PD154	PV40	PD130	PD138	PD257	PV33	PV138	CT47	PV149	PD93	PV83	PV7	PV165	PV51	PD111	PD68	PD155	PD163	PD171	PV108	PV23	PV92	PD238	PD162	PD166	PD65	PV89	PD246	PD135	PD109	PD249	PD194	PD182	PD57	PD159	PD127	PD72	PD215	CT24	PD92	PD71	PD147	PD78	PV49	PD43	CT23	PV39	PV95
s__Eubacterium_G ventriosum (1)	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	161.0	0.0	40.0	11.0	0.0	0.0	0.0	1.0	21.0	0.0	0.0	0.0	6.0	0.0	18.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	117.0	0.0	2.0	0.0	0.0	27.0	14.0	51.0	0.0	0.0	0.0	0.0	53.0	0.0	13.0	0.0	0.0	0.0	0.0	55.0	11.0	0.0	23.0	19.0	0.0	0.0	0.0	6.0	0.0	3.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	26.0	9.0	0.0	0.0	34.0	19.0	0.0	0.0	0.0	0.0	37.0	0.0	11.0	13.0	8.0	0.0	0.0	0.0	14.0	0.0	14.0	1.0	12.0	6.0	3.0	20.0	0.0	0.0	30.0	1.0	19.0	12.0	33.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	19.0	141.0	0.0	0.0	0.0	198.0	0.0	2.0	0.0	0.0	6.0	7.0	0.0	0.0	4.0	0.0	0.0	15.0	0.0	47.0	0.0	0.0	0.0	45.0	0.0	19.0	0.0	15.0	0.0	0.0	2.0	0.0	0.0	23.0	19.0	5.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	3.0	27.0	11.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0	0.0	0.0	16.0	5.0	34.0	70.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	43.0	9.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	5.0	15.0	0.0	25.0	0.0	0.0	0.0	5.0	0.0	0.0	32.0	0.0	5.0	0.0	18.0	15.0	0.0	34.0	0.0	7.0	12.0	0.0	109.0	0.0	33.0	0.0	90.0	0.0	39.0	0.0	7.0	10.0	5.0	35.0	16.0	2.0	0.0	17.0	2.0	0.0	23.0	15.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	48.0	0.0	14.0	21.0	38.0	22.0	8.0	0.0	0.0	0.0	0.0	13.0	0.0	11.0	6.0	4.0	0.0	29.0	0.0	147.0	0.0	36.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	2.0	29.0	0.0	16.0	0.0	0.0	0.0	8.0	0.0	96.0	0.0	0.0	39.0	12.0	3.0	0.0	0.0	11.0	0.0	0.0	10.0	0.0	28.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	11.0	5.0	26.0	0.0	0.0	20.0	0.0	0.0	37.0	0.0	24.0	69.0	2.0	0.0	48.0	0.0	7.0	37.0	0.0	84.0	3.0	0.0	0.0	31.0	0.0	0.0	21.0	23.0	0.0	0.0	0.0	9.0	0.0	20.0	0.0	0.0	0.0	23.0	5.0	0.0	0.0	0.0	46.0	25.0	93.0	5.0	0.0	23.0	0.0	35.0	39.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	36.0	108.0	0.0	1.0	77.0	0.0	6.0	50.0	0.0	0.0	5.0	0.0	17.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	30.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	3.0	6.0	23.0	5.0	0.0	18.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	65.0	0.0	21.0	0.0	0.0	11.0	0.0	33.0	6.0	0.0
g__Lactiplantibacillus (1)	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	6.0	82.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	19.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	18.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	2.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
g__Latilactobacillus (1)	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	57.0	2.0	118.0	0.0	2.0	0.0	81.0	0.0	3.0	0.0	0.0	0.0	426.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	635.0	0.0	2.0	59.0	0.0	2.0	0.0	0.0	12.0	38.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	21.0	21.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	8.0	420.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	30.0	6.0	1.0	0.0	0.0	0.0	39.0	5.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	36.0	2.0	0.0	0.0	0.0	77.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	14.0	10.0	0.0	14.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	57.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0	15.0	0.0	1.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	33.0	6.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	21.0	0.0	0.0	0.0	0.0	49.0	1.0	50.0	0.0	0.0	0.0	4.0	1.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	62.0	179.0	0.0	1.0	12.0	0.0	264.0	5.0	0.0	139.0	0.0	0.0	0.0	0.0	43.0	99.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	0.0	7.0	0.0	10.0	0.0	6.0	0.0	3.0	0.0	0.0	6.0	0.0	21.0	0.0	14.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	23.0	0.0	0.0	0.0	32.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	16.0	12.0	0.0	0.0	8.0	0.0	2.0	37.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	5.0
s__Weissella koreensis (1)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	19.0	2.0	27.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	4.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	38.0	10.0	5.0	1.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	20.0	0.0	19.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	43.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	25.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lacticaseibacillus (1)	0.0	17.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	572.0	0.0	6.0	0.0	6.0	13.0	0.0	0.0	1.0	44.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	699.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
s__Lacticaseibacillus rhamnosus (1)	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	1.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
