#SampleID	faith_pd
PV35	17.99654194358759
PV36	14.69722351906251
PV37	14.31159259325105
PV38	12.99181608633313
PV39	15.11753007285225
PV4	14.12536005098104
PV40	11.06292559573646
PV41	18.29320158987578
PV42	12.71029508596742
PV43	12.80425514193101
PV44	11.17025160233594
PV45	10.27887726979511
PV46	14.43211146003832
PV47	12.98505470188213
PV48	19.24780979373533
PV49	18.49537848313022
PV5	19.72282227967401
PV50	14.50110702513143
PV51	10.57986097650475
PV52	15.76146485782192
PV53	16.35527259198386
PV54	18.76623440806571
PV55	12.71381441550759
PV56	11.08786227984029
PV57	14.14682483724832
PV58	15.80319603276483
PV59	14.13869444451576
PV6	21.0910503772196
PV60	21.57505871388135
PV61	16.61146556026682
PV62	19.86810900386272
PV63	15.63165900211651
PV64	13.67339667158067
PV65	13.3722398618772
PV66	11.2239936886815
PV67	14.99907681955048
PV68	11.02657735399441
PV69	11.11030003073246
PV7	11.2696776430717
PV70	18.18445122344253
PV71	19.32093788383315
PV72	15.51786073503819
PV73	15.5238300817387
PV74	14.50386313592176
PV75	12.01758362016118
PV76	14.28653905502777
PV77	14.60870313222957
PV78	12.00037499722424
PV79	12.73837010960972
PV8	13.3170449434703
PV80	19.35643764962899
PV81	11.21354182974694
PV82	14.5429952570628
PV83	18.79760953412163
PV84	13.6422674872092
PV85	9.373580676539339
PV86	20.2959548279979
PV87	16.53891056493073
PV88	12.94859161030878
PV89	16.13250750164723
PV9	10.19427569569557
PV90	11.80383434702882
PV91	7.765021243996369
PV92	13.22928560882732
PV93	14.13253371825256
PV94	11.30351634715774
PV95	10.60270198013146
PV96	15.9667964379126
PV97	11.35701905772427
PV98	13.16418129130659
PV99	13.28931305419573
