	statistic	p-value	adjusted-p
PWY-6122	0.7762719396712328	0.6783201059202008	0.73049857560637
PWY-6277	0.7762719396712328	0.6783201059202008	0.73049857560637
PWY-6612	0.738335793718079	0.6913093320405067	0.7424472826298044
CALVIN-PWY	0.7164802565971513	0.6989052279316671	0.7485542331945724
P381-PWY	0.7056924637235661	0.7026852356707392	0.7502725630337534
PWY0-845	0.6961122630732461	0.7060592429118042	0.7502725630337534
PWY-7376	0.6955678336869583	0.7062514687741199	0.7502725630337534
PWY-6121	0.659847178886821	0.7189786688933409	0.7617287519086207
PWY-7616	0.6132306299815335	0.7359336491041644	0.77759027075157
SO4ASSIM-PWY	0.6047838096321811	0.7390483715110056	0.7787821549255757
PWY-6147	0.5692695974580602	0.7522889410357636	0.7906092892386577
PWY-6588	0.4713499360818787	0.7900374196154951	0.8280606109338879
PWY-5741	0.4404104810433235	0.8023541054871042	0.8387274916025196
GALLATE-DEGRADATION-II-PWY	0.4247958304898774	0.8086428622165636	0.8430531967789706
PWY-5941	0.38228919510010734	0.826013140039088	0.8588783843377255
FOLSYN-PWY	0.32162826362764463	0.8514503139260126	0.8829855107380871
PWY-5188	0.28505910532021517	0.8671619269718931	0.8946970562554378
METHYLGALLATE-DEGRADATION-PWY	0.2794651346013834	0.8695907613094944	0.8946970562554378
GALLATE-DEGRADATION-I-PWY	0.2813158921770224	0.8687864326766198	0.8946970562554378
PWY-7229	0.2493495612056904	0.8827839543701193	0.9058934819714313
LEU-DEG2-PWY	0.20505461616549617	0.9025535024106629	0.9237623314490335
PWY-5507	0.15778720668728072	0.9241382444337569	0.9433911245261268
