	statistic	p-value	adjusted-p
g__Barnesiella	5.488446703406105	0.06429821865975857	0.32393089530875296
g__Anaerotardibacter	5.5589634065645255	0.06207067006629338	0.32393089530875296
g__Vescimonas	5.61695032625351	0.060296865212457404	0.32393089530875296
g__CAG-269	5.45097936771718	0.06551411365795004	0.32393089530875296
g__Bittarella	5.38931760033011	0.0675654311557366	0.3250445066411112
g__Parasutterella	5.250405122000774	0.07242508505063483	0.3279901471654191
g__Negativibacillus	5.2020908191861945	0.07419597247511488	0.3279901471654191
g__CAG-170	5.165966387533548	0.075548292324619	0.3279901471654191
g__Anaerotignum	5.224190330446106	0.07338063802954212	0.3279901471654191
g__Veillonella	4.993501732675122	0.08235213750606378	0.3490162018114132
g__CAG-217	4.917119217577612	0.08555809938948418	0.35274258791665775
g__Gallintestinimicrobium	4.879221234256512	0.08719479701310641	0.35274258791665775
g__Lentihominibacter	4.744563059330729	0.09326769034422769	0.36892553069494505
g__Angelakisella	4.63714658152043	0.09841389350245766	0.3808189792051622
g__Blautia_A	4.291762977931755	0.11696488833012068	0.4276399724140824
g__Anaeromassilibacillus	4.242775283265689	0.1198651831364503	0.4276399724140824
g__Parabacteroides	4.2564645349131975	0.11904755218962222	0.4276399724140824
g__Intestinibacter	4.238468336416232	0.12012358775676472	0.4276399724140824
g__CAG-238	4.1851632952349815	0.12336823104495297	0.4305793161961104
g__Onthenecus	3.7583928216672007	0.1527127747939232	0.46741402901671214
g__Roseburia_D	3.8713761062959433	0.14432493142935682	0.46741402901671214
g__Bifidobacterium	3.7607997101964754	0.15252910402189648	0.46741402901671214
g__Lactobacillus	3.8421929752965114	0.14644629750671068	0.46741402901671214
g__Merdivicinus	3.695957660771169	0.1575552906797906	0.46741402901671214
g__Anaeroglobus	3.72841314444546	0.15501915760904342	0.46741402901671214
g__Aristaeella	3.7602394252018794	0.15257183989179499	0.46741402901671214
g__Anaerobutyricum	3.955951876972936	0.1383489809540023	0.46741402901671214
g__Pauljensenia	3.792561576259063	0.1501259323470704	0.46741402901671214
g__Ruminococcus_E	3.6596244573199326	0.16044369167386743	0.4681799527532525
g__Hominifimenecus	3.6074473933540907	0.16468450988998215	0.4728039154905939
g__Dysosmobacter	3.4898703950319954	0.17465630676262114	0.4897656424718028
g__Granulicatella	3.411914182451193	0.18159849664684824	0.4897656424718028
g__Lawsonibacter	3.421973862021973	0.1806873786132	0.4897656424718028
g__Lachnospira	3.440631735336891	0.17900959563684252	0.4897656424718028
g__Slackia	3.355433777380558	0.18679997468806295	0.49627455961903294
g__URXU01	3.305364370438621	0.19153548539207343	0.5013722999968981
g__Scatomonas	3.1990509061781687	0.2019923501002108	0.5210817147512684
g__Massilioclostridium	3.1404547404547425	0.2079978844538757	0.5289089061827125
g__Pseudoscilispira	3.0821121143491683	0.21415482222963556	0.5368951881250018
g__Thomasclavelia	3.0144782375622388	0.2215207268832553	0.5476484636836034
g__Nanosynbacter	2.7596236096915434	0.25162590337976076	0.5499392744447302
g__Limosilactobacillus	2.710977557007786	0.2578212461665158	0.5499392744447302
g__Hominenteromicrobium	2.8651271749231872	0.238696218586506	0.5499392744447302
g__Eubacterium_R	2.8488163715611554	0.24065084166340175	0.5499392744447302
g__Holdemania	2.8882633563885083	0.23595086891472392	0.5499392744447302
g__Coprococcus_A	2.732426390719808	0.25507103720110796	0.5499392744447302
g__Peptostreptococcus	2.788373690993495	0.24803464487512958	0.5499392744447302
g__Pararoseburia	2.714853162584889	0.2573221231938778	0.5499392744447302
g__Avimonas	2.699659052704653	0.25928445804588657	0.5499392744447302
g__Choladousia	2.9425341084454706	0.22963434161609972	0.5499392744447302
g__Hominicoprocola	2.8637810840420284	0.23885692606376002	0.5499392744447302
g__Hominibacterium	2.6978283368010523	0.25952190479414233	0.5499392744447302
g__Fournierella	2.624736366882989	0.2691818290130008	0.5636984184036958
g__Faecousia	2.5901168283640392	0.273881865279034	0.5668717676705588
g__Schaedlerella	2.498380082314431	0.2867369479576327	0.567962258613332
g__Prevotella	2.533157686801434	0.28179403608083564	0.567962258613332
g__Eggerthella	2.4953483770674687	0.2871719285123589	0.567962258613332
g__Hungatella	2.5417283098329886	0.28058904457894834	0.567962258613332
g__Senegalimassilia	2.4552160163588996	0.29299257599724254	0.5731063574451557
g__Faecalibacterium	2.3958273357522697	0.3018232590444812	0.5776832269883618
g__Enterobacter	2.403200657646672	0.3007125876148683	0.5776832269883618
g__Coprobacter	2.301821031658741	0.3163485978006734	0.5927373727212618
g__Anaerofustis	2.31796513780906	0.3138052937812004	0.5927373727212618
g__Lactonifactor	2.1788259220415167	0.33641392383792473	0.617336891166501
g__Butyribacter	2.193719135645683	0.3339180859194148	0.617336891166501
g__Dorea_D	2.1357819494611143	0.3437326944349627	0.6243308123410547
g__Longicatena	2.0910638939114317	0.3515047877352654	0.6319985072411842
g__Enterococcus_A	2.015168321260096	0.365099937820006	0.6498778893196107
g__Bariatricus	1.9366293795505167	0.37972244927529175	0.6626529016764896
g__Limivivens	1.9481594094159063	0.37753964168963994	0.6626529016764896
g__Leuconostoc	1.871689229569051	0.3922544216961801	0.6753351262275566
g__Lactococcus	1.8598777583345825	0.39457782655992074	0.6753351262275566
g__Sutterella	1.8218464211375816	0.4021527809023084	0.6754729548432834
g__Terrisporobacter	1.8195326946414594	0.40261828588552656	0.6754729548432834
g__Fusobacterium_A	1.8025937509103962	0.4060427312821985	0.6754729548432834
g__Ruminiclostridium_E	1.751548497283459	0.4165393897399966	0.6865186238307351
g__Butyricicoccus	1.7090563160887955	0.4254839048837117	0.6948269272412906
g__Rothia	1.6474471451507628	0.438794724780602	0.7100496455540651
g__Ruminococcus_B	1.6162515658547418	0.4456926086180646	0.7147142732794189
g__Limisoma	1.5909706087449915	0.45136213374442746	0.7173433911295365
g__Merdimmobilis	1.5711518183829298	0.45585709388338325	0.7180757762056833
g__Faecalibacillus	1.544391467434577	0.4619975302391983	0.72136456475945
g__Dorea_A	1.5077076959925952	0.47054962717446225	0.728328988148298
g__Butyricimonas	1.4485240578045893	0.4846821184035127	0.737564003817935
g__Turicibacter	1.4480240503803983	0.48480330588032805	0.737564003817935
g__Anaerostipes	1.4302781243141058	0.4891240884159006	0.737831252017206
g__Enterocloster	1.4103760233190963	0.4940156848155214	0.7389478310685951
g__Laedolimicola	1.3377022603362527	0.5122968021661947	0.7536267007072946
g__Ruthenibacterium	1.3535991016790623	0.5082409916708903	0.7536267007072946
g__Guopingia	1.2731945350468672	0.5290897152153338	0.7688923260671677
g__RUG11247	1.233648720517929	0.5396554707036028	0.7688923260671677
g__Pseudoflavonifractor_A	1.2643696047613733	0.531429463373492	0.7688923260671677
g__Allocoprobacillus	1.2325483007756919	0.5399524761707639	0.7688923260671677
g__Ligilactobacillus	1.186824649179734	0.5524389637243756	0.7804296471661815
g__Hominimerdicola	1.1372672542674882	0.566298685465551	0.7913319442210053
g__Anaerotruncus	1.12758206852393	0.5690476902263408	0.7913319442210053
g__Pediococcus	1.077530194826887	0.5834683342221165	0.8049625792732734
g__Eubacterium	1.062417175710741	0.5878940185703683	0.8049625792732734
g__Megamonas	1.0282083022729986	0.5980361046790927	0.8125986765868588
g__Anthropogastromicrobium	0.9876276332871887	0.6102943991732734	0.813152683055297
g__Fusobacterium	0.9666903137690824	0.6167169225419387	0.813152683055297
g__Haemophilus_D	0.9752345437621062	0.614087856762797	0.813152683055297
g__Oliverpabstia	0.9847622287765736	0.6111693959906566	0.813152683055297
g__Sarcina	0.9300379292054558	0.628123192969867	0.8221024143282083
g__Collinsella	0.9108047285769475	0.6341927400937615	0.8239876477130623
g__Tyzzerella	0.8156060780408158	0.6651098666131011	0.8282072292256334
g__Odoribacter	0.8714416759398369	0.6467982622507682	0.8282072292256334
g__Flavonifractor	0.8226509989598029	0.6627711648172029	0.8282072292256334
g__Fusicatenibacter	0.8148615982010543	0.6653574931419414	0.8282072292256334
g__Corynebacterium	0.856958999816269	0.6514989462055327	0.8282072292256334
g__Lachnoclostridium_B	0.872553449983603	0.6464388154061805	0.8282072292256334
g__Kineothrix	0.7625082680661177	0.6830042929268622	0.8442691954234824
g__Latilactobacillus	0.6688456328164937	0.7157510869356731	0.8626169575669012
g__Lachnoclostridium_A	0.6526680767473151	0.7215641170664265	0.8626169575669012
g__Acutalibacter	0.6743620082435907	0.7137796311541222	0.8626169575669012
g__Phocaeicola	0.698576835542748	0.7051897116915562	0.8626169575669012
g__Amedibacterium	0.6512435612807667	0.7220782397610578	0.8626169575669012
g__Streptococcus	0.6055342051390311	0.7387711342349961	0.8660200093406398
g__Klebsiella	0.6148333407518066	0.7353441409456672	0.8660200093406398
g__Sellimonas	0.6035005893165164	0.7395227046054902	0.8660200093406398
g__Citrobacter	0.5244997482933096	0.7693187668181988	0.8740618013831337
g__Eisenbergiella	0.5077036801724173	0.7758067369911614	0.8740618013831337
g__Enterococcus_D	0.525298128146356	0.7690117238045161	0.8740618013831337
g__Merdibacter	0.5416710523927161	0.7627419371565253	0.8740618013831337
g__UMGS1202	0.507585424253877	0.7758526102164894	0.8740618013831337
g__Weissella	0.5341546249893451	0.7656138776583552	0.8740618013831337
g__Muricomes	0.4616238379344011	0.7938887674137269	0.8832012537477713
g__Eubacterium_F	0.4651791204999606	0.792478771571546	0.8832012537477713
g__Allisonella	0.37425742067124623	0.8293369852738464	0.9002292601834607
g__Monoglobus	0.3724947117162475	0.8300682473423863	0.9002292601834607
g__Merdimonas	0.361887781902462	0.8344821793835451	0.9002292601834607
g__Clostridium	0.39120389462249683	0.8223395039892802	0.9002292601834607
g__Clostridium_A	0.40464950986035136	0.8168296154190726	0.9002292601834607
g__Lancefieldella	0.33162038281522876	0.8472070261021573	0.9002523614191181
g__Alistipes_A	0.3257994485500591	0.8496763860584935	0.9002523614191181
g__Bacteroides	0.34963796025679755	0.8396089929258969	0.9002523614191181
g__Lacticaseibacillus	0.22968367882081664	0.891507134050942	0.9389838453317614
g__Clostridium_AP	0.20818331504805274	0.9011426971273802	0.9435494122863157
g__Dorea	0.182024870395451	0.9130063574140954	0.9503808866649648
g__Mediterraneibacter_A	0.09693487662767204	0.9526883599401785	0.9690201603962959
g__Enterococcus	0.13100320889100098	0.9365975440387071	0.9690201603962959
g__Blautia	0.11701060003428045	0.9431732415520733	0.9690201603962959
g__Gordonibacter	0.1016264990932117	0.9504561520768633	0.9690201603962959
g__Lactiplantibacillus	0.04123020260882886	0.9795959372151009	0.9907277092289088
g__Gemella	0.01764599420850388	0.9912158113153057	0.9948911525912371
g__Alitiscatomonas	0.010243884376424536	0.9948911525912371	0.9948911525912371
