	statistic	p-value	adjusted-p
g__Phascolarctobacterium	8.000049594086338	0.01831518472067702	0.07409324727910249
g__Peptostreptococcus	7.844440352208269	0.019797092883952913	0.07729357227584072
g__Butyribacter	7.783560856785462	0.02040897694923884	0.07729357227584072
g__Scatomonas	7.807913562946926	0.02016197687171781	0.07729357227584072
g__Granulicatella	7.556261837350489	0.02286538878140178	0.07770339416425166
g__Blautia_A	7.558885901490935	0.022835408329980097	0.07770339416425166
g__Choladousia	7.671062508084748	0.02158986571953528	0.07770339416425166
g__Turicibacter	7.647629325458922	0.021844313069638167	0.07770339416425166
g__Limisoma	7.547658577888153	0.022963959072049515	0.07770339416425166
g__Agathobaculum	7.532695952729938	0.023136403880367067	0.07770339416425166
g__Adlercreutzia	7.386078053227592	0.024896226663486093	0.0820653397426023
g__Lachnoclostridium_A	7.344903402977123	0.02541408575234894	0.0822492229803293
g__Gallintestinimicrobium	7.305280389023837	0.025922597650757863	0.08239682824705179
g__Negativibacillus	7.23463539395524	0.026854612180268057	0.0838617713699599
g__Eubacterium	7.1448896716736385	0.02808710131857085	0.0861983454259588
g__Corynebacterium	7.101477489032098	0.02870342732043172	0.08659678072943808
g__Barnesiella	6.940463231976954	0.031109824293832983	0.08779369330832999
g__Hominenteromicrobium	6.972083107927588	0.03062184750696713	0.08779369330832999
g__Faecousia	6.912093924621822	0.03155425094478387	0.08779369330832999
g__Hominilimicola	6.91133215610929	0.03156627175130966	0.08779369330832999
g__Butyricimonas	6.924674800265305	0.03135638387890128	0.08779369330832999
g__Gemmiger	6.797579978936866	0.033413676409635495	0.09150206770638643
g__Aristaeella	6.708321075250114	0.034938687561241806	0.09422858160456123
g__Pauljensenia	6.649272682682763	0.03598560285027503	0.09485642836034634
g__JAGTTR01	6.635333312102219	0.03623728723878399	0.09485642836034634
g__Enterococcus_B	6.513676224988269	0.038509969910653995	0.09607379622857022
g__Merdibacter	6.580306506595352	0.037248140558404995	0.09607379622857022
g__Enterocloster	6.4678567596257635	0.03940240673839996	0.09607379622857022
g__Anaerobutyricum	6.46210795433348	0.03951582805176241	0.09607379622857022
g__Roseburia	6.3873777642250715	0.04102027254702998	0.09607379622857022
g__Pararoseburia	6.4057004205550445	0.040646188538391824	0.09607379622857022
g__Ruminococcus_C	6.508377139912823	0.038612139004969855	0.09607379622857022
g__Ruminococcus_E	6.4367696001784935	0.04001964581405417	0.09607379622857022
g__Acetatifactor	6.24741963624434	0.04399365684270224	0.10169962231170128
g__Weissella	6.167986599241642	0.04577609352291535	0.10371875901681976
g__Pseudoscilispira	6.15681596190333	0.04603248293443124	0.10371875901681976
g__Faecalibacterium	5.818051892482314	0.05452881800978869	0.12132662007177984
g__Pediococcus	5.723362780929153	0.05717255002419611	0.12563844326304824
g__Ruthenibacterium	5.503494238029378	0.06381626913552517	0.1385279988551644
g__Avimonas	5.452696049469953	0.0654579043430445	0.1403796020850834
g__Lawsonibacter	5.348780671072422	0.0689488512478657	0.1461058990728583
g__Eubacterium_I	5.244963497715204	0.07262240841966298	0.14689532612159104
g__Mediterraneibacter_A	5.307824167878369	0.07037535951745383	0.14689532612159104
g__CAG-238	5.267512224443521	0.0718082352649502	0.14689532612159104
g__Vescimonas	5.270682591831283	0.07169449619379929	0.14689532612159104
g__Senegalimassilia	5.205482584957309	0.07407025142943327	0.14814050285886654
g__Odoribacter	5.183045631619614	0.07490588532263148	0.14814719541587115
g__Coprococcus_A	5.122070698236578	0.07722474446746971	0.15105499467263306
g__Eubacterium_G	4.913770684439898	0.08570146643882569	0.16581370680555405
g__Gemella	4.847050865428064	0.088608682220389	0.16959511220676604
g__Rothia	4.775679056902467	0.0918278612036971	0.1738868010027456
g__Onthenecus	4.574959793605683	0.10152198562606969	0.1902201414888464
g__Coprococcus	4.516443662543945	0.10453620259340204	0.19382754230859964
g__Enterococcus_A	4.188272461447987	0.12317659387364051	0.21527540739060083
g__Oliverpabstia	4.242899014121982	0.11985776785495286	0.21527540739060083
g__Murimonas	4.222905587139962	0.12106196057635497	0.21527540739060083
g__Citrobacter	4.227457985870526	0.12078671279678202	0.21527540739060083
g__Limivivens	4.193844442029723	0.12283390266788898	0.21527540739060083
g__Haemophilus_D	4.185295685980091	0.12336006490922069	0.21527540739060083
g__Dialister	4.154813729275402	0.1252545935502599	0.21645939467908992
g__Kineothrix	4.098403795679092	0.12883768820333946	0.22051065865571562
g__Dorea_A	4.071694164084735	0.1305698322855309	0.22134695377928096
g__Prevotella	3.9844554561961805	0.13639124414778894	0.22903435338024936
g__Monoglobus	3.882581465778221	0.1435185860167157	0.23875054496238685
g__Fusobacterium	3.8008741382479814	0.14950326168117706	0.2448332603904739
g__Alitiscatomonas	3.793210662673483	0.1500772179009	0.2448332603904739
g__Klebsiella	3.7769621089293146	0.15130145305029286	0.2448332603904739
g__Lactonifactor	3.7328829803247814	0.15467308937381233	0.2480343235003477
g__Terrisporobacter	3.640466028913067	0.1619880009898946	0.25744521585893965
g__Parasutterella	3.4063157088848492	0.1821075459808433	0.2868596741999125
g__Hungatella	3.253066770780839	0.19660996509628553	0.30431803293164195
g__Merdimmobilis	3.2613455699225886	0.1957977999887637	0.30431803293164195
g__CAG-217	3.130632524113944	0.20902189702371435	0.3207404971570789
g__Slackia	3.0717151791228647	0.21527099782490547	0.32653700761059623
g__Bariatricus	3.060621832163228	0.21646835335983344	0.32653700761059623
g__Flavonifractor	2.9110969656754198	0.23327238290813382	0.34892843829956155
g__Enterococcus_D	2.8826049551883544	0.23661936646557347	0.35098539359060066
g__Enterococcus	2.860593481599854	0.239237920057882	0.3519367749611818
g__Holdemanella	2.7960636557913077	0.24708278714206033	0.36049783697776017
g__Limosilactobacillus	2.7420228699008042	0.25385007682475214	0.36736027377890956
g__Massilioclostridium	2.7094155842709315	0.25802267969344367	0.3703873950438143
g__Sarcina	2.6918387140392652	0.26030028892326496	0.37066761142672927
g__Faecalimonas	2.634908054183065	0.26781628772535354	0.3724320251180698
g__URXU01	2.6445107283154026	0.2665334934842793	0.3724320251180698
g__Clostridium_A	2.65872962278018	0.26464530760868243	0.3724320251180698
g__Hominicoprocola	2.5312104532719935	0.28206852908237284	0.38921083857877803
g__Sutterella	2.4940334111628997	0.287360801243227	0.39346325093303386
g__Lachnospira	2.4399833559404285	0.29523262384848026	0.39811672003810217
g__Lancefieldella	2.4516580559623486	0.29351426789037083	0.39811672003810217
g__Dorea	2.3364495335561086	0.31091840431354917	0.4130110146851624
g__Pseudoflavonifractor_A	2.347551678979627	0.3091972551754676	0.4130110146851624
g__Ruminococcus_B	2.2463600720974366	0.3252438611400805	0.4288400539476617
g__Fournierella	2.2211902206605827	0.32936289547913045	0.43107790731827367
g__Anaeromassilibacillus	2.187139491827502	0.33501842592323183	0.4352794147031771
g__UBA3402	2.080892147022776	0.35329705034793907	0.45417110378872055
g__Megamonas	2.0731817770238767	0.3546617046440009	0.45417110378872055
g__Leuconostoc	2.034149898383692	0.36165124281055266	0.45981372300198836
g__Veillonella	2.011116531443646	0.3658403416619822	0.46184099869384987
g__Wujia	1.991922626623659	0.3693681952554163	0.46301083630608525
g__Muricomes	1.889312844427699	0.388813135511848	0.479857032790436
g__Sellimonas	1.9005665637483433	0.3866314822488096	0.479857032790436
g__Alistipes_A	1.8786337513412004	0.39089477390232147	0.479857032790436
g__Lactobacillus	1.8331734522551915	0.39988161981941467	0.4819514601124583
g__UMGS1202	1.8289663033829735	0.40072368593620133	0.4819514601124583
g__Actinomyces	1.832089937552357	0.4000983173200804	0.4819514601124583
g__Gordonibacter	1.7783809776107387	0.41098831777072964	0.4909793326388582
g__Bifidobacterium	1.6919329193947912	0.4291424088845074	0.5092489918762821
g__Mediterraneibacter	1.6289215989708976	0.44287806307184974	0.5220681803098626
g__Clostridium_AP	1.5807013283336326	0.4536856760756869	0.5312898048781071
g__Hominimerdicola	1.3436509845308025	0.5107753098315407	0.5942353277778709
g__Blautia	1.313259919185533	0.5185960826580958	0.5994162513840328
g__Nanosynbacter	1.2989592393111888	0.5223175098182614	0.5998226886945196
g__Ligilactobacillus	1.2712472064240188	0.5296051218643927	0.6042930236657814
g__Butyricicoccus	1.2577553947221274	0.5331898657326781	0.6045082554166669
g__Laedolimicola	1.1980440836145034	0.5493486134577292	0.6188864126295938
g__Allisonella	1.1670926784099676	0.557916293665958	0.6245855363052863
g__Latilactobacillus	1.1449318310901537	0.5641326187231082	0.6275975383294579
g__Collinsella	1.0553317000224476	0.5899804666453337	0.6482501423633913
g__Clostridium	1.0635156771825631	0.5875712060086647	0.6482501423633913
g__Lactiplantibacillus	1.0120554783491924	0.6028856477216475	0.6583659220518605
g__Guopingia	0.8737587862009099	0.6460493447205086	0.7011998985381129
g__Merdimonas	0.7825523527448008	0.6761933816139595	0.729469223801726
g__Faecalibacillus	0.6678564305904842	0.716105185781529	0.7602011935639442
g__Anaerofustis	0.6639834465026976	0.7174932613412507	0.7602011935639442
g__Lactococcus	0.6800135757023332	0.7117654913879912	0.7602011935639442
g__Merdivicinus	0.6470180029293829	0.7236054443842084	0.7621406455644325
g__Anaeroglobus	0.44219060555713113	0.8016402781036694	0.8393645264850186
g__Intestinibacter	0.3649772166745958	0.833194135340824	0.8673014976062379
g__Thomasclavelia	0.32733447937442084	0.8490244965364562	0.8685423010545357
g__Enterobacter	0.3336488332413052	0.846348202969278	0.8685423010545357
g__Acutalibacter	0.3473863612070193	0.8405547566014835	0.8685423010545357
g__Longicatena	0.2548517444327776	0.8803586724526988	0.8954505354090309
g__Coprobacter	0.21794871794918436	0.8967534108804401	0.9018198143317421
g__Ruminiclostridium_E	0.21794871794918436	0.8967534108804401	0.9018198143317421
g__Anaerotruncus	0.1714436224787664	0.9178495311312197	0.9178495311312197
