	statistic	p-value	adjusted-p
adenosylcobalamin salvage from cobinamide II	0.3154315029315171	0.8540925220150855	0.967642394884143
peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.3238132179799038	0.8505206318121504	0.967642394884143
cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0.32122684957522213	0.8516212231372534	0.967642394884143
mono-trans, poly-cis decaprenyl phosphate biosynthesis	0.32988634661227784	0.8479418884529308	0.967642394884143
TCA cycle VII (acetate-producers)	0.3666713141713558	0.8324886781118375	0.967642394884143
polyisoprenoid biosynthesis (E. coli)	0.3561655703322515	0.8368731399390665	0.967642394884143
acetyl-CoA fermentation to butanoate II	0.3523617665284462	0.838466305097253	0.967642394884143
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.3578769413705159	0.8361573460027982	0.967642394884143
octane oxidation	0.34004945421617094	0.8436439554631947	0.967642394884143
superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.36557319223982176	0.8329458906567261	0.967642394884143
toluene degradation III (aerobic) (via p-cresol)	0.35125142984851987	0.8389319242805242	0.967642394884143
D-galacturonate degradation I	0.3063139329805722	0.8579950347717034	0.969262402393394
adenosylcobalamin biosynthesis I (early cobalt insertion)	0.2838368592293729	0.8676920315726482	0.9699820796438668
protocatechuate degradation II (ortho-cleavage pathway)	0.29359483903984485	0.8634688816402052	0.9699820796438668
formaldehyde assimilation II (RuMP Cycle)	0.2762166928833665	0.8710043164149008	0.9699820796438668
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	0.2848920348920103	0.8672343685547936	0.9699820796438668
4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.2796576338243142	0.8695070675643944	0.9699820796438668
ketogluconate metabolism	0.2681720580179724	0.8745148277231306	0.9711326132222867
toluene degradation I (aerobic) (via o-cresol)	0.2417447995432868	0.8861470249418801	0.9785060106400479
toluene degradation II (aerobic) (via 4-methylcatechol)	0.2417447995432868	0.8861470249418801	0.9785060106400479
superpathway of sulfate assimilation and cysteine biosynthesis	0.22844642261313197	0.8920588160442404	0.9822670109251187
fucose degradation	0.2018579293579421	0.9039972463397284	0.9925282613421854
superpathway of glycolysis and Entner-Doudoroff	0.19645729062398232	0.9064416264298529	0.9925282613421854
L-glutamate degradation V (via hydroxyglutarate)	0.1803564278564238	0.913768324517044	0.997763741533931
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.09258591925259907	0.9547622144337709	1.0
thiazole biosynthesis I (E. coli)	0.025434839601530257	0.987363104865644	1.0
isopropanol biosynthesis	0.057917904199571046	0.9714563398911006	1.0
superpathway of vanillin and vanillate degradation	0.0	1.0	1.0
ergothioneine biosynthesis I (bacteria)	0.0	1.0	1.0
2-nitrobenzoate degradation I	0.0	1.0	1.0
catechol degradation II (meta-cleavage pathway)	0.0	1.0	1.0
catechol degradation to 2-oxopent-4-enoate II	0.0	1.0	1.0
catechol degradation I (meta-cleavage pathway)	0.09605547437768953	0.9531073501923024	1.0
superpathway of bacteriochlorophyll a biosynthesis	0.0	1.0	1.0
superpathway of L-tryptophan biosynthesis	0.0714901362592399	0.9648862423861595	1.0
superpathway of 2,3-butanediol biosynthesis	0.1266541541541244	0.9386364170205685	1.0
L-tryptophan degradation XII (Geobacillus)	0.0	1.0	1.0
L-rhamnose degradation II	0.0	1.0	1.0
glycogen degradation II (eukaryotic)	0.0	1.0	1.0
norspermidine biosynthesis	0.07703458117599503	0.9622150673316884	1.0
nicotinate degradation I	0.0	1.0	1.0
2-aminophenol degradation	0.0	1.0	1.0
meta cleavage pathway of aromatic compounds	0.0	1.0	1.0
superpathway of aerobic toluene degradation	0.0	1.0	1.0
2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	0.0	1.0	1.0
phospholipases	0.0	1.0	1.0
superpathway of N-acetylneuraminate degradation	0.08199139615808804	0.9598332590657288	1.0
L-tryptophan degradation IX	0.0	1.0	1.0
superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	0.0	1.0	1.0
aerobic respiration I (cytochrome c)	0.08642504575080191	0.9577078336150017	1.0
glycine betaine degradation I	0.0	1.0	1.0
vanillin and vanillate degradation II	0.0	1.0	1.0
superpathway of (R,R)-butanediol biosynthesis	0.016778564278553176	0.9916458096878173	1.0
vanillin and vanillate degradation I	0.0	1.0	1.0
mevalonate pathway I	0.09190130606802427	0.9550890917767814	1.0
ectoine biosynthesis	0.0	1.0	1.0
sulfate reduction I (assimilatory)	0.1310089851756686	0.9365948390155966	1.0
