	statistic	p-value	adjusted-p
1,4-dihydroxy-6-naphthoate biosynthesis II	9.493986990715877	0.008677745705766394	0.13514091230633113
superpathway of sulfur oxidation (Acidianus ambivalens)	9.353724447686416	0.009308175082323827	0.13514091230633113
superpathway of menaquinol-8 biosynthesis II	9.388703664918177	0.00914679410196457	0.13514091230633113
NAD biosynthesis I (from aspartate)	8.584243300559137	0.013675879062648054	0.19146230687707277
formaldehyde assimilation I (serine pathway)	8.5	0.014264233908999254	0.19281309283888648
thiazole biosynthesis I (E. coli)	8.382157316367852	0.01512995601712286	0.19769809195707203
GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	8.113004791976481	0.01730945498255833	0.21888085010202793
mono-trans, poly-cis decaprenyl phosphate biosynthesis	7.989592924447028	0.018411193402744715	0.2255371191836228
pantothenate and coenzyme A biosynthesis I	7.517299016772654	0.02331520611333384	0.2371091065392283
mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	7.463618485742318	0.023949466214433043	0.2371091065392283
superpathway of Clostridium acetobutylicum acidogenic fermentation	7.579671325671743	0.02259931545338492	0.2371091065392283
L-ornithine biosynthesis	7.671980431848851	0.02157995906769307	0.2371091065392283
6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	7.5029578754578665	0.023482990281363456	0.2371091065392283
pyruvate fermentation to butanoate	7.543763998979918	0.023008720114584096	0.2371091065392283
L-histidine biosynthesis	7.443234528629262	0.024194806789717173	0.2371091065392283
superpathway of (R,R)-butanediol biosynthesis	7.717752554463061	0.021091687420613823	0.2371091065392283
octane oxidation	7.300357129271243	0.025986488096658766	0.2484561788753716
phosphopantothenate biosynthesis I	7.052683632157311	0.029412314962132684	0.27451493964657175
polyisoprenoid biosynthesis (E. coli)	6.5505590900327775	0.03780629918946641	0.34465277400629846
thiamin salvage II	6.174562849431254	0.04562582319027699	0.38053665362451977
glycogen biosynthesis I (from ADP-D-Glucose)	6.152025737420445	0.046142868037397936	0.38053665362451977
inosine-5'-phosphate biosynthesis III	6.14705031810297	0.04625780099653891	0.38053665362451977
1,4-dihydroxy-6-naphthoate biosynthesis I	6.132467210091989	0.046596324933614666	0.38053665362451977
L-glutamate and L-glutamine biosynthesis	6.2055388471177935	0.044924614668858824	0.38053665362451977
pyruvate fermentation to propanoate I	5.6920054945055085	0.05807600198085285	0.4646080158468228
mycothiol biosynthesis	5.641454975630325	0.05956259588096365	0.466970751706755
chorismate biosynthesis from 3-dehydroquinate	5.523977250819371	0.06316602980573591	0.4855114447813426
glycolysis V (Pyrococcus)	5.426448907414424	0.06632260738543741	0.49997042490560506
isopropanol biosynthesis	5.288075523850197	0.07107371067707675	0.5159424923224831
isoprene biosynthesis II (engineered)	5.315516124163112	0.070105217236627	0.5159424923224831
peptidoglycan biosynthesis IV (Enterococcus faecium)	5.0931810294968045	0.07834833863968835	0.5584099772137788
superpathway of L-serine and glycine biosynthesis I	5.019961924040899	0.08126978643869617	0.5688885050708733
GDP-mannose biosynthesis	4.757367939078449	0.0926724570705255	0.5751721643929214
chorismate biosynthesis I	4.911253132832087	0.0858094132973313	0.5751721643929214
superpathway of aromatic amino acid biosynthesis	4.852047426257968	0.08838758917620841	0.5751721643929214
methanol oxidation to carbon dioxide	4.734889292369669	0.09371990807550545	0.5751721643929214
myo-inositol degradation I	4.937732311548075	0.08468081944736561	0.5751721643929214
NAD salvage pathway I	4.882461924040911	0.08705362577307604	0.5751721643929214
L-tryptophan biosynthesis	4.730929246192375	0.09390565949272185	0.5751721643929214
flavin biosynthesis I (bacteria and plants)	4.7903773857721035	0.09115547690968268	0.5751721643929214
L-arginine biosynthesis II (acetyl cycle)	4.656445440524351	0.0974688226056573	0.578905734263904
glycogen degradation I (bacterial)	4.66479901677269	0.09706256500150516	0.578905734263904
methylerythritol phosphate pathway I	4.493450935029841	0.1057449234387975	0.6058271742616362
methylerythritol phosphate pathway II	4.493450935029841	0.1057449234387975	0.6058271742616362
aerobic respiration I (cytochrome c)	4.476631719536216	0.10663794648993087	0.6058271742616362
Bifidobacterium shunt	4.417017061885474	0.10986438571246285	0.6152405599897919
superpathway of L-alanine biosynthesis	4.260615481010234	0.11880072843019211	0.6559138809103564
heterolactic fermentation	4.203560825139732	0.12223859925913955	0.6570887231507423
L-isoleucine biosynthesis IV	4.201477250819323	0.12236601221939845	0.6570887231507423
TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	4.110983227299016	0.12802987886761485	0.6782123312987166
UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	4.070482888884873	0.1306489342365197	0.6828584296095429
adenosine nucleotides degradation IV	4.0332704574212555	0.13310257216510932	0.6865290564305638
superpathway of polyamine biosynthesis II	3.990954308849041	0.13594877013105167	0.6915378217321095
myo-, chiro- and scillo-inositol degradation	3.9667808945440584	0.13760191350791975	0.6915378217321095
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	3.856986215538825	0.14536708605477322	0.7122987216683888
superpathway of &beta;-D-glucuronide and D-glucuronate degradation	3.863857721226111	0.1448684976791642	0.7122987216683888
adenosylcobalamin salvage from cobinamide II	3.7637203585887846	0.15230652463925964	0.7331897689267254
chitin derivatives degradation	3.7497866192816036	0.153371329214264	0.7331897689267254
reductive acetyl coenzyme A pathway	3.6741012133806796	0.15928653261066975	0.746587458365879
4-hydroxyphenylacetate degradation	3.6550231436839136	0.16081324248882115	0.746587458365879
superpathway of fucose and rhamnose degradation	3.641706188548312	0.16188758663545846	0.746587458365879
TCA cycle VIII (helicobacter)	3.5820816464237737	0.16678648405068083	0.7602360668356615
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	2.7394128956094113	0.25418156415825366	0.7681890630995548
superpathway of hexitol degradation (bacteria)	2.808322729901647	0.2455729161749048	0.7681890630995548
L-valine biosynthesis	2.5703118372855442	0.2766074520110507	0.7681890630995548
L-valine degradation I	2.9442034560111585	0.22944275182012502	0.7681890630995548
reductive TCA cycle I	3.3252241179872613	0.18964297394918683	0.7681890630995548
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	2.5823814343551135	0.2749432085028948	0.7681890630995548
D-fructuronate degradation	2.719623578176197	0.2567090878586128	0.7681890630995548
superpathway of guanosine nucleotides de novo biosynthesis I	2.5774893965682963	0.275616547950296	0.7681890630995548
pyrimidine deoxyribonucleosides salvage	3.4335608251397502	0.1796435961041347	0.7681890630995548
L-isoleucine biosynthesis I (from threonine)	2.5703118372855442	0.2766074520110507	0.7681890630995548
superpathway of L-methionine biosynthesis (transsulfuration)	2.7550125313283047	0.2522067060334787	0.7681890630995548
superpathway of guanosine nucleotides de novo biosynthesis II	2.6119254867938935	0.27091159110923246	0.7681890630995548
toluene degradation III (aerobic) (via p-cresol)	2.6427516593681544	0.2667680220030141	0.7681890630995548
superpathway of aerobic toluene degradation	3.2151893147772035	0.20036899097686636	0.7681890630995548
L-arginine biosynthesis III (via N-acetyl-L-citrulline)	2.870200501253123	0.2380914939967627	0.7681890630995548
S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	2.586360558787412	0.27439673568476736	0.7681890630995548
L-isoleucine biosynthesis II	3.1409292461923997	0.2079485422126044	0.7681890630995548
L-isoleucine biosynthesis III	3.0788389242336507	0.2145055939105981	0.7681890630995548
aromatic compounds degradation via &beta;-ketoadipate	2.6373600374562245	0.26748814838560653	0.7681890630995548
superpathway of salicylate degradation	2.980674327194866	0.2252966808927964	0.7681890630995548
catechol degradation III (ortho-cleavage pathway)	2.6373600374562245	0.26748814838560653	0.7681890630995548
superpathway of phenylethylamine degradation	3.528475311590433	0.17131733949639627	0.7681890630995548
glycerol degradation to butanol	2.92247541931755	0.23194901146034155	0.7681890630995548
starch degradation V	3.0716420859841946	0.21527886538511867	0.7681890630995548
CMP-legionaminate biosynthesis I	3.237660632423409	0.1981303134150147	0.7681890630995548
4-methylcatechol degradation (ortho cleavage)	2.980674327194866	0.2252966808927964	0.7681890630995548
superpathway of branched amino acid biosynthesis	2.800900327742397	0.2464859798800743	0.7681890630995548
chlorophyllide a biosynthesis III (aerobic, light independent)	2.5907119029493515	0.2738003873322963	0.7681890630995548
L-histidine degradation I	2.7362579525737374	0.25458284475721754	0.7681890630995548
superpathway of D-glucarate and D-galactarate degradation	3.3108557642158547	0.19101030832422933	0.7681890630995548
fucose degradation	2.8177862926547164	0.24441366365126568	0.7681890630995548
D-galactarate degradation I	3.3108557642158547	0.19101030832422933	0.7681890630995548
gallate degradation II	2.7007437352606694	0.2591438755068451	0.7681890630995548
gallate degradation I	2.718052260524078	0.2569108528680704	0.7681890630995548
L-methionine salvage cycle III	2.586360558787412	0.27439673568476736	0.7681890630995548
L-arginine biosynthesis IV (archaebacteria)	3.358720358588812	0.18649326012440828	0.7681890630995548
taxadiene biosynthesis (engineered)	2.924040871409318	0.23176752996216785	0.7681890630995548
superpathway of pyrimidine deoxyribonucleoside salvage	3.2337733757470914	0.19851577958695635	0.7681890630995548
dTDP-N-acetylthomosamine biosynthesis	2.8380894544052353	0.24194503004484466	0.7681890630995548
superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	3.3748873610930956	0.18499181825202088	0.7681890630995548
methylgallate degradation	2.700656933700752	0.25915512279723246	0.7681890630995548
pyrimidine deoxyribonucleotides de novo biosynthesis I	2.5926821862348106	0.27353078798751423	0.7681890630995548
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	2.574637073452834	0.27600990210227083	0.7681890630995548
nitrate reduction I (denitrification)	2.669464160112544	0.26322869022532314	0.7681890630995548
L-lysine biosynthesis I	3.1472855214960305	0.2072887022075365	0.7681890630995548
dTDP-L-rhamnose biosynthesis I	2.9792423366107528	0.22545805001850486	0.7681890630995548
pyridoxal 5'-phosphate biosynthesis I	2.8196756313861897	0.24418288257371634	0.7681890630995548
L-arginine biosynthesis I (via L-ornithine)	3.198247059957623	0.2020735518111434	0.7681890630995548
chlorophyllide a biosynthesis I (aerobic, light-dependent)	2.8270252396246875	0.2432872050386814	0.7681890630995548
adenosylcobalamin salvage from cobinamide I	3.435258820127274	0.1794911438662131	0.7681890630995548
phenylacetate degradation I (aerobic)	3.4846706744446516	0.1751109795463664	0.7681890630995548
L-tyrosine degradation I	3.0246263356770102	0.2203995666642439	0.7681890630995548
chlorophyllide a biosynthesis II (anaerobic)	2.5907119029493515	0.2738003873322963	0.7681890630995548
TCA cycle I (prokaryotic)	3.236540871409318	0.1982412737747233	0.7681890630995548
catechol degradation to &beta;-ketoadipate	2.5583083648182106	0.27827256877585915	0.7681890630995548
allantoin degradation to glyoxylate III	2.5923983034509206	0.27356961608389296	0.7681890630995548
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	2.4927822555035193	0.28754062403031677	0.7773512042750633
tetrapyrrole biosynthesis I (from glutamate)	2.517337574705948	0.2840318817742863	0.7773512042750633
cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	2.4927822555035193	0.28754062403031677	0.7773512042750633
creatinine degradation I	2.4340443225989272	0.2961106250211207	0.7950367466320499
superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	2.399196067090827	0.30131530621800034	0.8035074832480009
superpathway of hexuronide and hexuronate degradation	2.261185656448788	0.3228418099434729	0.8079112630196013
arginine, ornithine and proline interconversion	2.310845864661644	0.31492431705846324	0.8079112630196013
Calvin-Benson-Bassham cycle	2.297811837285508	0.31698338534390674	0.8079112630196013
superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	2.2931501831502032	0.31772308051434306	0.8079112630196013
pyrimidine deoxyribonucleotide phosphorylation	2.363778195488692	0.3066988069753837	0.8079112630196013
L-glutamate degradation V (via hydroxyglutarate)	2.243939712502135	0.3256377029517781	0.8079112630196013
cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	2.2862566027397992	0.31882009481922985	0.8079112630196013
superpathway of glycol metabolism and degradation	2.336520628494327	0.3109073521476157	0.8079112630196013
superpathway of arginine and polyamine biosynthesis	2.279895411605935	0.31983574693255495	0.8079112630196013
L-lysine fermentation to acetate and butanoate	2.252009022248565	0.32432651408261665	0.8079112630196013
L-methionine biosynthesis III	2.2885217852322626	0.31845920637883685	0.8079112630196013
glyoxylate cycle	2.2147194910352255	0.330430230279459	0.8145246031901219
L-1,2-propanediol degradation	2.2024773389158963	0.3324590217102538	0.8145246031901219
superpathway of L-isoleucine biosynthesis I	2.1882470599575754	0.33483294941916814	0.8152454420640616
formaldehyde oxidation I	2.1482952573742295	0.3415887917346971	0.8229035793790657
L-arginine degradation II (AST pathway)	2.13262330926581	0.34427598729124176	0.8229035793790657
superpathway of L-aspartate and L-asparagine biosynthesis	2.138615770194747	0.343246000898788	0.8229035793790657
pyruvate fermentation to isobutanol (engineered)	2.1119491035280475	0.3478532610563238	0.823986075872332
TCA cycle IV (2-oxoglutarate decarboxylase)	2.1057513977251006	0.3489328790683855	0.823986075872332
superpathway of L-threonine biosynthesis	2.0305243878927968	0.36230742256493764	0.837580482227951
toluene degradation I (aerobic) (via o-cresol)	2.0136724100104497	0.3653731185229072	0.837580482227951
toluene degradation II (aerobic) (via 4-methylcatechol)	2.0136724100104497	0.3653731185229072	0.837580482227951
peptidoglycan biosynthesis II (staphylococci)	2.026345443892084	0.36306524522881284	0.837580482227951
superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2.017025737420454	0.3647610239580603	0.837580482227951
protocatechuate degradation II (ortho-cleavage pathway)	1.9996813902827	0.3679380508220955	0.8385564879201247
3-phenylpropanoate degradation	1.9761485509026462	0.3722929348004323	0.838728910584882
methanogenesis from acetate	1.982737212021337	0.37106849676746856	0.838728910584882
CMP-pseudaminate biosynthesis	1.879160777269076	0.39079178163235767	0.8490525867536545
superpathway of L-methionine biosynthesis (by sulfhydrylation)	1.8452250819356664	0.3974792525996383	0.8490525867536545
4-deoxy-L-threo-hex-4-enopyranuronate degradation	1.8529014844804124	0.3959565712745859	0.8490525867536545
urea cycle	1.8588239830344833	0.3947857795228315	0.8490525867536545
protein N-glycosylation (bacterial)	1.8791040804075845	0.3908028601231435	0.8490525867536545
superpathway of glyoxylate bypass and TCA	1.8399204742625557	0.39853488765987866	0.8490525867536545
superpathway of sulfate assimilation and cysteine biosynthesis	1.8643300559089653	0.3937004145970122	0.8490525867536545
superpathway of purine nucleotides de novo biosynthesis II	1.891021785232283	0.3884810480951703	0.8490525867536545
androstenedione degradation	1.9318534116993833	0.3806303039200697	0.8490525867536545
superpathway of demethylmenaquinol-6 biosynthesis II	1.879160777269076	0.39079178163235767	0.8490525867536545
glutaryl-CoA degradation	1.7735634972339442	0.41197947508971255	0.8729511039738774
adenosine deoxyribonucleotides de novo biosynthesis II	1.732269616348617	0.4205740108939734	0.8782384881616644
guanosine deoxyribonucleotides de novo biosynthesis II	1.732269616348617	0.4205740108939734	0.8782384881616644
glucose degradation (oxidative)	1.7293139451670878	0.4211960096285533	0.8782384881616644
superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	1.6867927002040246	0.43024677046461246	0.8830195498540737
superpathway of L-arginine and L-ornithine degradation	1.6867927002040246	0.43024677046461246	0.8830195498540737
L-lysine biosynthesis VI	1.6944491035280862	0.4286028477044156	0.8830195498540737
cis-vaccenate biosynthesis	1.6477250819356186	0.4387337504199458	0.8843436479519411
succinate fermentation to butanoate	1.6594835278947244	0.436161904508403	0.8843436479519411
hexitol fermentation to lactate, formate, ethanol and acetate	1.6348814343551226	0.4415602873030613	0.8843436479519411
superpathway of lipopolysaccharide biosynthesis	1.6219353218209809	0.4444278026697255	0.8843436479519411
superpathway of purine nucleotides de novo biosynthesis I	1.6642085984191226	0.4351326729056787	0.8843436479519411
UDP-N-acetyl-D-glucosamine biosynthesis I	1.6278928089454325	0.44310593594205205	0.8843436479519411
superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	1.5952019471756103	0.45040821022224087	0.8917172646824163
L-histidine degradation II	1.5451453096283567	0.4618234264370993	0.8977464255760551
fatty acid &beta;-oxidation I	1.5417235396182605	0.4626142295060284	0.8977464255760551
L-lysine biosynthesis III	1.5441353383458818	0.46205669953106143	0.8977464255760551
enterobacterial common antigen biosynthesis	1.5480699247886924	0.4611485920678803	0.8977464255760551
catechol degradation to 2-oxopent-4-enoate II	1.3391558060121416	0.511924614029911	0.8981751699135441
tetrapyrrole biosynthesis II (from glycine)	1.4160280508965002	0.4926215605134787	0.8981751699135441
norspermidine biosynthesis	1.3377491077332404	0.5122848024209011	0.8981751699135441
superpathway of polyamine biosynthesis I	1.2873202236360157	0.5253660024201323	0.8981751699135441
N10-formyl-tetrahydrofolate biosynthesis	1.462086466165374	0.48140650883700165	0.8981751699135441
pentose phosphate pathway (non-oxidative branch)	1.3835102178522902	0.5006965205076406	0.8981751699135441
purine nucleobases degradation I (anaerobic)	1.4098578176209458	0.4941437022710724	0.8981751699135441
superpathway of L-phenylalanine biosynthesis	1.4873303450935396	0.47536841143702646	0.8981751699135441
ketogluconate metabolism	1.2811453877027483	0.5269905333676407	0.8981751699135441
heme biosynthesis II (anaerobic)	1.3674450549450512	0.5047346024911934	0.8981751699135441
superpathway of glycerol degradation to 1,3-propanediol	1.3520932138037551	0.5086238127477547	0.8981751699135441
D-galacturonate degradation I	1.5092939078465406	0.47017657942895896	0.8981751699135441
polymyxin resistance	1.3669003514257234	0.5048720865695108	0.8981751699135441
NAD biosynthesis II (from tryptophan)	1.282047533582437	0.5267528758029625	0.8981751699135441
superpathway of L-tyrosine biosynthesis	1.3104072681704224	0.5193362972468928	0.8981751699135441
pentose phosphate pathway	1.526348563717022	0.46618427558253184	0.8981751699135441
formaldehyde assimilation II (RuMP Cycle)	1.5063924233660941	0.47085917947173817	0.8981751699135441
L-tryptophan degradation XII (Geobacillus)	1.3824406564564315	0.5009643549522906	0.8981751699135441
sucrose degradation III (sucrose invertase)	1.4174893965683282	0.4922617467898912	0.8981751699135441
glycolysis II (from fructose 6-phosphate)	1.43336610757666	0.4883694676307314	0.8981751699135441
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	1.282047533582437	0.5267528758029625	0.8981751699135441
meta cleavage pathway of aromatic compounds	1.366378084552524	0.5050039427678017	0.8981751699135441
superpathway of pyrimidine ribonucleotides de novo biosynthesis	1.3889396568343955	0.4993391132279563	0.8981751699135441
sulfate reduction I (assimilatory)	1.313427800269892	0.5185525532487121	0.8981751699135441
2-nitrobenzoate degradation I	1.323214466890136	0.5160213009482906	0.8981751699135441
2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	1.3391558060121416	0.511924614029911	0.8981751699135441
biotin biosynthesis I	1.4401518218623437	0.4867153075453837	0.8981751699135441
catechol degradation II (meta-cleavage pathway)	1.3233098062932538	0.5159967029531705	0.8981751699135441
pyrimidine deoxyribonucleotides biosynthesis from CTP	1.269782803333156	0.5299930415534571	0.8993821311210181
superpathway of pyrimidine ribonucleosides salvage	1.2570546558704336	0.5333767118904812	0.9012227200908131
superpathway of sulfolactate degradation	1.2388094372822047	0.5382647612223803	0.9055784823998846
superpathway of tetrahydrofolate biosynthesis	1.1889468864468995	0.5518530713516823	0.9131047276199756
superpathway of ornithine degradation	1.191593070875538	0.5511234016661137	0.9131047276199756
O-antigen building blocks biosynthesis (E. coli)	1.191211201079625	0.5512286404031265	0.9131047276199756
pyrimidine deoxyribonucleotides de novo biosynthesis IV	1.1882127929591904	0.5520556644028934	0.9131047276199756
purine ribonucleosides degradation	1.174293907846561	0.5559110642430807	0.9156182234591917
8-amino-7-oxononanoate biosynthesis I	1.1360482938114842	0.5666439385192532	0.9293908949771851
pyrimidine deoxyribonucleotides de novo biosynthesis II	1.123109697320217	0.5703216103080111	0.931525296836418
superpathway of tetrahydrofolate biosynthesis and salvage	1.0952862926546914	0.5783112003282856	0.9385027837121962
superpathway of N-acetylneuraminate degradation	1.0915871409292208	0.579381820557019	0.9385027837121962
thiazole biosynthesis II (Bacillus)	1.0782470599575618	0.5832592376460378	0.9408955603178881
superpathway of demethylmenaquinol-6 biosynthesis I	1.0211215538847114	0.6001589291391909	0.9448285149500515
4-aminobutanoate degradation V	1.0364502846449262	0.5955766742889217	0.9448285149500515
superpathway of heme biosynthesis from glycine	1.026933993430845	0.598417267444028	0.9448285149500515
superpathway of methylglyoxal degradation	1.031201438024403	0.5971417724376922	0.9448285149500515
superpathway of demethylmenaquinol-9 biosynthesis	1.0211215538847114	0.6001589291391909	0.9448285149500515
adenine and adenosine salvage III	1.0413283208019948	0.5941258220598225	0.9448285149500515
superpathway of glycolysis and Entner-Doudoroff	0.9785651629072731	0.6130660614154508	0.9457413723923686
methylphosphonate degradation I	0.948538172353949	0.6223397670059898	0.9457413723923686
superpathway of chorismate metabolism	0.9981716284587985	0.6070853949380661	0.9457413723923686
mixed acid fermentation	0.9530157123577965	0.6209480498532034	0.9457413723923686
gluconeogenesis I	0.948015712357801	0.6225023620585542	0.9457413723923686
superpathway of S-adenosyl-L-methionine biosynthesis	0.9448563716984495	0.6234864876624142	0.9457413723923686
coenzyme M biosynthesis I	0.9442469014654022	0.6236765148423897	0.9457413723923686
homolactic fermentation	0.9414656834393895	0.6245444083355262	0.9457413723923686
superpathway of L-tryptophan biosynthesis	0.9404398322099539	0.624864835330672	0.9457413723923686
2-methylcitrate cycle I	0.9739234575226694	0.6144905498091076	0.9457413723923686
enterobactin biosynthesis	0.9057586273375478	0.6357948607455197	0.9467741785459083
preQ0 biosynthesis	0.9031578947368075	0.6366221647389206	0.9467741785459083
creatinine degradation II	0.9000148214021528	0.6376234263676525	0.9467741785459083
L-rhamnose degradation I	0.9237574705995826	0.6300987440445569	0.9467741785459083
nitrate reduction VI (assimilatory)	0.9122615419328058	0.6337309580697554	0.9467741785459083
purine nucleotides degradation II (aerobic)	0.7891420859841674	0.6739690810116097	0.9494333657616936
L-methionine biosynthesis I	0.7874575862733764	0.6745369704914778	0.9494333657616936
superpathway of menaquinol-10 biosynthesis	0.7813847117794239	0.6765882724218588	0.9494333657616936
pyrimidine deoxyribonucleotides de novo biosynthesis III	0.8226817042606172	0.662760989601318	0.9494333657616936
superpathway of histidine, purine, and pyrimidine biosynthesis	0.7624893965682986	0.6830107376142796	0.9494333657616936
guanosine nucleotides degradation III	0.7632311548101143	0.6827574701610508	0.9494333657616936
ubiquinol-7 biosynthesis (prokaryotic)	0.7877744551237355	0.6744301090797822	0.9494333657616936
glycolysis III (from glucose)	0.7625298823982689	0.6829969116259236	0.9494333657616936
superpathway of menaquinol-6 biosynthesis I	0.7813847117794239	0.6765882724218588	0.9494333657616936
(5Z)-dodec-5-enoate biosynthesis	0.8430055909003045	0.6560601544075343	0.9494333657616936
superpathway of menaquinol-9 biosynthesis	0.7813847117794239	0.6765882724218588	0.9494333657616936
ubiquinol-8 biosynthesis (prokaryotic)	0.7877744551237355	0.6744301090797822	0.9494333657616936
fatty acid salvage	0.8536382816470527	0.6525815669203339	0.9494333657616936
L-leucine degradation I	0.8807364679391158	0.6437993086543707	0.9494333657616936
superpathway of ubiquinol-8 biosynthesis (prokaryotic)	0.8362792287651736	0.6582703180049446	0.9494333657616936
TCA cycle VI (obligate autotrophs)	0.8704781183728301	0.6471099510072137	0.9494333657616936
ubiquinol-9 biosynthesis (prokaryotic)	0.7877744551237355	0.6744301090797822	0.9494333657616936
ubiquinol-10 biosynthesis (prokaryotic)	0.7877744551237355	0.6744301090797822	0.9494333657616936
fatty acid elongation -- saturated	0.740119529593187	0.6906930502741524	0.951487984627065
CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.7301195295931961	0.694155163596092	0.951487984627065
superpathway of L-threonine metabolism	0.7230156883576466	0.6966251316019583	0.951487984627065
toluene degradation IV (aerobic) (via catechol)	0.7442364672539562	0.6892727424899733	0.951487984627065
sulfoglycolysis	0.7282425668898095	0.6948069210555832	0.951487984627065
superpathway of thiamin diphosphate biosynthesis II	0.6975766338924245	0.7055424658472387	0.951702001954257
adenosylcobalamin biosynthesis II (late cobalt incorporation)	0.681722996163805	0.7111573980494352	0.951702001954257
cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0.681722996163805	0.7111573980494352	0.951702001954257
gondoate biosynthesis (anaerobic)	0.6915784653942296	0.7076616233211335	0.951702001954257
acetyl-CoA fermentation to butanoate II	0.6811850942468695	0.7113486902362176	0.951702001954257
L-glutamate degradation VIII (to propanoate)	0.7089967383267723	0.7015252616636162	0.951702001954257
superpathway of taurine degradation	0.6678564305904842	0.716105185781529	0.954806914375372
superpathway of (Kdo)2-lipid A biosynthesis	0.5108055800795718	0.7746044321667525	0.9741300712413952
TCA cycle VII (acetate-producers)	0.4569630807788485	0.7957409861376314	0.9741300712413952
queuosine biosynthesis	0.4482721226141848	0.7992063859058008	0.9741300712413952
protocatechuate degradation I (meta-cleavage pathway)	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.4988779641411156	0.7792378268574085	0.9741300712413952
anhydromuropeptides recycling	0.2748809523809541	0.87158622858579	0.9741300712413952
superpathway of purine deoxyribonucleosides degradation	0.42380374011952426	0.8090440851190108	0.9741300712413952
CDP-diacylglycerol biosynthesis II	0.4496471949103693	0.7986570914772302	0.9741300712413952
superpathway of adenosine nucleotides de novo biosynthesis I	0.37573163678428045	0.8287258995462082	0.9741300712413952
superpathway of pyrimidine nucleobases salvage	0.2915958164642234	0.8643323599903705	0.9741300712413952
