	statistic	p-value	adjusted-p
g__Hominiventricola	27.486263826177797	1.0750623338500746e-06	0.00019136109542531327
g__Fusicatenibacter	23.722061979007194	7.060243693911777e-06	0.0006283616887581482
g__Otoolea	20.6600433744965	3.2638379158086e-05	0.001452407872534827
g__Parabacteroides	20.797118783246827	3.0476355892580472e-05	0.001452407872534827
g__Hominilimicola	19.553511218940965	5.67556351082632e-05	0.00202050060985417
g__CAG-170	18.57219546375182	9.27041116621672e-05	0.00235733312512368
g__Lentihominibacter	18.628448178941934	9.013301002498025e-05	0.00235733312512368
g__Alistipes	16.503901312689784	0.00026074942836844044	0.004141019645082368
g__Gallintestinimicrobium	16.367380261781943	0.00027916986371341807	0.004141019645082368
g__Gemmiger	16.71924526926928	0.0002341326706612746	0.004141019645082368
g__Dysosmobacter	16.961969139925362	0.00020737442754023309	0.004141019645082368
g__Bittarella	16.450846407046274	0.00026775900863062763	0.004141019645082368
g__Eubacterium_R	15.856365865506348	0.00036044076335659447	0.004935265836728755
g__Evtepia	14.576685125105985	0.0006834599065514812	0.008689704526154546
g__Acetatifactor	14.116717594524422	0.000860188680145641	0.009006681474466123
g__Lawsonibacter	14.141795419226248	0.0008494701892227435	0.009006681474466123
g__Ruminococcus_E	14.15107827569563	0.0008455365701690065	0.009006681474466123
g__Vescimonas	13.733627693366536	0.001041791088449572	0.010192029068970876
g__Lachnoclostridium_B	13.646987798291933	0.0010879132152272282	0.010192029068970876
g__Limivivens	13.426657370580713	0.0012146143192594094	0.010810067441408744
g__Mediterraneibacter	12.588268806752216	0.0018471074512217708	0.014944778468976147
g__Guopingia	12.605328163453246	0.0018314192216768155	0.014944778468976147
g__Oliverpabstia	12.468942153661795	0.001960665981781502	0.015173849772048144
g__Anthropogastromicrobium	12.001615648442046	0.002476750589194405	0.01836923353652517
g__Anaerotignum	11.83899269989061	0.0026865529187954655	0.019128256781823713
g__Hominicoprocola	11.556064477555358	0.003094799246451248	0.02052655479986842
g__Choladousia	11.54396511856856	0.003113578537058693	0.02052655479986842
g__Anaerotruncus	11.294968494852721	0.0035263771173329596	0.022417683103045243
g__Anaerotardibacter	11.222216891869833	0.003657013508544024	0.022446496707615043
g__Barnesiella	11.079139409932816	0.003928216766861271	0.023307419483376873
g__Enterococcus_A	10.924684533235238	0.004243604442039589	0.024366502925259572
g__Anaerobutyricum	10.848138320297194	0.0044091684819452075	0.024525999680820216
g__Faecousia	10.767616071428716	0.00459030854647655	0.02475984609917654
g__Agathobaculum	10.574350507414637	0.005056022086831648	0.026469762689883335
g__Onthenecus	9.88249445752335	0.007145680513907184	0.035331420318763296
g__Agathobacter	9.917502876728621	0.007021689373754932	0.035331420318763296
g__Enterocloster	9.773101576629756	0.00754741024617994	0.03630916280594674
g__Adlercreutzia	9.477127297139287	0.008751206971112868	0.04099249581205502
g__Eubacterium_I	9.381942965012685	0.009177765785046471	0.04188826435226338
g__Clostridium_AP	9.219228202770637	0.00995565944184346	0.0426050510576484
g__Pseudoscilispira	9.199792790631925	0.010052877215849621	0.0426050510576484
g__Ruthenibacterium	9.259234264476842	0.009758494600180374	0.0426050510576484
g__JAGTTR01	8.532546390243278	0.014033987748750004	0.05677385952903411
g__Ruminococcus_B	8.54216270132766	0.013966672114482328	0.05677385952903411
g__UBA3402	8.307125026641145	0.015708355459502468	0.062135272706476424
g__Collinsella	8.16540360961042	0.016861846635351636	0.06524801524114328
g__Merdimmobilis	7.975056309302223	0.01854549911552416	0.06877289255340209
g__Angelakisella	7.988185510297244	0.018424154049514006	0.06877289255340209
g__Dorea_D	7.845512279780266	0.01978648520201968	0.07043988731919006
g__Leuconostoc	7.848876085686915	0.01975323422441956	0.07043988731919006
g__Kineothrix	7.7558375089509655	0.020693849375624865	0.07083663824733127
g__Dorea	7.762169972086676	0.02062843147523329	0.07083663824733127
g__Brotaphodocola	7.4575137446377635	0.024022680541632317	0.08067994597001042
g__Lacticaseibacillus	7.3524739707877345	0.025318068064335144	0.08345585398984547
g__Bariatricus	7.230816178767768	0.02690594294682656	0.08707741535518415
g__Hominenteromicrobium	7.119574950480901	0.02844486931085923	0.09041404888094541
g__Merdibacter	6.8613887987766295	0.03236445910757565	0.10061662014787329
g__Fusobacterium	6.835556728980881	0.03278519083470029	0.10061662014787329
g__Avimonas	6.773627861524984	0.03381624634894088	0.1020218957646013
g__CAG-269	6.720969619902222	0.034718423026987716	0.10299798831339689
g__Coprococcus_A	6.674774539485017	0.035529665991383776	0.10367673026993954
g__Merdivicinus	6.634799154972282	0.03624696673399338	0.10406387223630356
g__Holdemania	6.59669144646852	0.03694423286378056	0.10438211825004667
g__Roseburia_D	6.548896096310037	0.03783774808159808	0.10523623685194466
g__Phocaeicola	6.365365946435057	0.041474231462434584	0.11357558769712855
g__Hominibacterium	6.169573900875295	0.04573977770184654	0.12335879440801037
g__Ruminococcus_C	5.9566435460018266	0.05087814733771404	0.13516880934497164
g__CAG-177	5.796334435915341	0.055124158096496394	0.14429559031141703
g__Paraprevotella	5.424512266604074	0.06638686002304264	0.1712588562913274
g__Dorea_A	5.3137527354416765	0.07016705586870199	0.17842479920898505
g__Veillonella	5.202876406772878	0.07416683448062204	0.18398728426948827
g__Ruminiclostridium_E	5.196012124536476	0.07442182285057952	0.18398728426948827
g__Butyribacter	5.061242380535008	0.07960955224390136	0.19411644245773207
g__Eubacterium_G	4.971603806554897	0.08325876226086634	0.19929237774420627
g__UMGS1202	4.95455546877495	0.0839715074764914	0.19929237774420627
g__Alistipes_A	4.670876755132552	0.09676805228365304	0.22082965777551591
g__Parasutterella	4.715277835162363	0.0946434205152165	0.22082965777551591
g__Monoglobus	4.69205741676956	0.09574865400734026	0.22082965777551591
g__Faecalibacterium	4.612027605062393	0.09965771617751357	0.22454523391895465
g__Fusobacterium_A	4.533311851471769	0.1036582419915507	0.2306395884312003
g__Sutterella	4.431895604127342	0.10905010733478661	0.23257036077132442
g__Lachnoclostridium_A	4.432933190360363	0.10899354756242545	0.23257036077132442
g__Lachnospira	4.491512374514153	0.10584746959540801	0.23257036077132442
g__Blautia_A	4.419058448424731	0.10975230508309691	0.23257036077132442
g__Hominimerdicola	4.290978675820179	0.11701076522931876	0.2450343083625734
g__Sarcina	4.266794299742243	0.11843427070752181	0.24513139751091723
g__Eisenbergiella	4.230785487648052	0.12058592087620089	0.24671602202257195
g__Pararoseburia	4.111655664884507	0.12798684005194136	0.25888247192324504
g__Wujia	4.026105927609249	0.13358023588646167	0.26716047177292335
g__Roseburia	3.95695734182331	0.1382794459155089	0.27074061435185187
g__Allisonella	3.941793070481822	0.13933188425812004	0.27074061435185187
g__Gordonibacter	3.9331780646241223	0.1399333512380358	0.27074061435185187
g__Pauljensenia	3.906134064597657	0.1418383808939189	0.2714756107431996
g__CAG-238	3.801255774765206	0.14947473645078008	0.2830479051940304
g__Lactiplantibacillus	3.7580491781840246	0.1527390164232278	0.28618468340352154
g__Clostridium_A	3.733073801326502	0.15465833264087034	0.2867623251049471
g__Murimonas	3.45739288855595	0.1775156607683244	0.32242640425267083
g__Coprococcus	3.457986996955852	0.1774629368270579	0.32242640425267083
g__Peptostreptococcus	3.4119202244546614	0.1815979480383036	0.3265094419274549
g__Terrisporobacter	3.3910468858300993	0.18350315046009125	0.3266356078189624
g__Gemella	3.1966807097117345	0.202231872778356	0.3529144446524252
g__Faecalibacillus	3.213889759581369	0.2004992285666722	0.3529144446524252
g__Butyricicoccus	3.1255270810614744	0.20955615333337396	0.3621455853722385
g__Pediococcus	3.0776947384837046	0.21462834614200674	0.36434264932091215
g__CAG-217	3.0749674199568355	0.21492122572300998	0.36434264932091215
g__Enterococcus	2.954043600724389	0.22831664940379337	0.380034153489141
g__Senegalimassilia	2.952897737055263	0.22844749676032633	0.380034153489141
g__Hominifimenecus	2.921190112130816	0.23209812223419002	0.38238210256808286
g__Butyricimonas	2.9035411397417112	0.2341553324714665	0.38238210256808286
g__Pseudobutyricicoccus	2.844043634839075	0.2412258089870618	0.38643470351165693
g__Tyzzerella	2.828154094545777	0.24314992580508749	0.38643470351165693
g__Longicatena	2.848020870596861	0.2407465796903635	0.38643470351165693
g__Acutalibacter	2.7963866637010426	0.24704288551697906	0.38914720019488735
g__Enterococcus_B	2.7381767947043056	0.2543387097459608	0.3956555398583511
g__Alitiscatomonas	2.728125434074146	0.2556201521556763	0.3956555398583511
g__Coprobacter	2.6952642504954456	0.25985483644595697	0.39874276627052013
g__Latilactobacillus	2.6648823955183842	0.2638324074303398	0.40138605574872205
g__Limosilactobacillus	2.633733950960957	0.2679735558662704	0.4042312961372554
g__Flavonifractor	2.6025977876102675	0.27217803297445015	0.4066131024772273
g__Odoribacter	2.5883699226562555	0.2741211926812768	0.4066131024772273
g__Thomasclavelia	2.5506496487423296	0.27934021697277744	0.410930236538466
g__Klebsiella	2.527542037027882	0.28258637624394334	0.41160019360200134
g__Intestinibacter	2.514603999155172	0.2844203585002594	0.41160019360200134
g__Granulicatella	2.3974635239892885	0.3015764401857218	0.4322113395020297
g__Eubacterium_F	2.384620823085284	0.30351919908850405	0.4322113395020297
g__Anaeromassilibacillus	2.3048468510795757	0.3158703527971599	0.44622954601503545
g__Lactobacillus	2.050780910274874	0.3586563988293762	0.49875655462210133
g__Bifidobacterium	2.0597601414635993	0.3570497787201943	0.49875655462210133
g__Nanosynbacter	1.9294249757438744	0.38109275277800947	0.5218039230345053
g__Allocoprobacillus	1.9442292666025445	0.37828226345784427	0.5218039230345053
g__URXU01	1.8858688406396846	0.3894832492706051	0.5292215142760894
g__Citrobacter	1.762132207085238	0.41434094578258573	0.5465804083942475
g__Streptococcus	1.7740107757453036	0.4118873506082571	0.5465804083942475
g__Schaedlerella	1.7700994966921566	0.41269364194223035	0.5465804083942475
g__Enterococcus_D	1.7611652413169063	0.4145413209731652	0.5465804083942475
g__RUG11247	1.7152154560268964	0.4241756129501514	0.5551710228318157
g__Faecalimonas	1.6337954745309384	0.44180011077281567	0.5698581138953709
g__Weissella	1.6405850100180253	0.44030284488057714	0.5698581138953709
g__Muricomes	1.5489992490883375	0.46093436354749906	0.5737504665136702
g__Mediterraneibacter_A	1.5612508186634482	0.45811940953908614	0.5737504665136702
g__Lactonifactor	1.5883348831310617	0.45195735923958535	0.5737504665136702
g__Aristaeella	1.5544388537247453	0.45968241649298824	0.5737504665136702
g__Actinomyces	1.5597016726805784	0.45847439392347733	0.5737504665136702
g__Turicibacter	1.4241925878395578	0.490614646217165	0.6022717725976232
g__Laedolimicola	1.431883685724873	0.48873158660270233	0.6022717725976232
g__Prevotella	1.3975112571164743	0.4972036249926819	0.6061797619773793
g__Holdemanella	1.2936517252774005	0.5237054543942758	0.6341467406951096
g__Eubacterium	1.278696314731772	0.5276362477729938	0.6345895412404925
