	statistic	p-value	adjusted-p
g__Merdimonas	1.215474171577502	0.5445818177181277	0.6505742520391056
g__Haemophilus_D	1.150583675277241	0.5625406743070358	0.6675482668443492
g__Catenibacterium	1.1167540828499207	0.572136865185044	0.6700023815982753
g__Blautia	1.1280498695180352	0.5689146052536778	0.6700023815982753
g__Bacteroides	0.9766578353651416	0.613650999180138	0.7139207702880037
g__Megamonas	0.9438825563824177	0.6237901419277208	0.7210041900203525
g__Clostridium	0.8913928578508611	0.6403781428384339	0.7330782608537263
g__Fournierella	0.8848607159209491	0.6424730825459624	0.7330782608537263
g__Lancefieldella	0.8370593830954288	0.6580135918601683	0.7460281487331843
g__Eggerthella	0.7390155325499435	0.6910744170640667	0.7736556367132319
g__Hungatella	0.7434404702926433	0.6895471265928483	0.7736556367132319
g__Amedibacterium	0.674026789825563	0.7138992772201214	0.784407847809763
g__Anaerofustis	0.6764480470686118	0.7130355332643039	0.784407847809763
g__Corynebacterium	0.69300469738586	0.7071571583903026	0.784407847809763
g__Limisoma	0.6303507010303335	0.7296609166330374	0.7968076267526422
g__Massilioclostridium	0.6137265138371679	0.7357512029154245	0.7985592324325949
g__Negativibacillus	0.5644347194728003	0.7541097536204805	0.813524461481488
g__Slackia	0.5352915378974122	0.7651787831861496	0.8204929120911726
g__Enterobacter	0.4661627967846313	0.7920890961211762	0.8398924059373081
g__Lactococcus	0.4646021088149311	0.7927074393116166	0.8398924059373081
g__Scatomonas	0.39071204608633886	0.8225417620989808	0.8663457612640153
g__Ligilactobacillus	0.2854703096652754	0.8669836549229606	0.9077828857428646
g__Dialister	0.2712295618845274	0.8731789328756591	0.9089230997185223
g__Rothia	0.2322650176589855	0.8903572352853405	0.9214162086092477
g__Anaerostipes	0.15254017885844254	0.9265659171009496	0.9533452788668729
g__Sellimonas	0.11573506500554603	0.9437749586633731	0.9654709347246001
g__Pseudoflavonifractor_A	0.096529610785669	0.9528814255254184	0.9692165356772828
g__Anaeroglobus	0.08178240418977871	0.9599335630273486	0.9708418989708412
g__CAG-488	0.029928097222948747	0.985147356381782	0.9907131606551254
g__Phascolarctobacterium	0.0022559995352614453	0.9988726361849666	0.9988726361849666
