Node	DegreeCentrality	Betweenness	Cluster
g__Acetatifactor	0.07865168539325842	0.22778345250255363	c1
g__Gemella	0.056179775280898875	0.16279366700715014	c1
g__Hominifimenecus	0.033707865168539325	0.043283963227783454	c1
g__Hominiventricola	0.10112359550561797	0.3306945863125639	c1
g__Lachnospira	0.056179775280898875	0.1218079673135853	c1
g__Merdimonas	0.056179775280898875	0.10929519918283964	c1
g__Murimonas	0.19101123595505617	0.6405771195097038	c1
g__Ruminococcus_B	0.24719101123595505	0.6938202247191011	c1
g__Acutalibacter	0.02247191011235955	0.019662921348314606	c1
g__Allocoprobacillus	0.011235955056179775	0.0	c1
g__Hominenteromicrobium	0.02247191011235955	0.03881511746680286	c1
g__Agathobacter	0.056179775280898875	0.11784984678243106	c1
g__Anaerobutyricum	0.033707865168539325	0.019662921348314606	c1
g__Anaerostipes	0.06741573033707865	0.07252298263534218	c1
g__Anthropogastromicrobium	0.0449438202247191	0.019662921348314606	c1
g__Granulicatella	0.033707865168539325	0.120658835546476	c1
g__Agathobaculum	0.011235955056179775	0.0	c1
g__Alistipes	0.06741573033707865	0.0986976506639428	c1
g__Anaerotignum	0.0449438202247191	0.028855975485188968	c1
g__Dysosmobacter	0.033707865168539325	0.0	c1
g__Lawsonibacter	0.033707865168539325	0.0	c1
g__Lentihominibacter	0.07865168539325842	0.08605720122574055	c1
g__Parabacteroides	0.033707865168539325	0.011874361593462718	c1
g__Rothia	0.033707865168539325	0.07494892747701737	c1
g__Alitiscatomonas	0.02247191011235955	0.008937691521961185	c1
g__Brotaphodocola	0.02247191011235955	0.01787538304392237	c1
g__Enterocloster	0.02247191011235955	0.010469867211440246	c1
g__Amedibacterium	0.011235955056179775	0.0	c1
g__Collinsella	0.011235955056179775	0.0	c1
g__Enterococcus	0.011235955056179775	0.0	c1
g__Faecalibacterium	0.011235955056179775	0.0	c1
g__Vescimonas	0.02247191011235955	0.041496424923391215	c1
g__Dorea	0.07865168539325842	0.551200204290092	c1
g__Lactonifactor	0.011235955056179775	0.0	c1
g__Bacteroides	0.0449438202247191	0.06422369765066395	c1
g__Flavonifractor	0.15730337078651685	0.6096782431052095	c1
g__Phocaeicola	0.10112359550561797	0.17070990806945863	c1
g__Ruthenibacterium	0.033707865168539325	0.13419305413687438	c1
g__Bariatricus	0.10112359550561797	0.6299795709908069	c1
g__Blautia_A	0.06741573033707865	0.6627936670071501	c1
g__Dorea_A	0.0449438202247191	0.11159346271705822	c1
g__Limivivens	0.056179775280898875	0.3097548518896834	c1
g__Pseudoflavonifractor_A	0.10112359550561797	0.46220633299284986	c1
g__Sellimonas	0.07865168539325842	0.6255107252298264	c1
g__Bifidobacterium	0.033707865168539325	0.03907048008171604	c1
g__Catenibacterium	0.011235955056179775	0.0	c1
g__Clostridium_A	0.011235955056179775	0.0	c1
g__Hominicoprocola	0.1797752808988764	0.6735188968335036	c1
g__Thomasclavelia	0.12359550561797752	0.5084269662921348	c1
g__Wujia	0.056179775280898875	0.0003830439223697651	c1
g__CAG-170	0.011235955056179775	0.0	c1
g__CAG-217	0.011235955056179775	0.0	c1
g__Holdemanella	0.02247191011235955	0.019662921348314606	c1
g__Choladousia	0.12359550561797752	0.20377936670071503	c1
g__Coprococcus_A	0.12359550561797752	0.5851634320735445	c1
g__Hungatella	0.0449438202247191	0.5403472931562819	c1
g__Roseburia_D	0.06741573033707865	0.049923391215526046	c1
g__Clostridium	0.011235955056179775	0.0	c1
g__Intestinibacter	0.02247191011235955	0.0005107252298263534	c1
g__Eubacterium_I	0.056179775280898875	0.440755873340143	c1
g__Oliverpabstia	0.10112359550561797	0.38470377936670075	c1
g__Onthenecus	0.10112359550561797	0.3209908069458631	c1
g__Eggerthella	0.06741573033707865	0.43577630234933606	c1
g__Pediococcus	0.06741573033707865	0.44675689479060265	c1
g__Enterobacter	0.011235955056179775	0.0	c1
g__Klebsiella	0.011235955056179775	0.0	c1
g__Enterococcus_A	0.033707865168539325	0.0	c1
g__Roseburia	0.0449438202247191	0.4669305413687436	c1
g__Enterococcus_B	0.011235955056179775	0.0	c1
g__Faecalimonas	0.07865168539325842	0.3609550561797753	c1
g__Fusobacterium_A	0.011235955056179775	0.0	c1
g__Fusicatenibacter	0.011235955056179775	0.0	c1
g__Sarcina	0.033707865168539325	0.07699182839632278	c1
g__Gemmiger	0.011235955056179775	0.0	c1
g__Haemophilus_D	0.0449438202247191	0.058094994892747706	c1
g__Nanosynbacter	0.033707865168539325	0.06128702757916241	c1
g__Streptococcus	0.02247191011235955	0.0	c1
g__Veillonella	0.033707865168539325	0.00012768130745658836	c1
g__Laedolimicola	0.011235955056179775	0.0	c1
g__Turicibacter	0.02247191011235955	0.0005107252298263534	c1
g__Lachnoclostridium_B	0.011235955056179775	0.0	c1
g__Lacticaseibacillus	0.033707865168539325	0.028600612870275793	c1
g__Latilactobacillus	0.011235955056179775	0.0	c1
g__Leuconostoc	0.02247191011235955	0.0002553626149131767	c1
g__Paraprevotella	0.02247191011235955	0.0	c1
g__Otoolea	0.011235955056179775	0.0	c1
g__Megamonas	0.011235955056179775	0.0	c1
g__URXU01	0.011235955056179775	0.0	c1
g__UBA3402	0.011235955056179775	0.0	c1
g__Terrisporobacter	0.011235955056179775	0.0	c1
