#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Leuconostoc	0.1578	0.1958	0.5524	0.2957	0.3686	0.2198	0.3756	0.5624	0.1528	0.6334	0.2957	0.3716	0.5065	0.9351	0.0490	0.4605	0.9051	0.2607	0.8192	0.5035	0.6034	0.8492	0.3806	0.9221	0.9121	0.7732	0.6713	0.2028	0.8262	0.4695	0.9111	0.9600	0.4875	0.0589	0.5914	0.5644	0.4665	0.0939	0.0280	0.2048	0.8931	0.5664	0.9401	0.0480	0.5864	0.8042	0.9730	0.0959	0.4176	0.9770	0.6623	0.3966	0.2827	0.6284	0.4156	0.3686	0.7712	0.4406	0.2867	0.4496	0.3007	0.8971	0.5614	0.4226	0.6474	0.5155	0.7303	0.3077	0.1548	0.9451	0.6663	0.1179	0.1109	0.3267	0.6613	0.0959	0.5115	0.9441	0.2348	0.5355	0.1369	0.2138	0.4825	0.7592	0.0040	0.1818	0.3297	0.1898	0.0010	0.1099	0.1708	1.0000	0.9850	0.7243	0.7742	0.7413	0.5475	0.5195	0.5195	0.7662	0.7063	0.1499	0.2897	0.2727	0.6653	0.1758	0.5704	0.8092	0.3107	0.4655	0.0010	0.8501	0.7532	0.3796	0.5604	0.1409	0.8112	0.3546	0.9830	0.5345	0.8012	0.5534	0.6434	0.1309	0.9540	0.4016	0.5964	0.4555	0.8252	0.7912	0.6793	0.4665	0.6054	0.9041	0.3037	0.4076	0.4476	0.8472	0.4106	0.6923	0.1838	0.5614	0.6923	0.0589	0.1409	0.0679	0.8821
g__Ligilactobacillus	0.0150	0.8422	0.5415	0.9600	0.5485	0.1219	0.3077	0.8102	0.9441	0.0769	0.4955	0.8202	0.9700	0.8382	0.2298	0.3516	0.8821	0.7792	0.1469	0.2587	0.5435	0.8232	0.2408	0.1059	0.6583	0.1658	0.3157	0.3516	0.6603	0.7493	0.8292	0.5135	0.4725	0.9121	0.3417	0.3067	0.1868	0.7103	0.7283	0.9880	0.8232	0.0979	0.4715	0.5225	0.3536	0.1259	0.0120	0.0300	0.1548	0.4056	0.3716	0.1818	0.6084	0.0030	0.7632	0.3986	0.8931	0.8322	0.2188	0.0979	0.0709	0.7133	0.7323	0.5554	0.2677	0.8881	0.5914	0.7273	0.3117	0.0300	0.2078	0.1439	0.4505	0.2458	0.0659	0.1538	0.8152	0.1289	0.2537	0.1319	0.2068	0.1738	0.0529	0.0050	0.8561	0.7073	0.4935	0.0190	0.6494	0.0739	0.0509	0.9850	1.0000	0.5884	0.0500	0.0709	0.4625	0.9471	0.5325	0.1339	0.2597	0.4525	0.5824	0.6374	0.2338	0.0080	0.3197	0.6154	0.1309	0.0719	0.6194	0.0390	0.2517	0.6943	0.9880	0.5095	0.0200	0.2138	0.0669	0.6454	0.2268	0.4785	0.0240	0.7992	0.1279	0.4436	0.5524	0.1109	0.1728	0.8092	0.8142	0.4585	0.0979	0.9510	0.7393	0.8541	0.8382	0.9481	0.1768	0.1708	0.7532	0.6464	0.6364	0.3117	0.1958	0.1768	0.1359
g__Limivivens	0.0549	0.2048	0.1099	0.0080	0.3816	0.5225	0.8801	0.6324	0.0390	0.0330	0.0020	0.0420	0.9251	0.0020	0.3057	0.1409	0.0589	0.6184	0.8032	0.0010	0.3686	0.0330	0.4935	0.0849	0.0050	0.3516	0.8162	0.8861	0.2697	0.2887	0.2757	0.0180	0.2338	0.4156	0.0290	0.1588	0.0060	0.5495	0.1778	0.4785	0.5924	0.3936	0.1249	0.9141	0.0380	0.0030	0.0020	0.0519	0.9710	0.1928	0.0030	0.6803	0.0859	0.0110	0.4645	0.0020	0.0010	0.0599	0.0150	0.0490	0.0929	0.7532	0.0480	0.0260	0.7692	0.6913	0.1938	0.1658	0.1728	0.9900	0.0100	0.3786	0.0380	0.2358	0.0589	0.0300	0.3646	0.6254	0.0320	0.0440	0.3267	0.0060	0.1469	0.4565	0.2957	0.3077	0.7443	0.0040	0.9191	0.1988	0.1229	0.7243	0.5884	1.0000	0.3676	0.0440	0.0150	0.0060	0.3117	0.1049	0.2108	0.0030	0.5465	0.2418	0.0030	0.3616	0.0899	0.0460	0.0010	0.0080	0.0230	0.7682	0.4515	0.2897	0.8881	0.0699	0.0160	0.3007	0.5025	0.1808	0.4795	0.4476	0.0010	0.4925	0.1369	0.2118	0.4106	0.9321	0.0020	0.9241	0.3227	0.3397	0.9461	0.3377	0.0060	0.8521	0.7992	0.3706	0.0010	0.6344	0.9810	0.0030	0.8731	0.5265	0.9191	0.4965	0.1339
g__Limosilactobacillus	0.0210	0.9960	0.2587	0.5674	0.3287	0.0669	0.8781	0.1399	0.8851	0.5764	0.0539	0.6384	0.8322	0.2478	0.7592	0.9530	0.8042	0.5514	0.4575	0.4705	0.7283	0.4505	0.7113	0.5684	0.8941	0.8661	0.7662	0.3786	0.8322	0.8372	0.4236	0.0480	0.3277	0.1439	0.9361	0.7383	0.9261	0.0380	0.5455	0.8931	0.8901	0.4086	0.0330	0.5804	0.6064	0.0120	0.0759	0.2358	0.4086	0.0200	0.3037	0.2627	0.9081	0.2428	0.3776	0.3007	0.6474	0.1658	0.1948	0.1668	0.2947	0.6993	0.5924	0.1249	0.6164	0.1299	0.6074	0.5804	0.2258	0.0699	0.5145	0.2917	0.2228	0.8032	0.6643	0.1389	0.2108	0.0689	0.5544	0.7213	0.4386	0.2567	0.1548	0.0010	0.4525	0.5764	0.1748	0.0749	0.2138	0.2937	0.1249	0.7742	0.0500	0.3676	1.0000	0.5075	0.6633	0.1728	0.3377	0.5295	0.3636	0.5345	0.4705	0.1768	0.5345	0.0020	0.1299	0.2088	0.5814	0.9241	0.4286	0.5085	0.8561	0.8022	0.7842	0.8182	0.0739	0.6763	0.5285	0.7073	0.7433	0.1129	0.0330	0.8122	0.0140	0.9510	0.3866	0.3646	0.4765	0.9950	0.8931	0.3666	0.9980	0.8122	0.4935	0.0240	0.0200	0.7902	0.6853	0.5714	0.2737	0.9101	0.7443	0.0080	0.4775	0.4735	0.1808
g__Longicatena	0.0010	0.0779	0.4316	0.1508	0.6693	0.0120	0.2667	0.6813	0.1089	0.4216	0.3137	0.0809	0.0509	0.4935	0.3037	0.2577	0.2058	0.9011	0.5774	0.0020	0.0649	0.2537	0.2917	0.0460	0.4386	0.8112	0.5604	0.4625	0.3387	0.7752	0.9650	0.0150	0.7612	0.3127	0.0080	0.0460	0.0010	0.0480	0.0939	0.0270	0.7672	0.0649	0.0070	0.2557	0.0969	0.0050	0.0050	0.0819	0.5375	0.0140	0.0010	0.0899	0.7013	0.0020	0.0450	0.0060	0.0470	0.3467	0.0240	0.0969	0.0020	0.1888	0.1099	0.0669	0.1798	0.3027	0.3946	0.7972	0.0749	0.4476	0.0020	0.0549	0.0899	0.7463	0.0010	0.0060	0.4545	0.1379	0.0649	0.0789	0.0030	0.0170	0.1668	0.0639	0.4436	0.4356	0.0519	0.0250	0.5035	0.2717	0.0030	0.7413	0.0709	0.0440	0.5075	1.0000	0.0450	0.6983	0.9620	0.0060	0.9590	0.0140	0.0989	0.7463	0.0030	0.0849	0.1319	0.3586	0.0080	0.0020	0.5355	0.0060	0.0200	0.5864	0.9411	0.0979	0.0010	0.0040	0.7582	0.0280	0.0659	0.9930	0.0120	0.3766	0.0400	0.0160	0.1828	0.8062	0.0020	0.7932	0.8292	0.9640	0.0110	0.6314	0.0110	0.5355	0.6184	0.4915	0.0190	0.1688	0.2138	0.0140	0.8322	0.5504	0.4935	0.3796	0.0729
g__Massilioclostridium	0.0100	0.0380	0.7403	0.0070	0.4885	0.3536	0.5954	0.3177	0.1219	0.2537	0.0100	0.3986	0.1329	0.3746	0.2707	0.6883	0.1948	0.2188	0.8621	0.1229	0.1289	0.1588	0.6234	0.0140	0.0749	0.1199	0.4535	0.4026	0.7812	0.1968	0.8861	0.2258	0.3167	0.7423	0.0170	0.0709	0.0250	0.2418	0.6114	0.8282	0.7133	0.9590	0.1139	0.2358	0.5275	0.0120	0.0370	0.0769	0.8012	0.0689	0.3397	0.1748	0.6164	0.1079	0.3187	0.1329	0.0240	0.0180	0.0679	0.0060	0.4026	0.5215	0.1499	0.1658	0.2917	0.4835	0.3546	0.8531	0.1758	0.7433	0.0999	0.8272	1.0000	1.0000	0.0080	0.2897	0.2098	0.5604	0.0180	0.3357	0.0020	0.1558	0.0190	0.1998	0.3576	0.5425	0.3606	0.2098	0.2687	0.7283	0.1678	0.5475	0.4625	0.0150	0.6633	0.0450	1.0000	0.4186	0.1319	0.1049	0.6713	0.5514	0.2198	0.1808	0.0969	0.3007	0.0859	0.8072	0.1159	0.1249	0.2088	0.9780	0.1778	0.2707	0.4535	0.2268	0.0569	0.2358	0.9161	0.2008	0.0579	0.8571	0.0040	0.6044	0.0210	0.1818	0.7742	0.5025	0.1728	0.7982	0.7802	0.5544	0.1558	0.9760	0.3487	0.4486	0.6134	0.3137	0.0659	0.1309	0.6633	0.0170	0.2458	0.3506	0.7722	0.7832	0.0300
g__Mediterraneibacter	0.6414	0.4196	0.4096	0.7812	0.0230	0.0290	0.9141	0.0210	0.0260	0.9830	0.7962	0.0180	0.5475	0.9820	0.5205	0.7373	0.5365	0.4615	0.8232	0.2238	0.1678	0.3027	0.6284	0.0120	0.6084	0.9051	0.7323	0.6354	0.1419	0.3007	0.4935	0.4436	0.6973	0.9590	0.5534	0.9890	0.1698	0.1968	0.8132	0.7413	0.9121	0.7602	0.1359	0.6583	0.6254	0.4715	0.3876	0.0420	0.7892	0.9630	0.0020	0.2977	0.4565	0.6833	0.7522	0.1888	0.4376	0.1728	0.2517	0.9850	0.4955	0.9201	0.3107	0.9021	0.9291	0.7782	0.5025	0.7303	0.4096	0.9840	0.1179	0.3996	0.2328	0.6164	0.2368	0.2348	0.2907	0.8292	0.8571	0.5105	0.4645	0.4476	0.9690	0.0060	0.0410	0.3906	0.2847	0.4615	0.6943	0.4256	0.4056	0.5195	0.9471	0.0060	0.1728	0.6983	0.4186	1.0000	0.9051	0.2108	0.4685	0.0400	0.4795	0.8032	0.1329	0.7393	0.0430	0.2468	0.0699	0.8062	0.0200	0.7273	0.4925	0.7303	0.5145	0.0719	0.3926	0.1958	0.2537	0.0070	0.8232	0.7772	0.0320	0.2418	0.0060	0.5375	0.6713	0.7652	0.2907	0.5984	0.5145	0.9560	0.5125	0.6044	0.2238	0.3556	0.3157	0.9680	0.0679	0.3606	0.8442	0.0759	0.3846	0.7652	0.9850	0.7702	0.1359
g__Megamonas	0.0150	0.0689	0.3556	0.5075	0.9800	0.3996	0.1289	0.0090	0.4236	0.8791	0.9540	0.1499	0.7782	0.0509	0.7083	0.4875	0.0380	0.3766	0.3656	0.5435	0.7572	0.2238	0.0110	0.7343	0.1219	0.5514	0.8631	0.8262	0.2567	0.7692	0.0370	0.8801	0.7153	0.6973	0.7473	0.5325	0.9071	0.2827	0.5644	0.7622	0.9530	0.5754	0.5195	0.0739	0.9341	0.4735	0.7153	0.4735	0.6643	0.1998	0.8891	0.4585	0.0719	0.8252	0.3387	0.5604	0.9500	0.7483	0.8132	0.8801	0.3067	0.0649	0.9181	0.5445	0.2118	0.2238	0.9131	0.6174	0.0889	0.1089	0.2338	0.7373	0.5125	0.2408	0.4366	0.2468	0.8581	0.7163	0.1389	0.5514	0.4376	0.8971	0.9790	0.3546	0.3117	0.6873	0.4076	0.7033	0.9341	0.0619	0.9920	0.5195	0.5325	0.3117	0.3377	0.9620	0.1319	0.9051	1.0000	0.4825	0.4306	0.1219	0.5584	0.1289	0.3536	0.5904	0.8402	0.2717	0.1828	0.6234	0.6743	0.5025	0.2448	0.9930	0.8591	0.6244	0.4575	0.7622	0.3237	0.9271	0.4665	0.2118	0.7972	0.7842	0.3337	0.5874	0.8841	0.8032	0.5325	0.1618	0.6244	0.2408	0.3207	0.7133	0.0999	0.8831	0.7982	0.9700	0.9111	0.5614	0.8192	0.9770	0.0010	0.9730	0.8581	0.6024	0.5215
g__Merdibacter	0.0020	0.1329	0.1698	0.7263	0.6613	0.0779	0.5644	0.8931	0.0100	0.8611	0.7662	0.0010	0.0809	0.0649	0.1518	0.5574	0.2358	0.8781	0.6633	0.0090	0.1548	0.3067	0.9351	0.0330	0.3187	0.9491	0.8761	0.6973	0.2797	0.7912	0.9950	0.0170	0.7043	0.1668	0.2667	0.1548	0.0330	0.1039	0.2547	0.0519	0.2747	0.3846	0.0060	0.7552	0.3656	0.0250	0.0360	0.0719	0.4865	0.1389	0.0829	0.7013	0.9361	0.1099	0.4336	0.0749	0.0030	0.7962	0.1988	0.7123	0.0150	0.4496	0.7303	0.4995	0.8182	0.5534	0.1888	0.7772	0.0539	0.3806	0.0030	0.0519	0.0330	0.8002	0.0010	0.0030	0.4106	0.0739	0.3916	0.1039	0.0509	0.0430	0.1678	0.0829	0.9690	0.1089	0.0180	0.0150	0.7063	0.9920	0.3726	0.7662	0.1339	0.1049	0.5295	0.0060	0.1049	0.2108	0.4825	1.0000	0.4905	0.0430	0.0020	0.4695	0.0100	0.1359	0.2318	0.1149	0.1439	0.0470	0.4326	0.0470	0.2098	0.0819	0.5544	0.5475	0.0060	0.0789	0.7622	0.1049	0.8442	0.5095	0.0350	0.9311	0.0110	0.1638	0.8801	0.8012	0.0180	0.4945	0.9241	0.4575	0.4126	0.6404	0.1049	0.5365	0.8242	0.3167	0.0609	0.0400	0.9910	0.2238	0.5594	0.8072	0.0899	0.4555	0.0320
g__Merdimmobilis	0.0350	0.9690	0.3616	0.6364	0.8741	0.9960	0.9780	0.9311	0.4545	0.2577	0.0549	0.7702	0.7393	0.4625	0.9331	0.6474	0.0599	0.4925	0.9550	0.6064	0.4466	0.6324	0.9151	0.9820	0.6533	0.0539	0.5085	0.7303	0.8611	0.5035	0.8442	0.1049	0.1568	0.3187	0.6513	0.4895	0.0390	0.5315	0.2537	0.6983	0.9221	0.8492	0.1988	0.1588	0.3377	0.2398	0.4186	0.8302	0.8701	0.9600	0.9560	0.4276	0.1439	0.4625	0.6474	0.8082	0.1219	0.2807	0.7133	0.1688	0.2517	0.8242	0.6903	0.0919	0.7652	0.7902	0.3556	0.3417	0.2617	0.6713	0.2088	0.1459	0.2827	0.7373	0.8352	0.1718	0.9970	0.6354	0.0819	0.3576	0.3387	0.3167	0.8312	0.9301	0.7083	0.4595	0.3556	0.4386	0.8232	0.7263	0.0619	0.7063	0.2597	0.2108	0.3636	0.9590	0.6713	0.4685	0.4306	0.4905	1.0000	0.5974	0.5714	0.6274	0.0919	0.9461	0.7502	0.4735	0.6454	0.3337	0.6014	0.6364	0.3097	0.1938	0.6753	0.9071	0.3317	0.5165	0.0270	0.0679	0.4186	0.8442	0.1179	0.5105	0.2587	0.0919	0.4575	0.5005	0.0350	0.3417	0.7383	0.1918	0.3756	0.7113	0.8082	0.4645	0.0400	0.9850	0.3117	0.8501	0.4106	0.9031	0.3137	0.9580	0.8911	0.7233	0.0789
g__Merdimonas	0.0010	0.0020	0.3287	0.4476	0.8731	0.3287	0.8232	0.6474	0.0020	0.0949	0.4336	0.0080	0.0350	0.2078	0.8961	0.0460	0.1089	0.9690	0.2398	0.0310	0.7253	0.7133	0.9431	0.0050	0.0190	0.5385	0.3477	0.0150	0.3007	0.6424	0.8991	0.0010	0.7003	0.2158	0.0030	0.7932	0.0050	0.0270	0.0120	0.0010	0.0629	0.7592	0.0200	0.0909	0.3826	0.2388	0.1908	0.3696	0.3417	0.0989	0.0360	0.2328	0.7233	0.0789	0.1069	0.0090	0.0010	0.4466	0.0559	0.8282	0.1479	0.3696	0.0480	0.0310	0.4835	0.1319	0.4925	0.2687	0.0050	0.5025	0.0010	0.0050	0.8771	0.7253	0.0040	0.0040	0.0619	0.0230	0.7532	0.5155	0.0609	0.0080	0.1159	0.5055	0.0649	0.0290	0.0979	0.0040	0.6264	0.0500	0.0290	0.1499	0.4525	0.0030	0.5345	0.0140	0.5514	0.0400	0.1219	0.0430	0.5974	1.0000	0.0529	0.6753	0.0010	0.4136	0.2408	0.3017	0.0010	0.0040	0.1668	0.0420	0.0500	0.2418	0.6823	0.2358	0.2118	0.7043	0.5065	0.1469	0.6773	0.6384	0.1568	0.9131	0.0619	0.0130	0.1538	0.5754	0.0030	0.3307	0.2328	0.0050	0.9820	0.3816	0.0010	0.1049	0.6583	0.6953	0.0140	0.9381	0.2098	0.1459	0.9560	0.8631	0.5085	0.3596	0.0200
g__Merdivicinus	0.0050	0.0040	0.4156	0.6523	0.3996	0.6753	0.0579	0.0949	0.0090	0.8751	0.3277	0.0120	0.0260	0.2887	0.4376	0.8222	0.2218	0.8531	0.3367	0.1109	0.4825	0.2488	0.5534	0.1409	0.2078	0.2398	0.7053	0.4915	0.0549	0.3397	0.7483	0.1778	0.2557	0.0839	0.5834	0.0859	0.0939	0.0120	0.2468	0.0400	0.3766	0.5375	0.0649	0.6573	0.9041	0.3207	0.3526	0.7253	0.8272	0.7263	0.8062	0.7353	0.4905	0.2138	0.1708	0.1678	0.0190	0.3616	0.1708	0.0909	0.2088	0.9860	0.9251	0.8322	0.1279	0.5045	0.2787	0.4965	0.0180	0.6044	0.1598	0.1279	0.2048	0.8332	0.0589	0.0430	0.8232	0.3037	0.4955	0.0839	0.0340	0.4605	0.3057	0.4935	0.2887	0.5544	0.0609	0.2577	0.3057	0.9471	0.8741	0.2897	0.5824	0.5465	0.4705	0.0989	0.2198	0.4795	0.5584	0.0020	0.5714	0.0529	1.0000	0.3107	0.0869	0.7203	0.5834	0.5395	0.6953	0.4705	0.1399	0.6454	0.5844	0.0909	0.5744	0.9191	0.1199	0.1758	0.7622	0.2178	0.9141	0.4625	0.2617	0.8452	0.2517	0.9720	0.5864	0.4086	0.1818	0.5844	0.3147	0.3267	0.5455	0.4685	0.2058	0.8302	0.9131	0.5804	0.3417	0.0400	0.6124	0.3846	0.8242	0.9560	0.7183	0.8412	0.4056
g__Muricomes	0.4635	0.1479	0.6553	0.4306	0.8232	0.9770	0.3766	0.0430	0.0290	0.6833	0.8342	0.1439	0.0989	0.6474	0.1548	0.7792	0.0210	0.4605	0.4006	0.2258	0.1319	0.1189	0.0699	0.2837	0.0719	0.9341	0.8442	0.3946	0.9251	0.1339	0.4505	0.8142	0.9071	0.8452	0.6324	0.9760	0.8102	0.1658	0.6533	0.8012	0.7153	0.6953	0.0939	0.3676	0.0300	0.4006	0.1499	0.7922	0.4845	0.4006	0.4146	0.6753	0.6424	0.1229	0.7932	0.3327	0.0370	0.1908	0.4545	0.1658	0.8701	0.0999	0.8192	0.7552	0.0929	0.1389	0.1668	0.6494	0.8252	0.8801	0.1788	0.6783	0.1449	0.2767	0.2038	0.5365	0.4186	0.7762	0.9980	0.5884	0.4805	0.9970	0.0909	0.5554	0.6733	0.0280	0.8412	0.3147	0.1928	0.9051	0.5744	0.2727	0.6374	0.2418	0.1768	0.7463	0.1808	0.8032	0.1289	0.4695	0.6274	0.6753	0.3107	1.0000	0.1798	0.5385	0.4436	0.2547	0.8751	0.4815	0.0350	0.3227	0.2328	0.7832	0.5914	0.2388	0.5534	0.5045	0.7413	0.6044	0.1878	0.5145	0.3157	0.5305	0.0969	0.8082	0.9211	0.7762	0.6503	0.2937	0.5784	0.7752	0.6613	0.0879	0.3556	0.6953	0.0599	0.5764	0.1019	0.9171	0.5694	0.1169	0.5305	0.0270	0.1059	0.0849	0.1379
g__Murimonas	0.0010	0.0190	0.2567	0.0460	0.9231	0.3217	0.7522	0.4605	0.0110	0.0140	0.0619	0.0250	0.2458	0.3786	0.4086	0.0639	0.0100	0.2058	0.0100	0.0010	0.0430	0.0380	0.1469	0.0120	0.1339	0.7702	0.0250	0.3786	0.0070	0.6154	0.1029	0.0010	0.7732	0.0280	0.0200	0.3786	0.0010	0.0250	0.0010	0.0020	0.0170	0.9371	0.0050	0.0030	0.0939	0.0589	0.0110	0.1229	0.4555	0.0040	0.0010	0.0120	0.7083	0.0140	0.1349	0.1598	0.0010	0.6474	0.1269	0.0110	0.0010	0.7263	0.1339	0.0080	0.9940	0.8452	0.0020	0.0909	0.0010	0.0919	0.0010	0.0010	0.4745	0.8352	0.0020	0.0010	0.0070	0.0040	0.1129	0.0400	0.0370	0.0220	0.1349	0.3706	0.0509	0.0110	0.0310	0.0080	0.1638	0.3227	0.0210	0.6653	0.2338	0.0030	0.5345	0.0030	0.0969	0.1329	0.3536	0.0100	0.0919	0.0010	0.0869	0.1798	1.0000	0.3387	0.1638	0.9221	0.0020	0.0020	0.2807	0.8741	0.0250	0.2498	0.6444	0.2787	0.0040	0.0989	0.1379	0.0010	0.9351	0.6833	0.0010	0.7682	0.2228	0.0110	0.4456	0.1708	0.0010	0.3007	0.0629	0.0040	0.0470	0.9291	0.0010	0.2178	0.7972	0.9421	0.0010	0.2767	0.8991	0.2667	0.5475	0.9321	0.8372	0.8671	0.0050
g__Nanosynbacter	0.0729	0.6394	0.2348	0.2517	0.7333	0.0020	0.7473	0.0110	0.6124	0.2448	0.1319	0.4955	0.7203	0.9161	0.1798	0.1978	0.1678	0.5415	0.6873	0.0110	0.2178	0.6693	0.0410	0.0040	0.6094	0.7183	0.0989	0.2997	0.4855	0.4555	0.4276	0.1119	0.8781	0.2338	0.7502	0.7153	0.4555	0.0020	0.8611	0.5105	0.4036	0.0040	0.4865	0.2967	0.3487	0.0529	0.0579	0.0020	0.5175	0.0080	0.1269	0.0180	0.5534	0.1039	0.3686	0.3616	0.6553	0.9381	0.0290	0.0989	0.0050	0.1009	0.6703	0.0250	0.0420	0.0010	0.5125	0.1688	0.7363	0.0739	0.0090	0.0549	0.0250	0.7762	0.0270	0.3187	0.5375	0.0220	0.0310	0.0849	0.2987	0.0909	0.1798	0.0160	0.2987	0.7802	0.0030	0.0030	0.0180	0.0030	0.0100	0.1758	0.0080	0.3616	0.0020	0.0849	0.3007	0.7393	0.5904	0.1359	0.9461	0.4136	0.7203	0.5385	0.3387	1.0000	0.0450	0.7493	0.7962	0.3037	0.8022	0.1099	0.3157	0.7682	0.6464	0.4436	0.0310	0.1828	0.4466	0.7542	0.0440	0.9730	0.0470	0.2398	0.1169	0.2188	0.0070	0.1848	0.0040	0.2777	0.7003	0.0829	0.0010	0.4006	0.3676	0.0020	0.1449	0.8062	0.5105	0.0979	0.4146	0.9341	0.2068	0.0010	0.0230	1.0000	0.2847
g__Negativibacillus	0.5604	0.0080	0.9321	0.1369	0.5345	0.7023	0.7852	0.6513	0.0030	0.4386	0.8681	0.0450	0.3107	0.0160	0.5814	0.2458	0.0230	0.9790	0.6713	0.0579	0.1988	0.2567	0.5714	0.7373	0.6703	0.1838	0.1558	0.4366	0.1828	0.8791	0.7512	0.0629	0.3746	0.8951	0.1638	0.7652	0.0390	0.8292	0.0040	0.3247	0.0739	0.0030	0.5445	0.7333	0.9191	0.1349	0.1738	0.2348	0.5455	0.1858	0.3506	0.6843	0.7662	0.3936	0.3926	0.1259	0.0020	0.8232	0.9720	0.6124	0.5694	0.5475	0.3636	0.4396	0.1219	0.0839	0.5315	0.9650	0.1449	0.0529	0.7283	0.3966	0.5524	0.9371	0.2757	0.0549	0.3297	0.6523	0.2697	0.7233	0.5155	0.5275	0.3816	0.4406	0.0230	0.0330	0.8482	0.7273	0.6883	0.3117	0.1499	0.5704	0.3197	0.0899	0.1299	0.1319	0.0859	0.0430	0.8402	0.2318	0.7502	0.2408	0.5834	0.4436	0.1638	0.0450	1.0000	0.7153	0.0999	0.2757	0.5415	0.4675	0.3526	0.1998	0.9151	0.3896	0.0619	0.4116	0.6234	0.1638	0.9550	0.3487	0.0529	0.7073	0.8092	0.2498	0.5884	0.6613	0.2897	0.4685	0.6384	0.2687	0.8961	0.0310	0.0410	0.0739	0.0999	0.2857	0.0559	0.8901	0.6803	0.6863	0.6903	0.0370	0.1538	0.1708	0.4386
