#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Gallintestinimicrobium	0.0080	0.0240	0.9141	0.3367	0.9041	0.4006	0.8042	0.1728	0.1119	0.1149	0.1459	0.8492	0.0290	0.8052	0.1748	0.6643	0.1868	0.3087	0.8771	0.0669	0.1968	0.2607	0.0290	0.0190	0.4166	0.0230	0.6903	0.6973	0.8791	0.7722	0.2527	0.1069	0.8442	0.7053	0.2368	0.0659	0.1548	0.1918	0.5075	0.9940	0.9800	0.2238	0.4166	0.7073	0.8541	0.4805	0.2368	0.4695	0.9720	0.5984	0.9321	0.0629	0.1409	0.0080	1.0000	0.3427	0.4126	0.9331	0.0819	1.0000	0.0110	0.3716	0.4126	0.6693	0.3317	0.8921	0.9650	0.6513	0.3037	0.3526	0.3167	0.2298	0.1189	0.7872	0.0400	0.4885	0.6374	0.2218	0.0959	0.0290	0.6174	0.8641	0.2208	0.0360	0.1898	0.0839	0.1279	0.0260	0.4016	0.0919	0.0709	0.4496	0.0979	0.0490	0.1668	0.0969	0.0060	0.9850	0.8801	0.7123	0.1688	0.8282	0.0909	0.1658	0.0110	0.0989	0.6124	0.9061	0.6533	0.0759	0.0829	0.2378	0.6893	0.1588	0.0509	0.4805	0.5165	0.9990	0.0180	0.3876	0.2777	0.1928	0.0140	0.0519	0.3646	0.3916	0.9241	0.9740	0.0959	0.2587	0.7882	0.5445	0.0130	0.8751	0.5295	0.7942	0.3147	0.4895	0.4026	0.0270	0.5514	0.2448	0.5604	0.7862	0.6154	0.2917	0.0060
g__Gemella	0.0010	0.1219	0.1299	0.0619	0.6154	0.0240	0.7163	0.1548	0.2757	0.5425	0.1928	0.1179	0.1039	0.4186	0.3327	0.1718	0.1568	0.1838	0.9051	0.0090	0.8531	0.9840	0.0749	0.0300	0.5734	0.4386	0.5714	0.0979	0.0350	0.2927	0.4206	0.0010	0.8192	0.2078	0.2358	0.0370	0.0020	0.2028	0.2228	0.3986	0.2158	0.0829	0.1788	0.0320	0.0260	0.0170	0.0739	0.0040	0.9131	0.0769	0.0040	0.0050	0.4825	0.0020	0.5435	0.0739	0.0310	0.5854	0.0010	0.0110	1.0000	0.0929	0.2877	0.0040	0.1359	0.0220	0.1578	0.9081	0.0030	0.6953	0.0120	0.0030	0.0070	0.9920	0.0010	0.0030	0.0440	0.0380	0.0120	0.0020	0.1169	0.1289	0.9960	0.0939	0.0669	0.2458	0.0020	0.0010	0.0250	0.0719	0.0020	0.3007	0.0709	0.0929	0.2947	0.0020	0.4026	0.4955	0.3067	0.0150	0.2517	0.1479	0.2088	0.8701	0.0010	0.0050	0.5694	0.6134	0.0939	0.0010	0.1818	0.3377	0.1019	0.0619	0.5335	0.4845	0.0350	0.0020	0.9061	0.0020	0.1199	0.0979	0.0150	0.9071	0.5185	0.0080	0.3077	0.2717	0.0010	0.6523	0.5714	0.8871	0.0010	0.6563	0.1668	0.0190	0.4675	0.1948	0.0110	0.0190	0.4675	0.1389	0.8941	0.0879	0.1059	0.1668	0.0250
g__Gemmiger	0.9051	0.0709	0.1848	0.5185	0.3956	0.1369	0.4456	0.0340	0.8731	0.2228	0.7992	0.7832	0.1309	0.0480	0.9930	0.7892	0.0460	0.8961	0.6513	0.7013	0.9900	0.2438	0.0100	0.0470	0.9730	0.2328	0.2398	0.3906	0.2338	0.7912	0.9481	0.1768	0.5774	0.0060	0.1269	0.1828	0.1259	0.4645	0.4466	0.0030	0.9331	0.5265	0.2987	0.3816	0.4675	0.2178	0.9241	0.5475	0.3976	0.3566	0.2328	0.5584	0.0729	0.0070	0.6184	0.6444	0.2737	0.2567	0.2458	0.3716	0.0929	1.0000	0.3327	0.2458	0.5684	0.0909	0.4476	0.4476	0.6134	0.9670	0.0210	0.0599	0.2837	0.6643	0.0739	0.3746	0.1379	0.4246	0.5744	0.1678	0.3896	0.9151	0.0639	0.5514	0.8082	0.8551	0.7662	0.1459	0.1838	0.5075	0.4296	0.8971	0.7133	0.7532	0.6993	0.1888	0.5215	0.9201	0.0649	0.4496	0.8242	0.3696	0.9860	0.0999	0.7263	0.1009	0.5475	0.5864	0.8442	0.0240	0.2507	0.2258	0.3147	0.1119	0.4725	0.3566	0.1159	0.1459	0.2907	0.2737	0.8252	0.4605	0.9101	0.7483	0.5405	0.2657	0.0010	0.4146	0.0120	0.8422	0.5914	0.4995	0.0569	0.6474	0.9820	0.4126	0.9840	0.7672	0.3377	0.6014	0.2238	0.2138	0.2498	0.4186	0.9221	0.0220	0.0729
g__Gordonibacter	0.1229	0.2827	0.1129	0.3147	0.6563	0.0779	0.7862	0.6723	0.5105	0.7303	0.0200	0.2078	0.9091	0.9281	0.7383	0.8042	0.5355	0.8561	0.6663	0.6174	0.9401	0.2557	0.6633	0.7852	0.2847	0.1508	0.9401	0.8541	0.4136	0.8242	0.2897	0.2697	0.4715	0.6414	0.0230	0.3656	0.0390	0.5744	0.1159	0.4336	0.4985	0.3666	0.1049	0.0120	0.4565	0.1149	0.1309	0.4256	0.4416	0.1459	0.0090	0.9191	0.6394	0.5534	0.0350	0.1089	0.0829	0.0340	0.5684	0.4126	0.2877	0.3327	1.0000	0.0010	0.7572	0.6274	0.2737	0.1029	0.2857	0.6973	0.2448	0.4106	0.9570	0.9710	0.6214	0.0420	0.8641	0.9101	0.1928	0.4336	0.0470	0.0539	0.7782	0.5425	0.3357	0.6404	0.8741	0.1119	0.6773	0.6773	0.3437	0.5614	0.7323	0.0480	0.5924	0.1099	0.1499	0.3107	0.9181	0.7303	0.6903	0.0480	0.9251	0.8192	0.1339	0.6703	0.3636	0.8342	0.0939	0.8162	0.6943	0.1998	0.5664	0.1409	0.1638	0.0450	0.1638	0.2847	0.5844	0.5075	0.4206	0.5564	0.3796	0.1848	0.2228	0.0210	0.2208	0.7502	0.4246	0.6094	0.4625	0.0889	0.9930	0.2288	0.0899	0.7043	0.7063	0.6094	0.0260	0.7163	0.7652	0.0559	0.6603	0.9201	0.4456	0.6084	0.4286
g__Granulicatella	0.0030	0.5185	0.6414	0.0010	0.8062	0.4505	0.8002	0.2597	0.9980	0.4196	0.0030	0.7423	0.5385	0.6913	0.8272	0.1548	0.0749	0.3427	0.2587	0.0370	0.3546	0.3516	0.7153	0.8442	0.1209	0.4026	0.2627	0.3397	0.5774	0.2827	0.4555	0.0050	0.7183	0.1149	0.0659	0.4126	0.0220	0.0090	0.0569	0.0619	0.7393	0.6064	0.0310	0.0949	0.0040	0.2148	0.5994	0.4496	0.5415	0.0230	0.0899	0.0869	0.3746	0.0010	0.0490	0.2288	0.0080	0.1139	0.0110	0.6693	0.0040	0.2458	0.0010	1.0000	0.5345	0.0919	0.6713	0.2288	0.0709	0.7792	0.0020	0.2368	0.4705	0.6424	0.0200	0.0010	0.4186	0.4186	0.2527	0.0909	0.0509	0.0769	0.8531	0.6374	0.2338	0.2418	0.1029	0.0659	0.0470	0.1329	0.0170	0.4226	0.5554	0.0260	0.1249	0.0669	0.1658	0.9021	0.5445	0.4995	0.0919	0.0310	0.8322	0.7552	0.0080	0.0250	0.4396	0.7782	0.0350	0.0110	0.8412	0.5305	0.0480	0.3427	0.2298	0.1429	0.7832	0.0020	0.8462	0.0619	0.1019	0.4126	0.1489	0.3786	0.6064	0.0030	0.0789	0.7353	0.0010	0.2727	0.4476	0.0410	0.0160	0.8571	0.0350	0.0020	0.8152	0.9500	0.0100	0.9161	0.3297	0.2507	0.3796	0.1538	0.4775	0.8741	0.1439
g__Guopingia	0.6094	0.0070	0.4905	0.5564	0.0909	0.0410	0.0460	0.0669	0.2078	0.8062	0.9411	0.8472	0.0709	0.1289	0.3786	0.6354	0.2717	0.6543	0.4076	0.4675	0.6264	0.4945	0.0230	0.8222	0.2517	0.1439	0.1978	0.0909	0.4176	0.6264	0.9121	0.7562	0.1249	0.3806	0.3756	0.9241	0.2058	0.4476	0.8032	0.7333	0.9361	0.0769	0.1888	0.9291	0.1638	0.9261	0.5724	0.3267	0.6733	0.2428	0.3177	0.2677	0.7253	0.3586	0.3187	0.2438	0.2098	0.5964	0.3716	0.3317	0.1359	0.5684	0.7572	0.5345	1.0000	0.3417	0.6763	0.8002	0.9471	0.0120	0.2567	0.4016	0.1688	0.9810	0.8501	0.7682	0.3027	0.2248	0.6583	0.9620	0.7393	0.2807	0.9650	0.1718	0.7013	0.0769	0.2188	0.5145	0.0160	0.2268	0.0220	0.6474	0.2677	0.7692	0.6164	0.1798	0.2917	0.9291	0.2118	0.8182	0.7652	0.4835	0.1279	0.0929	0.9940	0.0420	0.1219	0.5365	0.5055	0.0729	0.3197	0.0829	0.5824	0.9860	0.4895	0.7542	0.4655	0.9131	0.2717	0.6354	0.1029	0.9760	0.7692	0.3646	0.1978	0.1409	0.5495	0.9001	0.2228	0.9141	0.1369	0.0100	0.1878	0.3017	0.6673	0.9700	0.3926	0.1858	0.9930	0.9830	0.1758	0.8462	0.7502	0.0050	0.2757	0.2997	0.9900
g__Haemophilus_D	0.9920	0.7323	0.1748	0.2997	0.1439	0.0030	0.8981	0.0380	0.8641	0.1938	0.4575	0.8771	0.4775	0.5105	0.5854	0.7003	0.3407	0.7892	0.1768	0.7213	0.0709	0.1469	0.3297	0.0859	0.1409	0.4855	0.2458	0.0240	0.1019	0.6464	0.2318	0.2158	0.5934	0.4076	0.6613	0.8092	0.4466	0.4486	0.7692	0.0609	0.8482	0.0490	0.4715	0.0430	0.4975	0.8132	0.6593	0.7682	0.4096	0.0030	0.1169	0.3696	0.9910	0.5844	0.3926	0.2937	0.2577	0.2238	0.3886	0.8921	0.0220	0.0909	0.6274	0.0919	0.3417	1.0000	0.9790	0.9890	0.1998	0.5654	0.1538	0.1139	0.4815	0.2727	0.3556	0.3277	0.8062	0.2038	0.7552	0.8452	0.2168	0.5524	0.4985	0.1089	0.4466	0.3526	0.0270	0.5814	0.0220	0.2348	0.0370	0.5155	0.8881	0.6913	0.1299	0.3027	0.4835	0.7782	0.2238	0.5534	0.7902	0.1319	0.5045	0.1389	0.8452	0.0010	0.0839	0.8462	0.2797	0.1648	0.7013	0.0270	0.5415	0.8202	0.6234	0.9471	0.5035	0.9101	0.3636	0.6464	0.8781	0.7463	0.4406	0.1139	0.7293	0.1299	0.0010	0.1069	0.6134	0.0160	0.9291	0.2827	0.0010	0.6793	0.3257	0.0010	0.3986	0.1339	0.7213	0.0909	0.7982	0.2048	0.0989	0.0010	0.0340	0.6783	0.9351
g__Holdemanella	0.8981	0.0250	0.6863	0.6643	0.4366	0.4156	0.5954	0.0120	0.0679	0.0539	0.4875	0.3167	0.2717	0.2967	0.0420	0.2877	0.5205	0.0260	0.0060	0.7323	0.1419	0.3417	0.5524	0.5245	0.8492	0.4585	0.2028	0.7512	0.0010	0.3067	0.0020	0.0200	0.6094	0.0250	0.2777	0.1239	0.0150	0.0090	0.2837	0.0769	0.4456	0.8671	0.1678	0.7463	0.9151	0.8771	0.5994	0.3916	0.6963	0.2757	0.0260	0.2567	0.9011	0.2068	0.7662	0.2228	0.0929	0.5804	0.7243	0.9650	0.1578	0.4476	0.2737	0.6713	0.6763	0.9790	1.0000	0.4535	0.0110	0.1219	0.1409	0.0589	0.9401	0.7912	0.5035	0.1618	0.0659	0.2198	0.4635	0.4595	0.6613	0.8302	0.0609	0.7942	0.6194	0.8142	0.5994	0.2977	0.4885	0.9900	0.1738	0.7303	0.5914	0.1938	0.6074	0.3946	0.3546	0.5025	0.9131	0.1888	0.3556	0.4925	0.2787	0.1668	0.0020	0.5125	0.5315	0.1459	0.6783	0.0669	0.3656	0.8541	0.1978	0.7812	0.7043	0.4166	0.3876	0.6773	0.7293	0.0010	0.4406	0.7512	0.8262	0.8252	0.3866	0.1469	0.6653	0.3766	0.0220	0.0809	0.0250	0.5485	0.7712	0.8002	0.5834	0.6094	0.5455	0.2398	0.5455	0.6484	0.7423	0.7003	0.3576	0.8551	0.1349	0.6833	0.1119
g__Holdemania	0.7802	0.9121	0.8092	0.8132	0.8811	0.9990	0.7662	0.9720	0.0230	0.0350	0.5265	0.6663	0.6384	0.9001	0.2338	0.1838	0.5265	0.4366	0.1798	0.5794	0.7902	0.3846	0.3047	0.6963	0.9051	0.1738	0.4525	0.2468	0.8971	0.8691	0.0799	0.0270	0.3906	0.6264	0.0579	0.8242	0.1628	0.4436	0.2278	0.5684	0.9281	0.0250	0.5415	0.7423	0.6334	0.8771	0.6004	0.4086	0.9041	0.6014	0.5305	0.2448	0.4406	0.7433	0.1499	0.8182	0.0270	0.8322	0.7992	0.6513	0.9081	0.4476	0.1029	0.2288	0.8002	0.9890	0.4535	1.0000	0.1788	0.0909	0.4645	0.1489	0.4755	0.2987	0.2917	0.0969	0.6014	0.5734	0.9121	0.5964	0.9930	0.1219	0.9870	0.6623	0.6673	0.0899	0.1229	0.9231	0.5734	0.2547	0.9660	0.3077	0.7273	0.1658	0.5804	0.7972	0.8531	0.7303	0.6174	0.7772	0.3417	0.2687	0.4965	0.6494	0.0909	0.1688	0.9650	0.6024	0.4955	0.4895	0.4585	0.8192	0.7243	0.0789	0.6394	0.6144	0.8452	0.3177	0.1269	0.1499	0.9720	0.4975	0.2867	0.8891	0.5465	0.2208	0.4066	0.0779	0.3686	0.0569	0.3067	0.1688	0.3546	0.8861	0.2278	0.9491	0.4985	0.1129	0.0500	0.3816	0.3566	0.3556	0.7073	0.1558	0.2248	0.8172	0.1998
g__Hominenteromicrobium	0.0020	0.0010	0.4306	0.4555	0.8681	0.2408	0.4925	0.6723	0.0040	0.0290	0.5584	0.3536	0.7113	0.8811	0.8312	0.9371	0.6513	0.5445	0.4785	0.0509	0.9770	0.6773	0.2498	0.0869	0.6633	0.9181	0.6943	0.5714	0.0629	0.3057	0.4256	0.0250	0.3626	0.0849	0.2168	0.3666	0.0060	0.0619	0.0300	0.0490	0.1638	0.8202	0.9171	0.0839	0.0649	0.0869	0.1059	0.4935	0.9660	0.9111	0.1129	0.3696	0.8102	0.1419	0.3566	0.2088	0.0719	0.2867	0.6454	0.3037	0.0030	0.6134	0.2857	0.0709	0.9471	0.1998	0.0110	0.1788	1.0000	0.2298	0.0110	0.0899	0.2997	0.7293	0.3926	0.0030	0.4875	0.0070	0.2917	0.1968	0.6723	0.2278	0.3187	0.1648	0.0989	0.3257	0.0270	0.0430	0.3127	0.9740	0.0030	0.1548	0.3117	0.1728	0.2258	0.0749	0.1758	0.4096	0.0889	0.0539	0.2617	0.0050	0.0180	0.8252	0.0010	0.7363	0.1449	0.7283	0.1878	0.0140	0.3477	0.3856	0.4525	0.0460	0.7502	0.5185	0.1329	0.8432	0.5055	0.2298	0.6344	0.5285	0.0569	0.9441	0.4276	0.1139	0.3497	0.5734	0.0330	0.4735	0.3117	0.4236	0.4476	0.7542	0.0070	0.2458	0.6364	0.3147	0.1508	0.8142	0.2787	0.3696	0.3986	0.0579	0.3816	0.5295	0.6354
g__Hominibacterium	0.1299	0.0130	0.4965	0.6124	0.2737	0.0020	0.0140	0.7103	0.1049	0.6344	0.9890	0.5305	0.1698	0.4476	0.0100	0.2677	0.1708	0.9890	0.2428	0.4186	0.4765	0.4426	0.7263	0.4975	0.6084	0.4046	0.9570	0.0440	0.0689	0.7832	0.3566	0.1229	0.4326	0.4036	0.3217	0.4006	0.6144	0.3057	0.1948	0.3077	0.7173	0.0260	0.0739	0.6274	0.4655	0.2038	0.0220	0.0609	0.1059	0.1319	0.4266	0.2877	0.3706	0.5365	0.3876	0.0889	0.0170	0.7243	0.1119	0.3526	0.6953	0.9670	0.6973	0.7792	0.0120	0.5654	0.1219	0.0909	0.2298	1.0000	0.9381	0.3347	0.2587	0.1229	0.3636	0.3796	0.4635	0.3467	0.6573	0.3437	0.5614	0.5594	0.8941	0.0290	0.1049	0.3097	0.5804	0.2148	0.4076	0.0090	0.2168	0.9451	0.0300	0.9900	0.0699	0.4476	0.7433	0.9840	0.1089	0.3806	0.6713	0.5025	0.6044	0.8801	0.0919	0.0739	0.0529	0.5774	0.8342	0.6593	0.4116	0.2687	0.5225	0.3546	0.9970	0.6613	0.2847	0.9371	0.9081	0.0619	0.6124	0.9980	0.5185	0.7802	0.8971	0.7313	0.1948	0.2388	0.9740	0.6234	0.0609	0.0170	0.9830	0.6763	0.2078	0.6573	0.8022	0.3536	0.5634	0.4046	0.7882	0.7303	0.2977	0.0110	0.0180	0.7852	0.1109
g__Hominicoprocola	0.0020	0.0759	0.3876	0.1449	0.4466	0.0270	0.9221	0.5964	0.0060	0.0070	0.3636	0.0060	0.7522	0.6074	0.6204	0.0749	0.3656	0.1439	0.4256	0.0080	0.0669	0.0210	0.1439	0.0010	0.3037	0.6284	0.0010	0.1538	0.0619	0.6294	0.1738	0.0010	0.9491	0.0160	0.0010	0.2647	0.0010	0.1209	0.0170	0.0170	0.1598	0.0060	0.0010	0.1598	0.0030	0.0070	0.0010	0.5794	0.8881	0.0040	0.0010	0.3796	0.7732	0.0010	0.4905	0.0090	0.0010	0.9221	0.0400	0.3167	0.0120	0.0210	0.2448	0.0020	0.2567	0.1538	0.1409	0.4645	0.0110	0.9381	1.0000	0.0040	0.7223	0.9411	0.0010	0.0010	0.2318	0.0090	0.2577	0.0799	0.0699	0.0020	0.0320	0.1049	0.7812	0.0480	0.0340	0.0210	0.5065	0.8521	0.0020	0.6663	0.2078	0.0100	0.5145	0.0020	0.0999	0.1179	0.2338	0.0030	0.2088	0.0010	0.1598	0.1788	0.0010	0.0090	0.7283	0.9171	0.0010	0.0010	0.6813	0.0989	0.0210	0.5964	0.8681	0.6743	0.0020	0.1229	0.2258	0.0040	0.4995	0.4156	0.0010	0.2078	0.1688	0.0030	0.0110	0.1199	0.0010	0.3666	0.9441	0.1379	0.3157	0.4985	0.0020	0.0180	0.1309	0.8871	0.0020	0.4486	0.0140	0.0450	0.4565	0.4036	0.6394	0.6853	0.0060
g__Hominifimenecus	0.0010	0.0799	0.1508	0.9411	0.4805	0.3836	0.6484	0.4825	0.0120	0.1788	0.5634	0.0370	0.3117	0.9381	0.6883	0.4146	0.1708	0.1608	0.7293	0.0509	0.3177	0.3367	0.6653	0.0559	0.2198	0.4895	0.0819	0.0120	0.1419	0.2997	0.3307	0.0050	0.4306	0.0210	0.0390	0.5614	0.0080	0.0240	0.0210	0.1798	0.2288	0.7103	0.0519	0.0689	0.5195	0.5225	0.1578	0.1578	0.5744	0.5664	0.0779	0.1169	0.5385	0.0480	0.6573	0.1598	0.0060	0.7642	0.1129	0.2298	0.0030	0.0599	0.4106	0.2368	0.4016	0.1139	0.0589	0.1489	0.0899	0.3347	0.0040	1.0000	0.9540	0.6713	0.0040	0.0090	0.0060	0.0270	0.4575	0.0330	0.7233	0.1229	0.2527	0.2488	0.4595	0.0939	0.0120	0.0040	0.5485	0.9291	0.0659	0.1179	0.1439	0.3786	0.2917	0.0549	0.8272	0.3996	0.7373	0.0519	0.1459	0.0050	0.1279	0.6783	0.0010	0.0549	0.3966	0.8531	0.0470	0.0170	0.6963	0.7023	0.5854	0.0090	0.6993	0.7722	0.1808	0.1109	0.3606	0.1129	0.8851	0.6204	0.0120	0.8282	0.4036	0.0010	0.1908	0.2228	0.0010	0.6324	0.7453	0.4126	0.0420	0.3666	0.0280	0.1658	0.1938	0.8701	0.0519	0.5724	0.8352	0.4176	0.6773	0.2567	0.9660	0.3067	0.0140
g__Hominilimicola	0.3297	0.6134	0.0589	0.4615	0.8641	0.0170	0.2777	0.3307	0.5894	0.7233	0.7113	0.0799	0.5544	0.8601	0.0040	0.2398	0.6953	0.0310	0.2827	0.0859	0.3586	0.7662	0.0170	0.4905	0.7942	0.4635	0.2238	0.6354	0.7682	0.0899	0.0529	0.7722	0.4266	0.3566	0.2018	0.2068	0.5614	0.8701	0.9930	0.7353	0.8691	0.0460	0.8302	0.7812	0.3017	0.0529	0.0899	0.0090	0.3427	0.1069	0.5035	0.2727	0.8901	0.4296	0.2278	0.0899	0.9580	0.9011	0.0190	0.1189	0.0070	0.2837	0.9570	0.4705	0.1688	0.4815	0.9401	0.4755	0.2997	0.2587	0.7223	0.9540	1.0000	0.5744	0.0909	0.1059	0.2667	0.8711	0.1518	0.1069	0.7023	0.7053	0.8032	0.1109	0.3097	0.7423	0.1728	0.0020	0.0130	0.0839	0.7123	0.1109	0.4505	0.0380	0.2228	0.0899	1.0000	0.2328	0.5125	0.0330	0.2827	0.8771	0.2048	0.1449	0.4745	0.0250	0.5524	0.2797	0.9650	0.6344	0.5135	0.0869	0.1429	0.0549	0.6643	0.9301	0.0420	0.0220	0.0420	0.4905	0.0280	0.2587	0.2248	0.2857	0.0629	0.5934	0.7203	0.8362	0.3237	0.9550	0.9600	0.1499	0.0310	0.8162	0.8981	0.8681	0.6593	0.0470	0.7872	0.1628	0.5335	0.6434	0.6733	0.1489	0.0030	0.2048	0.3147
g__Hominimerdicola	0.1229	0.9371	0.6553	0.4406	0.2727	0.3247	0.4456	0.5954	0.7013	0.2128	0.8332	0.4416	0.9441	0.5035	0.7892	0.5285	0.4685	0.0060	0.4785	0.3936	0.4106	0.6264	0.6973	0.8022	0.5335	0.3347	0.3297	0.6304	0.0200	0.2757	0.8172	0.7263	0.8791	0.0509	0.3357	0.7423	0.3516	0.8222	0.9191	0.1439	0.2757	0.9441	0.1578	0.6993	0.5624	0.8831	0.9590	0.3017	0.2178	0.6454	0.4635	0.1708	0.8282	0.9580	0.4196	0.8342	0.9301	0.7612	0.6374	0.7872	0.9920	0.6643	0.9710	0.6424	0.9810	0.2727	0.7912	0.2987	0.7293	0.1229	0.9411	0.6713	0.5744	1.0000	0.2118	0.6883	0.6653	0.7293	0.9960	0.6484	0.2358	0.2517	0.7473	0.7802	0.1918	0.3586	0.6154	0.9690	0.1818	0.0509	0.9121	0.3267	0.2458	0.2358	0.8032	0.7463	1.0000	0.6164	0.2408	0.8002	0.7373	0.7253	0.8332	0.2767	0.8352	0.7762	0.9371	0.2527	0.2488	0.5554	0.4276	0.1499	0.2298	0.2258	0.7483	0.2857	0.5544	0.9261	0.6494	0.5934	0.3107	0.4985	0.2807	0.1758	0.2218	0.7562	0.0170	0.6174	0.6623	0.1528	0.6643	0.5674	0.5075	0.1568	0.6134	0.6713	0.1359	0.5934	0.8971	0.5604	0.5664	0.9341	0.4056	0.2328	0.0599	0.4795	0.1399
g__Hominiventricola	0.0010	0.0699	0.1778	0.0460	0.2098	0.0190	0.6494	0.5055	0.1698	0.0340	0.1938	0.0210	0.0789	0.1908	0.1698	0.2468	0.0769	0.9690	0.7632	0.0150	0.0410	0.1518	0.1998	0.0010	0.0050	0.6254	0.2547	0.2637	0.6144	0.0320	0.5504	0.0070	0.9151	0.0939	0.0250	0.0060	0.0060	0.2288	0.4336	0.1169	0.0749	0.0240	0.0030	0.5744	0.1249	0.0030	0.0060	0.0030	0.3097	0.0080	0.0160	0.1808	0.9261	0.0010	0.7812	0.0020	0.0080	0.7612	0.0010	0.0400	0.0010	0.0739	0.6214	0.0200	0.8501	0.3556	0.5035	0.2917	0.3926	0.3636	0.0010	0.0040	0.0909	0.2118	1.0000	0.0030	0.1259	0.6224	0.0989	0.0040	0.0100	0.0160	0.0539	0.0190	0.2577	0.0669	0.0010	0.0010	0.0519	0.0609	0.0559	0.6613	0.0659	0.0589	0.6643	0.0010	0.0080	0.2368	0.4366	0.0010	0.8352	0.0040	0.0589	0.2038	0.0020	0.0270	0.2757	0.7303	0.0210	0.0020	0.4366	0.4126	0.0350	0.0889	0.3716	0.1858	0.0010	0.0020	0.2657	0.0859	0.4815	0.8482	0.0030	0.3427	0.0809	0.0110	0.0699	0.3037	0.0010	0.4126	0.3447	0.4755	0.0010	0.8052	0.0569	0.0200	0.9421	0.0180	0.0050	0.0599	0.3616	0.0050	0.5814	0.8212	0.0350	0.5574	0.0010
