Node	Closeness
g__Ruminococcus_B	0.4825094722001938
g__Thomasclavelia	0.4342585249801744
g__Faecalimonas	0.43094357440780673
g__Gemmiger	0.40038020033633104
g__Hominicoprocola	0.3893352292925702
g__Blautia_A	0.37140531741725447
g__Blautia	0.3665818717365109
g__Flavonifractor	0.36421682740272693
g__Veillonella	0.3595771225950489
g__Alistipes	0.3595771225950489
g__Lacticaseibacillus	0.3573013180216625
g__Murimonas	0.35064352948709737
g__Coprococcus_A	0.3484790632556955
g__Eggerthella	0.34634115489216366
g__Bariatricus	0.34634115489216366
g__Vescimonas	0.3442293185818456
g__Dorea	0.3380455583678005
g__Intestinibacter	0.3340450192155188
g__Adlercreutzia	0.3340450192155188
g__Enterocloster	0.33208004851425105
g__Pediococcus	0.3301380599264484
g__Lachnoclostridium_B	0.3282186526012946
g__Nanosynbacter	0.3263214349562005
g__Limivivens	0.32444602441047515
g__Enterococcus_A	0.32444602441047515
g__Longicatena	0.32444602441047515
g__Hungatella	0.32444602441047515
g__Granulicatella	0.32075913776944703
g__Hominiventricola	0.32075913776944703
g__Dorea_A	0.31894693925097556
g__Lentihominibacter	0.31715510251361057
g__Amedibacterium	0.31715510251361057
g__Eubacterium_I	0.31189838810730763
g__Streptococcus	0.31189838810730763
g__Anaerobutyricum	0.30681308830121024
g__Roseburia_D	0.3035140228356058
g__Oliverpabstia	0.3018909531947737
g__Peptostreptococcus	0.2986963399334533
g__Fusobacterium_A	0.2986963399334533
g__Gemella	0.2986963399334533
g__Acetatifactor	0.29712425393380354
g__Clostridium_AP	0.29712425393380354
g__Choladousia	0.2895056833201163
g__Allocoprobacillus	0.2836864736051391
g__Hominilimicola	0.2836864736051391
g__Odoribacter	0.27809659235183587
g__Agathobacter	0.27809659235183587
g__Haemophilus_D	0.27404664197778
g__Sellimonas	0.2701129581216396
g__CAG-170	0.2638019076982368
g__Agathobaculum	0.2638019076982368
g__Evtepia	0.26015487671623355
g__JAGTTR01	0.2589615057221224
g__Hominenteromicrobium	0.25777903309325423
g__Gallintestinimicrobium	0.2531551939346309
g__Lancefieldella	0.2509049255441008
g__Limosilactobacillus	0.2476035449448363
g__Collinsella	0.2476035449448363
g__Rothia	0.2476035449448363
g__Faecalibacterium	0.24545047064096814
g__Ruminococcus_E	0.24545047064096814
g__Onthenecus	0.24545047064096814
g__Lactiplantibacillus	0.24438791449100725
g__Turicibacter	0.2352233676975945
g__Dialister	0.2352233676975945
g__Clostridium	0.2342473371262352
g__Terrisporobacter	0.2342473371262352
g__Otoolea	0.23231937550379703
g__Merdibacter	0.2313672469156667
g__Lactobacillus	0.2313672469156667
g__Holdemanella	0.22491477389411427
g__Anaeromassilibacillus	0.20908743795341733
g__CAG-177	0.19670246776105463
g__Phascolarctobacterium	0.1803629656467178
g__Acutalibacter	0.1645877791470049
g__Lachnospira	0.041237113402061855
g__Hominibacterium	0.03711340206185567
g__Alitiscatomonas	0.030927835051546393
g__Roseburia	0.026509572901325478
g__Guopingia	0.024742268041237116
g__Merdivicinus	0.024742268041237116
g__Brotaphodocola	0.02183141297756216
g__Eubacterium_F	0.020618556701030927
g__Butyribacter	0.020618556701030927
g__Wujia	0.020618556701030927
g__Dysosmobacter	0.020618556701030927
g__Eubacterium_G	0.013745704467353952
g__Lawsonibacter	0.013745704467353952
g__Mediterraneibacter	0.010309278350515464
g__Megamonas	0.010309278350515464
g__Leuconostoc	0.010309278350515464
g__Weissella	0.010309278350515464
g__Enterobacter	0.010309278350515464
g__URXU01	0.010309278350515464
g__Parabacteroides	0.010309278350515464
g__Klebsiella	0.010309278350515464
g__Latilactobacillus	0.010309278350515464
g__Phocaeicola	0.010309278350515464
