#OTU ID	sum	mean	log_sum	log_mean
g__Acetatifactor	8242	130.82539682539684	9.017119634313227	4.881478295655863
g__Acutalibacter	4228	67.11111111111111	8.34972083747249	4.221140358599992
g__Adlercreutzia	7147	113.44444444444444	8.874587876279318	4.740089503887462
g__Agathobacter	158938	2522.8253968253966	11.976275759791982	7.833531044099234
g__Agathobaculum	20717	328.8412698412698	9.938758166618047	5.798611538261685
g__Alistipes	35101	557.1587301587301	10.466013387887635	6.324643384579536
g__Alistipes_A	582	9.238095238095235	6.368187186350492	2.3261155904042394
g__Alitiscatomonas	17912	284.3174603174603	9.793281985215101	5.6536024561977145
g__Allocoprobacillus	2357	37.41269841269841	7.765569081097316	3.648388092759199
g__Amedibacterium	1649	26.17460317460317	7.408530566894626	3.3022828303101543
g__Anaerobutyricum	112361	1783.5079365079366	11.629481080988564	7.486897990389048
g__Anaerofustis	324	5.142857142857143	5.783825182329737	1.8152899666382492
g__Anaeromassilibacillus	1570	24.92063492063492	7.359467638255621	3.255039366578932
g__Anaerostipes	160464	2547.04761904762	11.985831129235981	7.84308270531162
g__Anaerotignum	7109	112.84126984126983	8.869257522797286	4.73480510833349
g__Anaerotruncus	527	8.365079365079366	6.269096283706261	2.2369878105082326
g__Anthropogastromicrobium	18310	290.63492063492066	9.815257251141713	5.675502748228202
g__Aristaeella	5577	88.52380952380952	8.626585568187433	4.494504618100572
g__Bacteroides	206717	3281.222222222222	12.239110824606971	8.096275978749151
g__Bariatricus	26436	419.6190476190476	10.182519823080238	6.041727549021709
g__Bifidobacterium	297597	4723.761904761905	12.603498861488383	8.460572448131616
g__Bittarella	450	7.142857142857143	6.111467339502678	2.097141118779237
g__Blautia	55457	880.2698412698413	10.923381256492831	6.781363868789153
g__Blautia_A	646417	10260.587301587302	13.379201632335969	9.236162814515795
g__Brotaphodocola	4552	72.25396825396825	8.423541635334782	4.29393242054542
g__Butyribacter	3871	61.44444444444444	8.261526448396467	4.134277272557472
g__CAG-170	2901	46.04761904761905	7.973155433444133	3.851160260024445
g__CAG-177	7647	121.38095238095238	8.942199454731236	4.8071387401658425
g__CAG-217	4346	68.98412698412699	8.377241230988792	4.248268458966405
g__CAG-488	15971	253.5079365079365	9.678592468183112	5.539332020211364
g__Catenibacterium	48086	763.2698412698413	10.78076714929399	6.638920922187088
g__Choladousia	2100	33.333333333333336	7.650168700845001	3.536116699561526
g__Clostridium	35194	558.6349206349206	10.468659306042232	6.327284643694457
g__Clostridium_A	6792	107.8095238095238	8.823647949191301	4.689598865604882
g__Clostridium_AP	1316	20.88888888888889	7.183111701743281	3.085979151401769
g__Collinsella	410110	6509.68253968254	12.924183133746592	8.781199574512089
g__Coprococcus_A	9980	158.4126984126984	9.208438564686587	5.071496427001806
g__Dialister	58899	934.904761904762	10.983596369639677	6.841513721198949
g__Dorea	24822	394.0	10.11952592172029	5.978885764901122
g__Dorea_A	64296	1020.5714285714286	11.07126825283867	6.929097336993083
g__Dorea_D	3110	49.36507936507937	8.042699496897637	3.9192980651916627
g__Dysosmobacter	11439	181.57142857142856	9.344871264933788	5.2071414858821665
g__Eggerthella	14443	229.25396825396825	9.578034382397348	5.439182909531825
g__Enterobacter	2034	32.285714285714285	7.618251097876695	3.505128304510387
g__Enterocloster	28868	458.22222222222223	10.27052363402451	6.129534237175513
g__Enterococcus	840	13.333333333333334	6.734591659972947	2.662587827025453
g__Enterococcus_A	1579	25.063492063492063	7.365180126021012	3.2605355636208406
g__Enterococcus_B	6645	105.47619047619048	8.801770448914539	4.6679213965515665
g__Eubacterium_F	1249	19.825396825396822	7.1308988302963465	3.0361732431125015
g__Eubacterium_G	12989	206.1746031746032	9.471935109664646	5.333561931321679
g__Eubacterium_I	19366	307.3968253968254	9.871325865727732	5.73138734785158
g__Evtepia	5684	90.22222222222224	8.645586406184636	4.513298532116209
