#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Anaerobutyricum	0.0488	-0.5237	0.9979	1.0750	0.5941	1.0454	0.1726	-0.2826	0.4641	-0.1336	4.9604	-0.2094	0.1972	-0.2366	0.4628	-0.0682	0.3673	0.2639	-0.1410	0.8445	0.1234	-0.1394	-0.9677	-0.1468	-0.3922	-0.2987	0.1071	0.1746	-0.5272	0.2235	0.7086	0.2696	-0.4425	-0.1621	-0.1663	1.7630	0.9271	-1.2165	0.9150	-0.1346	-0.1672	0.3288	-0.5029	-0.3562	-0.7246	-0.1701	-0.2956	-1.2222	0.1391	0.4853	0.1394	0.7119	-0.3270	-2.0963	0.0005	-0.5235	-1.2963	1.4984	-0.6995	0.1202	-0.0377	1.5499	0.3019	-0.2982	0.2314	-2.3604	0.3602	-0.1130	0.3000	0.4947	0.5840	-0.0264	1.1166	-0.5782	0.4916	-0.5013	-1.2404	0.1579	-0.5753	1.3543	-0.3661	-1.8110	-0.5161	-0.3045	0.2718	-0.1887	0.2472	0.0100	0.2299	0.6903	0.6972	-0.1672	-0.0617	0.3787	-1.0798	-0.3320	-0.1325	1.2445	-0.3540	-0.2907	-0.1677	-0.4548	-0.0081	-0.1047	0.9660	-1.6090	-0.6262	1.0290	1.7189	0.4033	0.1502	1.0683	0.2202	0.0790	-0.2047	-0.0657	-0.7196	-0.6043	0.9133	0.5655	0.3622	-0.2534	-0.4553	0.1694	0.4583	0.2153	-0.8132	0.2779	-2.0390	0.3250	0.0552	0.7301	-0.9554	0.1568	-0.2236	-0.3219	0.3433	0.5662	-1.8392	-0.2946	0.3838	0.2535	-0.1780	-2.2808	0.7437	0.7858	-0.1539
g__Anaerofustis	-0.4651	0.4117	-0.7584	-0.1848	0.0594	-0.4021	-0.2587	-0.5195	0.6900	0.1754	-0.2094	2.7949	0.4409	-0.2178	0.1219	-0.0101	-0.2370	-0.7517	0.4002	-1.1348	0.1621	0.6250	0.4454	0.2590	-0.6517	-0.4912	-0.5246	-0.4923	0.1232	-0.1951	0.0216	-0.5755	0.2769	0.0983	0.8374	-0.5260	-0.5457	0.4231	-0.1749	-0.5345	-0.0478	0.0401	0.9362	0.1928	0.2695	0.1625	0.6698	0.4412	-0.4262	-0.1455	-0.4454	0.0492	0.0851	1.2770	-0.3198	0.1060	0.9148	-0.5050	0.2887	-0.5360	0.2338	-0.5914	0.0147	0.4186	-0.1421	-0.1139	-0.2310	0.0605	-0.4990	0.2795	-1.2133	-0.2306	-0.4308	-0.1476	-0.5637	0.7674	0.7813	-0.4772	0.3449	-0.8264	-0.2604	0.3223	0.2369	0.3493	0.3942	0.7392	-0.3219	0.3006	-0.0327	-0.0169	-0.2911	0.2634	0.5489	-0.7784	0.2027	0.6206	0.2777	0.1227	-0.0844	0.2883	0.0389	0.1772	0.4466	0.2822	-0.7196	0.3265	-0.2075	-0.5326	-0.4667	-0.5037	-0.3578	-0.1220	-0.2075	-0.3331	0.1827	0.1882	0.5762	0.2970	-0.4873	-0.5154	-0.0101	0.0559	0.4286	-0.1245	-0.1450	-0.6179	0.2051	0.1833	1.5492	-0.2319	-0.7278	0.2206	0.1277	0.5193	0.6555	0.3079	-0.3927	0.4945	1.2347	0.3102	0.0737	-0.4053	-0.2313	0.1992	-0.6100	0.3407	-0.2803
g__Anaeromassilibacillus	0.2179	1.9689	0.2080	0.2067	-0.6270	0.4599	-0.2298	-0.5870	1.3442	-0.3094	0.1972	0.4409	3.8704	-0.1685	1.0566	0.3481	-0.1855	-0.2290	0.3653	-0.8416	0.8740	0.0879	-0.1987	0.0273	-0.8704	-0.7193	0.4632	0.5058	-0.1325	-0.1258	-0.0153	-0.3455	-0.6751	0.3554	0.2065	0.4954	-0.3979	0.3227	-0.3675	-1.4015	-0.3094	0.5884	0.7431	-0.2064	-0.5055	-0.0315	-0.0796	-0.0593	-0.0993	0.0764	-0.3670	-0.1234	-0.4487	0.1345	0.2595	0.0367	0.5099	-0.8893	-0.0460	-0.6033	0.0113	-0.3279	0.6473	-0.0058	0.7997	-0.5548	-0.1521	-0.1397	0.0756	0.5214	-0.6802	-0.6189	-0.5924	0.0758	-0.1950	0.6036	-0.0325	-0.3799	-0.1582	0.7445	-0.1279	0.1366	-0.0760	0.2960	-0.2861	0.4209	-0.1892	0.2675	-0.0846	0.1276	-0.0963	0.3612	0.1911	-0.5745	0.3417	0.1115	0.4493	-0.4540	-0.4714	0.8017	0.1781	0.6890	0.5583	0.6623	-0.3547	-0.0277	0.5798	-1.1543	-0.9903	-0.2857	-0.4211	0.1399	-0.3946	-0.5655	0.4976	0.1045	0.9842	-0.0416	-0.7443	-0.7868	-0.1850	0.1192	-0.0478	-0.1522	-0.2711	0.3260	0.0507	-0.2268	-0.1742	-0.2193	0.7292	0.4151	-0.2929	-0.5544	1.2484	0.3958	-0.2933	-0.0508	0.8805	0.6035	-0.4756	-0.1397	-0.4302	-0.4748	-0.0114	0.1007	-0.3704
g__Anaerostipes	-0.0550	0.1670	-0.1596	-0.3327	-0.0335	-0.7298	0.2005	0.3935	-0.0129	0.3382	-0.2366	-0.2178	-0.1685	2.7799	-0.0736	0.2510	0.0575	0.2552	0.2149	-0.5330	-0.3827	0.0342	0.9470	0.1836	0.1110	-0.2543	-0.0821	-0.7010	-0.0468	0.1865	-0.1297	0.1838	-0.0568	-0.3634	0.0852	-0.2930	-0.4143	-0.0144	-0.1650	0.4916	-0.1324	-0.3282	0.1303	0.3737	-0.2155	0.3145	-0.0436	0.0489	0.0413	-0.1789	0.1218	-0.3849	-0.0445	0.4474	-0.3836	0.2312	0.3953	0.4744	0.1300	-0.0406	0.3257	-0.4552	-0.3269	0.4320	-0.3503	0.0730	-0.2293	0.4714	-0.1602	-0.2913	-0.4814	-0.2097	0.0136	0.6414	-0.5189	0.0113	0.0924	-0.2012	0.1639	-0.4725	0.3413	-0.1735	-0.2150	-0.1574	0.0978	0.0417	0.1291	-0.0997	0.3465	0.2910	-0.4926	0.0703	-0.3244	-0.2246	-0.2125	0.4049	0.0220	-0.3132	-0.1550	-0.1327	0.1056	-0.0047	-0.0973	0.1370	-0.3555	-0.2441	0.0331	1.2890	-0.3244	0.1563	0.0669	-0.1186	-0.2797	-0.0997	-0.3072	-0.3990	-0.3116	0.0717	0.3320	-0.2217	0.2058	0.3399	0.4132	-0.2339	-0.0450	-0.4326	0.3177	-0.2170	0.7042	0.0350	0.0319	-0.1172	0.0749	0.4145	0.3195	0.2206	0.0007	0.0817	-0.2161	0.1598	0.7655	0.0314	0.0409	0.1987	-0.1262	-0.0863	-0.1294
g__Anaerotignum	0.3422	0.4442	-0.4958	-0.3446	-0.3483	0.5836	-0.0115	0.2482	0.3908	0.8549	0.4628	0.1219	1.0566	-0.0736	5.5736	0.2239	0.5032	0.3685	0.5927	0.2143	-0.6928	0.1617	1.0984	0.0691	-0.5378	-0.1188	0.2285	0.5213	-0.1788	-0.3992	-0.3811	-0.0719	-1.4740	0.2331	0.6890	0.0384	-0.9595	0.2244	-0.7329	-1.0752	0.1369	0.9492	0.3403	-0.5563	0.2743	-0.4096	-0.4376	-1.1790	-0.3802	-0.2620	-0.7323	0.6410	-1.1007	0.5602	-0.0543	-0.4469	0.9514	0.3481	-0.3745	-0.8311	-0.0149	-0.8936	0.0558	-0.1810	0.6073	-1.1407	0.4367	0.3671	0.7945	0.6525	0.4411	-0.1592	-0.4206	-1.0269	0.1378	0.2864	-1.2635	0.1163	-1.5021	0.1251	0.5072	-0.3178	-0.4170	0.1361	-0.3305	0.1858	0.0813	0.0907	-0.2599	0.9658	-0.5410	0.1720	-0.1605	0.1351	0.0226	0.5075	0.3372	0.3850	-0.2944	0.4528	0.3826	-0.1216	0.9333	0.3085	0.0730	-0.1204	0.8548	-0.5124	-0.9555	-0.5471	0.7855	0.8969	0.4294	-0.0255	-0.0779	-0.5449	0.7436	-0.2061	-0.1175	-0.7081	-0.3284	0.0170	0.3244	0.4902	-0.1367	0.2007	-0.3977	-0.1502	-0.2293	-0.2129	0.2285	0.9950	-0.0957	-0.3269	1.2750	-0.1759	0.3031	-0.4098	0.7835	-1.1995	-0.3808	0.2478	-0.4980	-1.1584	0.7310	0.3244	-0.3693
g__Anaerotruncus	0.1239	0.1045	0.1628	-0.7495	-0.3634	0.1962	0.3896	-0.5107	0.9821	-0.0310	-0.0682	-0.0101	0.3481	0.2510	0.2239	2.7682	-0.4935	0.0194	0.0277	0.1340	0.5025	0.1203	0.1979	-0.0197	-0.1051	-0.2987	0.2481	0.1417	-0.4056	0.0642	-0.3212	-0.3463	-0.1945	0.4009	0.1743	-0.3101	-0.3345	-0.4296	-0.1811	-0.7918	-0.1746	0.0919	0.3232	-0.1629	-0.0141	0.0046	0.0197	0.2180	-0.3659	-0.0427	-0.1979	0.0094	-0.6103	0.1098	-0.0119	0.1012	0.6831	-0.0611	0.2032	0.2628	-0.0294	-0.4305	0.2741	0.1225	0.2643	-0.6260	-0.3763	0.0946	0.2463	0.1659	0.1469	0.0695	-0.1227	-0.3119	-0.0304	0.1103	0.2136	0.0612	-0.1483	0.0060	-0.4934	-0.1858	-0.2240	-0.0041	0.1658	-0.2316	0.0310	0.0525	0.3713	0.3764	-0.1273	-0.0187	-0.0184	0.1676	0.0941	-0.0656	0.0163	-0.0824	-0.1961	-0.1744	-0.0505	0.1649	0.0299	0.2488	0.0602	-0.2468	-0.2441	-0.6580	-0.0553	0.2004	0.0063	0.3567	0.1814	-0.3782	0.2016	-0.2090	-0.2046	0.1257	0.4429	0.1520	-0.1926	-0.1660	-0.0520	-0.0084	0.0159	0.2660	-0.1889	-0.2583	0.2645	0.1080	1.1362	0.4022	-0.3252	0.2741	0.0912	-0.1074	-0.3567	0.1842	0.7708	-0.4109	0.2635	0.0082	0.0543	-0.5029	0.2448	0.4326	-0.1206
g__Anthropogastromicrobium	0.1960	-0.1130	-0.2282	0.8609	0.5444	-0.0383	0.2696	0.6155	-1.0167	-0.5392	0.3673	-0.2370	-0.1855	0.0575	0.5032	-0.4935	5.7482	0.2725	-0.2003	0.4248	0.3355	-0.2206	-0.8817	-0.3234	0.3254	0.5910	0.3837	-0.3508	0.6130	0.2051	0.2755	0.5513	-0.3163	-0.5999	-0.8003	-0.0170	0.4430	0.4036	0.2102	0.6796	0.3363	0.5174	-0.5628	-0.5399	-0.2871	-0.6064	-0.7357	-0.6221	-0.0475	1.1368	1.1879	0.1362	0.2131	-0.9417	0.4571	-0.5567	-0.4362	1.1594	-0.7638	1.6163	-0.7090	1.3761	0.0301	-0.3179	-0.2095	-0.5715	0.1435	-0.1209	0.0002	-0.0231	1.0540	0.1955	1.7184	1.0760	0.3617	-0.4428	-0.6173	0.0198	-0.4664	0.4990	0.7564	-0.6999	-0.2848	-0.8196	-0.5791	0.0997	-0.2055	-0.2959	-0.2326	-0.0299	0.2381	-0.3516	-0.2517	0.8917	-0.3055	-0.0761	-0.0869	1.0137	-0.2234	-0.2451	-0.5651	-0.4012	-0.2010	0.1695	0.5315	-0.2309	0.8733	0.6434	-0.2407	0.2154	0.8869	-0.2593	0.1421	0.3908	0.1459	-0.5021	-0.1205	-1.0460	-1.3517	-0.7570	0.6046	-0.1228	0.1492	-0.0313	1.6169	0.1027	-0.1220	0.4168	-1.5482	-0.0956	0.3368	-0.2612	-0.3731	-1.0532	0.2970	0.0769	-0.3951	-1.3089	-0.8224	-1.0618	0.1987	0.7421	-0.6205	-0.5433	0.7188	-0.6810	0.0215
g__Aristaeella	1.0610	-0.2164	1.2844	-0.2632	0.0356	0.5845	0.1724	-0.3497	-0.8803	-0.5413	0.2639	-0.7517	-0.2290	0.2552	0.3685	0.0194	0.2725	5.2492	-0.0849	0.0633	-0.4102	-0.6839	-0.5700	-0.2113	0.4621	1.1593	1.1796	0.9615	0.0341	0.4980	-0.5789	0.7189	0.1787	-0.0956	-0.7192	0.3009	0.6118	0.0139	-0.2330	-0.1248	-0.7980	-0.2475	-0.6338	-0.4565	-0.2279	-0.5368	-0.5354	-0.2892	0.6581	-0.1113	0.2329	0.5666	-0.1925	-0.7903	0.4909	-0.3983	-1.3764	0.4140	-0.4255	0.9168	-0.2244	0.5502	0.1904	-0.2539	0.4890	-0.0234	0.5272	0.0274	0.9946	0.0745	1.1658	0.3525	0.3192	0.8049	0.0625	-0.4608	-0.2959	0.8482	-0.6089	0.2215	0.1993	-0.2795	-0.3225	-0.4866	-0.0888	-0.5176	0.4335	-0.3441	-0.5856	-1.0082	0.6316	0.4069	-0.1983	0.7281	-0.4626	-0.3759	-0.4925	-0.0009	-0.7521	-0.4580	-0.5947	-0.7205	0.2142	-0.3795	0.8880	-0.4746	0.1148	0.9088	0.4168	1.0555	-0.1045	-0.4612	0.5225	0.3643	-0.1037	-0.7443	-0.7006	-0.6015	0.1286	0.1807	-0.1256	-0.1536	-0.6281	-0.4208	0.3857	1.3529	-0.4382	0.7592	-1.6559	1.0544	1.1530	0.0600	-0.1707	-0.9609	-0.6508	-0.2288	-0.6074	-0.4557	-0.7676	-0.2903	0.3033	0.5933	-0.2793	0.0344	0.9722	0.1870	0.8406
g__Bacteroides	0.3266	-0.0204	-0.2770	-0.0970	-0.4143	1.3173	-0.1227	0.4413	0.0310	-0.3810	-0.1410	0.4002	0.3653	0.2149	0.5927	0.0277	-0.2003	-0.0849	4.2006	-0.7997	0.0601	-0.0980	0.5256	-0.2848	-0.7389	0.0433	-0.0036	-0.2735	0.1489	-0.4808	-1.5379	-0.5131	0.4902	0.5694	0.9857	-0.4209	-0.5074	1.9655	-0.8384	-1.1201	-0.1467	0.6033	0.9232	0.0111	0.3997	-0.2733	-0.0107	-0.3784	-0.0699	0.7860	-1.0309	-0.1627	0.0566	0.8181	0.1314	-0.1493	1.3178	-0.3115	-0.0415	-0.4982	0.0317	-0.2648	0.1536	0.0359	0.0717	0.5273	-1.7334	0.3667	-0.4613	-0.2892	-0.6440	-0.2830	-0.1615	-0.1071	-0.1165	0.8441	0.4305	-0.3630	-0.1856	-1.1408	0.7916	0.0112	0.0153	-0.3718	-0.3873	0.0527	-0.0318	-0.2334	-0.2417	-0.3830	-0.6967	-0.0205	0.2465	-1.1294	-0.4089	0.5164	-0.2645	0.1008	-0.3906	0.0274	-0.3025	0.1496	0.2953	0.1803	-0.4825	-0.4251	-0.1962	-0.2503	-0.7919	-0.2806	0.1603	0.7045	0.2062	-0.5414	1.4130	-0.6687	-0.2670	0.3501	0.1909	1.1797	-0.9528	0.1161	0.1158	0.0363	0.3942	0.0201	-0.0884	0.0022	0.6668	0.2089	-0.3650	0.4681	0.6063	-0.6591	0.3995	-0.2275	0.8051	0.4919	0.4861	0.5297	-0.0837	-0.0042	-0.3994	0.4732	0.0329	0.1177	0.0074
g__Bariatricus	0.4105	-0.8509	1.1457	1.1584	0.4966	1.5659	-0.0310	0.0795	-1.3845	-0.8046	0.8445	-1.1348	-0.8416	-0.5330	0.2143	0.1340	0.4248	0.0633	-0.7997	9.3517	0.1982	-1.0481	-2.6705	-0.6627	0.6518	0.8115	0.0072	0.7912	-0.2213	0.4385	2.1847	1.2433	-0.5775	-0.4514	-1.9067	1.8418	2.8462	-1.1972	3.2612	2.6375	0.6889	0.2035	-1.3987	0.4290	-2.1371	-0.2526	-1.0316	0.0980	0.4712	0.8157	2.2270	0.4067	0.1828	-3.9077	0.3101	-0.1968	-2.1126	0.6220	-1.0699	0.6734	-1.0151	2.6153	-0.4091	-0.9099	0.3325	-1.3621	1.8504	-0.0413	2.1431	0.5483	2.8882	0.8046	1.0590	-0.0557	1.8603	-2.2358	-2.2465	1.0714	-0.0883	2.1171	-0.6696	-1.7889	-0.5424	-1.1787	-0.3122	-1.0405	0.3659	-0.2676	0.2571	0.6271	1.0966	-0.6308	-0.7685	2.1892	-0.5383	-1.2005	-0.1092	0.4950	-0.1790	-0.0184	-0.4432	-0.1545	-0.4572	-0.9595	1.1575	-0.7495	-0.7981	0.9209	2.7487	0.9481	-0.3218	0.8523	0.0177	0.3929	-0.7293	0.3725	-1.1992	-0.5513	0.4629	0.3290	0.3670	-0.6102	-0.3825	0.7350	0.9231	0.9280	-0.8497	-0.6134	-4.3041	0.1220	1.1193	-0.1350	-0.2300	-0.3000	-2.3462	-0.8525	-0.2379	-0.5995	-2.6625	-1.6041	-0.9198	0.1932	0.3556	-1.5829	2.1900	0.4624	0.6392
g__Bifidobacterium	-0.3995	0.2395	0.4097	0.7759	-0.6449	0.0647	0.0719	0.2570	-0.1734	-0.3573	0.1234	0.1621	0.8740	-0.3827	-0.6928	0.5025	0.3355	-0.4102	0.0601	0.1982	6.3583	0.0827	-0.8138	-0.0285	-0.9397	-0.2215	0.2200	0.1072	-0.6184	-0.7257	0.1146	-0.9824	0.7396	0.1909	0.1822	0.9450	-0.3281	1.0990	-0.2629	-0.8504	0.2039	0.2504	0.4963	-0.0151	-0.4215	-0.0022	0.3623	-0.2552	0.1091	0.5418	-0.3726	-0.1088	0.9195	-0.2852	-0.0694	0.0698	0.1421	-1.0429	-0.4711	-0.1812	0.0149	0.3124	0.4658	0.4698	0.0091	0.2493	-0.2381	-0.0293	0.6074	-0.3156	-0.5762	-0.6159	0.3788	-0.2665	-0.4862	-0.1291	0.3101	-0.3956	1.0651	0.7921	0.0366	0.8752	0.4331	0.3527	-0.0797	0.1135	-0.2910	0.2460	0.2168	-0.7909	-0.1216	0.3647	0.0572	-0.3628	0.3246	-0.0708	-0.1137	-0.1730	-0.3590	0.2312	-0.3954	0.5077	-0.5533	0.3746	-0.2905	-0.1569	-0.7284	-0.2605	-0.2028	0.1197	-0.9265	0.1973	-0.7494	-0.4862	0.6506	0.4137	0.3120	-0.2146	-0.4791	0.4074	-0.2629	-0.2137	-0.1786	-0.6793	-0.4843	-0.0132	0.1340	-0.0789	0.2924	0.2645	0.3356	0.0324	0.0636	-0.8203	0.4821	0.5918	0.6003	0.1562	0.4786	0.4091	-0.4137	-0.6308	-0.2957	0.5984	0.0529	0.0119	-0.5083
g__Bittarella	-0.6286	0.2235	-0.2578	-0.0358	0.2964	-0.4295	0.0785	-0.6992	0.7974	0.2816	-0.1394	0.6250	0.0879	0.0342	0.1617	0.1203	-0.2206	-0.6839	-0.0980	-1.0481	0.0827	3.1464	0.3701	0.2295	-0.5606	-0.7041	-0.4906	0.0192	-0.0629	-0.2639	0.1044	-0.7762	-0.1051	0.3424	0.8173	0.3155	-0.3275	0.4426	-0.2179	-0.4589	0.3588	-0.7429	0.5175	0.1092	-0.1063	0.0355	0.3761	0.2245	-0.6306	-0.6421	-0.2035	-0.0409	0.0407	1.0684	-0.1875	0.0548	0.6005	-0.1436	0.5656	-0.4203	0.2461	-0.4438	-0.2794	0.4066	0.0177	0.0024	0.4754	0.3453	-0.2242	0.6745	-0.6323	-0.2376	-0.0463	-0.9274	-0.7427	0.6025	0.3095	-0.3806	0.1042	-0.3950	-0.9671	0.1641	0.2091	0.1277	0.3791	0.6497	0.0639	0.2632	0.3036	-0.3835	-0.3322	0.0515	0.0462	-0.1038	-0.0623	0.5212	0.2608	0.2360	0.5854	0.1250	0.2297	0.2186	0.3337	0.5383	-0.0606	0.1514	-0.4150	-0.1926	-0.0872	-0.4244	-0.3795	-0.3017	0.1530	-0.3245	-0.0577	-0.0092	0.1191	0.2347	-0.4201	-0.3631	0.5624	0.1159	0.4473	0.1543	-0.7969	-0.6322	0.2672	-0.3400	1.2521	-0.4176	-0.7696	0.4115	0.3928	0.5194	0.2142	0.2952	-0.2126	0.1963	1.1448	0.2496	0.0728	-0.2426	0.2915	-0.0938	-0.2783	0.0975	-0.5127
g__Blautia	-1.7583	0.3169	-2.4047	-1.3608	-0.6875	-2.6758	0.0910	0.2116	0.7909	2.2911	-0.9677	0.4454	-0.1987	0.9470	1.0984	0.1979	-0.8817	-0.5700	0.5256	-2.6705	-0.8138	0.3701	10.8555	1.1814	-0.2380	-0.3839	-1.3816	-0.3171	0.1525	-0.7879	-1.5372	-0.4815	1.6584	-0.0961	0.5470	-1.6613	-2.4731	0.2090	-2.3612	-1.2496	-0.2507	-0.6075	2.0823	0.5340	1.7505	0.8871	1.4296	0.9895	-0.7396	-1.8100	-1.4193	-1.7752	-0.1188	6.1891	-0.6148	0.8772	2.7745	-0.2107	1.2035	-1.6397	1.4362	-4.0926	-0.5908	1.4903	-0.7283	1.3354	-2.0221	0.5678	-0.9502	-1.2029	-3.3499	-0.1980	-1.4387	-0.3886	-1.4659	1.2836	2.2389	-0.7379	0.4255	-1.3048	0.8118	2.0330	0.7770	1.2778	0.6414	0.0264	0.0193	0.7367	1.0683	-0.0563	-2.3673	1.2984	1.1389	-1.5858	0.7639	1.4810	0.6442	0.0392	-0.6857	0.5654	0.5582	0.0499	0.1897	0.3442	-2.2621	1.8445	0.3315	1.4616	-0.3243	-0.9591	0.4919	-0.6707	0.3168	1.1993	-0.4660	0.3480	2.0539	1.0402	-0.1507	-0.3714	-0.4554	-0.2013	0.9387	-0.2191	-1.2223	-1.2841	0.7782	-0.1103	4.8614	-0.7637	-1.8910	-0.2469	1.3821	1.0084	1.3993	1.5175	-0.2592	1.5104	2.9814	0.0565	0.7906	-1.0945	0.1666	2.6424	-3.1715	0.0751	-0.2923
g__Blautia_A	-0.5233	0.1747	-0.5844	-0.3166	0.1334	-1.0356	0.0297	0.0996	0.1897	0.4326	-0.1468	0.2590	0.0273	0.1836	0.0691	-0.0197	-0.3234	-0.2113	-0.2848	-0.6627	-0.0285	0.2295	1.1814	0.6747	-0.0259	-0.4231	-0.4256	-0.3438	0.1044	-0.1567	0.1901	-0.1524	0.0371	0.0657	0.4009	-0.1113	-0.5704	0.1482	-0.3459	-0.5070	-0.0492	-0.1777	0.4323	-0.0184	0.3523	0.1778	0.4283	0.4229	-0.2539	-0.5429	-0.4741	-0.2728	-0.0160	1.2878	-0.2181	0.1086	0.5559	-0.1979	0.3536	-0.6518	0.3871	-0.8527	-0.0856	0.2936	-0.2270	0.1711	-0.1445	0.2210	-0.2856	-0.3279	-0.8656	-0.0957	-0.3698	-0.2367	-0.3532	0.2712	0.2194	-0.2005	0.3426	-0.1547	0.0675	0.5882	0.0621	0.3695	0.2781	0.2175	0.0522	0.3735	0.0312	-0.0184	-0.3340	0.2618	0.0347	-0.5366	0.2810	0.3532	0.2096	-0.1423	-0.1185	0.2475	0.2565	0.1736	0.0460	0.0990	-0.5088	0.2345	0.1715	-0.1951	0.1068	-0.3109	0.0542	-0.3852	-0.1138	-0.2082	-0.1381	0.2149	0.5954	0.2103	-0.2220	-0.3952	0.1753	0.0423	0.1963	-0.0587	-0.0674	-0.4982	0.2298	0.0650	1.2843	-0.2636	-0.5782	-0.2738	0.1965	0.6348	0.3274	0.4170	-0.0701	0.3712	0.9914	0.1580	-0.0736	-0.2155	-0.0613	0.6777	-0.5989	0.1084	-0.3774
g__Brotaphodocola	0.7649	-0.7405	0.0285	-0.4133	0.0456	-0.8955	-0.2451	1.9038	-0.7981	0.0330	-0.3922	-0.6517	-0.8704	0.1110	-0.5378	-0.1051	0.3254	0.4621	-0.7389	0.6518	-0.9397	-0.5606	-0.2380	-0.0259	5.8386	0.5599	0.4143	-0.1616	0.1671	0.3322	-0.0067	0.6668	0.3341	-0.2735	-1.0021	0.4026	0.5872	-0.7419	-0.1119	0.9882	-0.1527	0.3852	-1.0116	0.0897	0.9743	-0.2350	-0.3291	0.7738	0.3379	1.2925	1.4592	-0.2115	0.5676	-0.2529	0.2595	0.1745	-0.5867	0.4470	-0.3791	0.4631	-0.5387	0.1430	-0.0110	-0.4414	-0.2721	0.9349	0.5065	-0.2070	-0.4169	-0.8793	0.7327	0.5990	-0.2993	0.8376	0.8382	-0.8307	-0.4465	0.4237	0.2226	-0.4402	0.8535	0.1230	-0.3931	-0.3203	-0.3267	-0.6492	0.3520	-0.1311	-0.5791	0.4584	-0.5303	-0.4654	-0.2536	0.0300	-0.0359	-0.5383	-0.0155	-0.2600	0.8353	-0.5482	0.0868	-0.4155	-0.6556	-0.2477	0.4217	0.0301	0.4893	-0.3742	1.0173	-0.5200	1.0840	-0.3282	-0.0105	0.3189	0.5841	-0.2588	-0.2524	-0.3429	1.1453	0.4179	-0.1755	0.4502	-0.0796	-0.0447	0.6666	0.7558	-0.5659	0.1022	-0.9740	-0.2716	-0.1693	-1.1966	-0.5414	-0.0636	-0.8672	-0.5034	0.4735	-0.6573	-0.7379	-0.2722	0.2751	0.8144	0.3160	0.2500	0.5322	-0.6854	0.8494
