#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Butyribacter	0.8068	-0.4270	0.6127	-0.4217	-0.3546	0.4861	-0.4666	0.2503	-1.0934	0.1448	-0.2987	-0.4912	-0.7193	-0.2543	-0.1188	-0.2987	0.5910	1.1593	0.0433	0.8115	-0.2215	-0.7041	-0.3839	-0.4231	0.5599	5.1338	0.8709	0.2904	-0.1415	0.3585	0.1064	1.2019	0.2550	-0.2734	-0.2149	-0.2866	0.0084	-0.1148	-0.1516	0.0397	-0.6608	-0.7345	-0.5030	-0.2318	-0.0585	-0.4214	-0.1616	-0.6832	1.5927	-0.0849	-0.1024	0.8265	0.0410	-0.1700	-0.0824	-0.0583	-1.1405	0.1635	-0.1821	0.7779	-0.3163	0.1523	0.2147	-0.4490	0.0918	0.3808	0.0504	-0.3791	0.3604	0.0255	0.8423	0.7359	0.3222	1.3260	0.7756	-0.4884	-0.2184	0.3376	-0.1003	-0.3373	0.4386	-0.3046	0.3249	-0.4429	-0.2960	-0.5512	-0.0591	-0.1317	-0.1418	-0.5999	0.6484	0.1070	0.2548	0.6415	-0.3206	-0.2474	-0.0669	-0.5914	-0.5890	-0.2756	-0.6310	-0.2650	-0.0107	-0.5190	0.2185	-0.1281	-0.5950	0.6330	-0.7215	0.5959	0.2185	-0.0296	0.8397	0.7093	-0.2981	0.0525	-0.3579	-0.1215	0.5028	0.1691	-0.9120	-0.0764	-0.2418	-0.0159	0.1235	0.7232	-0.3817	0.3193	-0.7050	0.6084	1.1109	-0.1448	0.0868	-0.5963	-0.6277	-0.3526	-0.1661	-1.2000	-0.7437	-0.1568	1.0842	0.3453	-0.4044	0.0691	0.1377	-0.3433	2.0108
g__CAG-170	1.4014	0.4712	1.0064	-0.1106	-0.4815	1.3204	0.5227	-0.0297	-0.6309	-0.4570	0.1071	-0.5246	0.4632	-0.0821	0.2285	0.2481	0.3837	1.1796	-0.0036	0.0072	0.2200	-0.4906	-1.3816	-0.4256	0.4143	0.8709	4.3785	1.4066	0.4019	-0.3098	-0.5120	0.4878	-0.7062	-0.0496	-0.5504	0.2349	1.0042	-0.7914	-0.1269	-0.1587	-0.0615	0.4243	-0.9131	-0.8733	-0.4517	-0.5117	-0.4202	-0.2944	0.5901	0.2373	0.3609	1.1215	-0.3491	-1.2879	0.6280	-0.2444	-1.4557	-0.4601	-0.3453	0.4619	-0.5260	0.8098	0.6150	-0.5457	0.8489	-0.6160	0.0340	-0.1342	1.2133	0.5742	1.7733	0.1401	-0.0925	0.1443	0.5666	-0.5111	-0.6231	0.6124	-0.5213	0.4667	0.0692	-0.2597	-0.1980	-0.2947	-0.4728	-0.1779	0.1869	-0.3595	-0.1464	-0.4746	0.7762	-0.1958	-0.1565	0.2782	-0.1169	-0.3975	-0.2910	-0.1743	-0.3658	-0.4285	-0.3812	-0.0125	0.4320	0.0352	0.5991	-0.5005	0.1832	0.5242	-0.0534	0.6291	-0.5397	0.1567	0.3498	0.1907	0.3713	-0.5712	-0.5907	-0.2685	0.2057	0.2099	-0.1534	0.2500	-0.4734	0.1194	-0.0043	1.6673	-0.4356	0.8856	-1.5800	-0.4219	1.7549	0.2541	-0.5023	-1.0203	-0.8490	-0.7610	-0.0312	-0.8911	-0.5370	-0.3351	-0.2069	0.6863	-0.4352	-1.0931	0.4375	-0.2183	1.2842
g__CAG-177	0.8947	1.1948	0.9915	0.1168	-0.1902	0.5597	0.2097	-1.0179	-0.0270	-0.1989	0.1746	-0.4923	0.5058	-0.7010	0.5213	0.1417	-0.3508	0.9615	-0.2735	0.7912	0.1072	0.0192	-0.3171	-0.3438	-0.1616	0.2904	1.4066	4.7702	0.0673	-0.1937	0.1516	0.4019	-0.1815	0.2673	-0.5000	0.5750	0.8284	-0.2289	0.3554	0.7530	0.1311	-0.0988	-0.5809	-0.5811	-0.8496	-0.4200	-0.2118	-0.0545	0.0439	0.0811	0.2649	0.4144	-0.5030	-0.4269	0.7412	-0.1750	-1.0234	-0.6351	-0.0991	0.0994	-0.2397	0.3776	0.3322	-0.4974	1.0573	-0.8745	1.1474	-0.4170	0.6169	1.2873	1.3072	0.1472	-0.5121	-0.1334	0.0650	-0.5615	-0.1753	0.5273	-0.9123	0.7160	-0.7732	-0.2703	-0.1930	-0.1459	-0.2455	-0.5233	0.1747	-0.1653	-0.4692	-0.6650	0.7538	-0.2694	-0.4366	0.6405	-0.3097	-0.4540	0.0033	0.1107	0.1553	0.1696	-0.3588	0.1028	0.7104	0.1601	0.8690	-0.3582	0.5659	-0.2466	1.2769	0.3595	-0.5531	0.0410	0.6282	0.7633	-0.0332	0.0011	-0.3973	0.0641	-0.3357	0.0837	0.1650	-0.5520	-0.4146	-0.0879	-0.2375	1.3865	-0.2475	0.1773	-1.5582	-0.2471	0.3474	0.3162	-0.5108	-1.1184	-0.8139	-0.6901	-0.6920	-0.6550	-0.6124	0.0671	-0.0047	0.0475	-0.1363	-0.7942	0.0932	-0.2699	0.0170
g__CAG-217	0.3699	-0.4488	0.4410	0.0819	0.1896	-0.0806	0.1685	-0.2159	-0.7226	-0.2393	-0.5272	0.1232	-0.1325	-0.0468	-0.1788	-0.4056	0.6130	0.0341	0.1489	-0.2213	-0.6184	-0.0629	0.1525	0.1044	0.1671	-0.1415	0.4019	0.0673	5.3796	-0.7361	0.3468	0.5358	-0.0131	-0.2110	0.1988	-0.2585	0.9692	0.1455	0.3230	0.2311	0.5553	-0.3169	-0.5261	-0.6047	-0.0519	-0.2928	-0.0817	0.5107	-0.0683	-0.1663	0.1883	0.2430	-0.0886	0.4661	-0.2625	-0.0117	0.0702	-0.2741	0.0390	-0.2586	-0.3268	0.2611	-0.0122	-0.3434	-0.1563	-0.0357	0.4095	-0.0381	0.0339	-0.1516	0.5190	0.2207	0.4091	-0.0410	-0.1938	0.0895	0.3464	-0.1907	0.3005	0.3250	0.3134	0.5012	-0.2711	0.1706	-0.1833	0.0145	0.0790	-0.0846	0.1502	-0.0831	0.4177	0.0262	0.0124	0.1174	0.2795	-0.1773	-0.2612	-0.1830	-0.2139	-0.1943	0.2049	-0.2182	-0.3848	-0.0508	0.0109	0.2013	0.3247	0.1270	-0.1848	0.3745	0.3991	-0.0589	0.3327	0.2807	-0.3501	-0.4047	0.2660	0.5612	-1.1822	-0.3388	0.9257	0.3288	-0.2366	-0.0472	0.2243	0.2545	0.2059	0.0308	-0.4075	-0.2065	-0.6214	-0.2178	0.3343	0.2129	-0.5112	-0.5460	0.0670	-0.1679	-0.3092	0.3031	-0.1878	-0.0828	0.0699	-0.0246	-0.1893	-0.6966	0.1709
g__CAG-488	0.7330	0.2236	0.7480	0.2876	0.6840	-0.0459	0.5410	-0.4010	0.0138	-0.1131	0.2235	-0.1951	-0.1258	0.1865	-0.3992	0.0642	0.2051	0.4980	-0.4808	0.4385	-0.7257	-0.2639	-0.7879	-0.1567	0.3322	0.3585	-0.3098	-0.1937	-0.7361	6.8975	0.2301	0.2190	-0.3191	0.0421	-0.2282	0.3660	0.8331	-1.4259	0.3137	0.6429	-0.1023	-0.2378	0.3334	-0.0022	-0.2355	-0.1353	-0.2337	-0.1971	-0.0264	0.1420	1.0136	-0.6651	-0.0801	-0.1020	0.5120	-0.1743	-0.6050	0.3063	-0.1402	0.8540	-0.4463	0.6237	-0.4227	-0.0947	0.0341	-0.9080	1.1302	-0.3604	0.3051	0.1095	0.8901	0.0901	0.7879	-0.2399	0.3034	-0.5028	-0.2799	0.7919	0.2165	0.4495	-0.1974	-0.8389	-0.3568	-0.2182	0.0591	-0.4238	0.1871	-0.2259	-1.1977	-0.1331	1.2061	-0.8986	-0.2003	0.0913	-0.5189	-0.1622	-0.3336	0.5026	0.0465	-0.0444	0.1756	0.1532	-0.2908	-0.0206	0.3256	-0.0208	0.7325	-0.2118	0.3463	0.1594	0.4496	-0.0807	0.6070	0.0346	-0.8243	-0.3507	-0.4158	-0.1715	0.6485	0.1325	0.1149	0.2641	-0.0030	0.4827	0.8482	-0.0688	-0.6235	0.1978	0.0522	-0.2576	0.8036	-0.2335	-0.7582	0.3697	-0.3961	-0.6777	-0.1989	0.1670	-0.7460	0.2240	0.1742	-0.1462	0.3832	-0.8796	0.6645	-1.2746	-0.0184
g__Catenibacterium	0.2213	0.4507	-0.3985	0.0868	0.1757	-1.1479	0.1104	-0.2441	-0.3481	-0.0965	0.7086	0.0216	-0.0153	-0.1297	-0.3811	-0.3212	0.2755	-0.5789	-1.5379	2.1847	0.1146	0.1044	-1.5372	0.1901	-0.0067	0.1064	-0.5120	0.1516	0.3468	0.2301	10.1346	0.6570	-1.0491	-1.4629	-0.6278	1.2955	1.1291	-1.2602	1.5989	1.8584	0.3920	-1.3193	-1.8147	0.6554	-0.4003	-0.0522	0.1422	0.9851	0.1063	-1.1181	0.0636	-0.1930	0.2834	-1.3465	-0.2307	0.1748	-0.9685	-0.7916	0.2107	-1.1731	0.2498	0.6599	-0.1248	-0.4496	0.1323	-0.7748	2.8723	-0.1492	0.0112	0.4742	0.4356	0.8178	-0.1464	-0.9888	1.1356	-0.1896	0.0622	0.3826	0.3863	1.3302	0.1761	-0.6573	0.4943	-0.1856	0.8113	0.0688	0.1467	0.4393	0.9906	-0.1466	0.3257	-0.0663	-0.2254	0.3260	0.4010	-0.4334	0.3285	0.2774	0.1590	0.8060	-0.0127	0.1465	-0.1688	-0.2488	0.5477	-0.1991	-0.2912	-2.2114	1.6690	0.7027	0.3734	-0.3296	0.4930	-0.4869	-0.7059	0.6547	-0.1446	-0.0906	-0.9450	0.1539	1.7668	0.4686	0.1110	0.2006	0.0402	0.1141	0.0741	-0.6430	-1.9985	-0.8052	-0.9230	-0.2046	-0.5370	0.6655	-0.7494	0.2212	-1.1619	-0.4265	-1.0038	-0.1229	-0.4371	0.1585	0.2683	-0.0049	0.2534	1.6432	0.6382
g__Choladousia	0.6315	-0.3466	0.5041	1.1738	0.0498	0.2809	-0.1564	0.0940	-1.0602	-0.5908	0.2696	-0.5755	-0.3455	0.1838	-0.0719	-0.3463	0.5513	0.7189	-0.5131	1.2433	-0.9824	-0.7762	-0.4815	-0.1524	0.6668	1.2019	0.4878	0.4019	0.5358	0.2190	0.6570	4.2827	-0.4747	-0.5295	-0.9606	0.3657	0.6830	-1.1651	0.6701	1.2170	-0.2030	-0.2461	-1.2064	-0.3671	-0.6535	-0.0730	-0.4696	-0.4544	0.7113	0.1219	1.2422	0.0586	-0.0364	-1.3084	-0.0707	-0.2979	-1.7936	0.1102	-0.2340	0.6145	-0.4889	0.9055	-0.1108	-0.7632	0.0861	-0.1680	1.1434	-0.5652	0.7954	0.2441	1.4600	0.8785	-0.0776	0.9394	0.6642	-0.6398	-1.2331	0.6311	-0.4187	1.0215	0.3321	-0.3991	-0.5317	-0.1953	-0.3013	-0.7341	0.0931	-0.1764	-0.0413	-0.2927	1.0089	-0.5704	-0.1168	1.2319	-0.1084	-0.5561	-0.0101	-0.2460	-0.0903	-0.1310	-0.2988	-0.0686	-0.2562	-0.5572	1.0879	-0.2521	0.6819	1.2664	1.5357	1.5615	0.0714	-0.3768	0.4683	0.8001	-0.7651	0.0780	-0.1512	-0.5310	-0.1437	-1.0020	0.4173	-0.0949	-0.4107	-0.1925	0.1860	0.4237	0.2183	0.1347	-1.9038	0.6813	0.7228	-0.7473	-0.6521	-0.7798	-0.7842	-0.3388	-0.4071	-1.1395	-1.8036	-0.2946	0.7319	0.7355	0.0683	-0.1553	0.0184	-0.2807	1.0981
g__Clostridium	0.0986	-0.1241	-0.9895	-1.1325	0.2144	-0.2765	-0.3978	-0.4222	-0.1179	-0.0330	-0.4425	0.2769	-0.6751	-0.0568	-1.4740	-0.1945	-0.3163	0.1787	0.4902	-0.5775	0.7396	-0.1051	1.6584	0.0371	0.3341	0.2550	-0.7062	-0.1815	-0.0131	-0.3191	-1.0491	-0.4747	7.1298	0.2364	0.0904	-0.1858	-0.6284	1.8492	-0.0849	0.4474	-0.4779	-0.9807	-0.0775	0.5273	-0.4383	-0.1142	0.1941	1.0335	-0.2808	0.3086	-0.6870	-1.3913	0.9929	0.9452	0.2160	0.3400	-0.3438	0.8517	0.1862	0.1874	0.2753	-0.8016	-0.7374	0.5412	-0.2752	1.8484	-1.0760	0.0251	-1.2771	-0.8105	-1.7454	-0.3384	0.7216	1.3342	-1.0798	-0.3069	2.5638	-0.3872	0.4798	-1.4157	0.8492	0.7597	0.4874	-0.0213	0.5141	-0.4606	0.2547	0.0733	0.3689	-1.0941	-0.7895	0.4818	0.4629	-0.3945	-0.0321	-0.1475	-0.0382	0.1706	-0.5181	-0.4099	-0.4865	0.2052	-0.5910	-0.2598	-0.8268	1.2847	-0.0721	0.5501	0.4300	0.1333	-0.9187	-0.4177	-0.9230	0.0499	0.0394	-0.1450	-0.1099	0.0371	-0.5571	0.8182	-0.4032	-0.6148	-0.2625	-0.6370	0.1276	-0.4323	0.2372	0.5365	1.4211	0.2417	-0.7797	-0.6317	1.1204	0.1895	0.2668	0.8742	-0.0100	1.6909	0.6220	2.0288	0.0783	-0.5240	0.0031	1.7351	-0.8188	0.3177	-0.1821
g__Clostridium_A	-0.1507	0.2772	0.1317	-0.5045	-0.1252	0.9475	-0.1401	-0.2488	0.6435	-0.0100	-0.1621	0.0983	0.3554	-0.3634	0.2331	0.4009	-0.5999	-0.0956	0.5694	-0.4514	0.1909	0.3424	-0.0961	0.0657	-0.2735	-0.2734	-0.0496	0.2673	-0.2110	0.0421	-1.4629	-0.5295	0.2364	2.7915	0.7671	-0.3565	-0.1762	0.8648	-0.3594	-1.2445	0.4189	-0.0913	0.8507	-0.3386	0.0361	-0.1640	0.1764	-0.6987	-0.0210	-0.4376	-0.8287	0.1665	-0.3652	0.5759	0.0032	0.0093	0.4146	0.2515	0.0377	-0.0857	-0.1313	-0.3235	0.4196	-0.1468	0.2983	0.0912	-0.8074	-0.0369	-0.4435	0.4239	-0.4337	-0.2053	0.0936	-0.1290	-0.4691	0.4091	0.0364	-0.1659	-0.5112	-0.4725	-0.3569	0.2680	0.1129	-0.0084	0.2107	0.2414	-0.0230	0.0014	-0.3664	0.0431	-0.1393	0.0206	-0.0262	-0.4924	-0.0607	-0.1124	-0.0249	0.1099	0.6074	0.3428	0.0733	0.4420	0.5515	0.2689	-0.0007	0.0442	-0.0980	-0.8203	-0.4554	-0.1253	-0.1919	0.2875	0.0225	-0.4158	0.3933	-0.3188	0.3865	-0.0063	0.3721	0.1644	-0.6334	-0.2673	0.1597	-0.0359	-0.1758	0.1685	-0.2449	0.0566	1.0967	0.2556	0.6302	0.5854	0.1362	-0.2038	0.5021	-0.1757	0.2205	0.2207	1.0939	0.5408	-0.0233	-0.2181	0.0199	0.0097	-0.4804	-0.1730	-0.3340
g__Clostridium_AP	-0.3689	0.2539	-0.9470	-0.8608	-0.5776	-0.3118	0.0075	0.1087	0.7155	0.6984	-0.1663	0.8374	0.2065	0.0852	0.6890	0.1743	-0.8003	-0.7192	0.9857	-1.9067	0.1822	0.8173	0.5470	0.4009	-1.0021	-0.2149	-0.5504	-0.5000	0.1988	-0.2282	-0.6278	-0.9606	0.0904	0.7671	4.7972	-0.7705	-1.0858	0.8733	-0.8638	-1.8903	0.5696	-0.0811	1.3034	-0.2143	0.8398	0.3805	0.3966	-0.1149	-0.4724	-0.6601	-1.7185	0.1378	-0.2329	1.6952	-0.6446	0.1840	1.5059	-0.4872	0.7904	-0.4015	0.4395	-1.0406	0.0884	0.4556	-0.2857	0.3067	-0.8108	0.2232	-0.5042	-0.0478	-1.1417	-0.5507	-0.2591	-0.2789	-0.4329	1.2486	0.1419	-0.8688	0.0751	-1.6121	-0.0957	0.2169	0.2822	0.2602	0.1971	0.8127	-0.2168	0.4174	0.0364	-0.2769	-0.5714	0.2735	0.2666	-1.5493	0.1997	0.5523	0.2527	0.0557	0.4786	0.3932	0.3200	0.5451	0.2495	0.7374	-1.1039	-0.1709	0.0569	-0.4406	-1.6335	-0.7135	0.3007	0.2473	0.4070	-0.6380	0.6841	-0.1020	1.0016	0.8437	-0.1125	0.1827	-0.2928	-0.0006	0.3118	-0.1634	-0.3623	-0.9997	0.2321	-0.1226	2.6402	-0.2601	-1.0685	0.2973	0.7231	1.0997	1.5692	0.2493	0.4683	0.1707	1.7927	0.5399	0.0895	-0.5918	0.1605	0.6509	-0.7415	0.3084	-0.6556
g__Collinsella	0.2216	-0.5478	1.0912	1.1895	0.3313	0.9480	0.2481	-0.2443	-0.7213	-0.5287	1.7630	-0.5260	0.4954	-0.2930	0.0384	-0.3101	-0.0170	0.3009	-0.4209	1.8418	0.9450	0.3155	-1.6613	-0.1113	0.4026	-0.2866	0.2349	0.5750	-0.2585	0.3660	1.2955	0.3657	-0.1858	-0.3565	-0.7705	9.0207	1.6011	-1.5030	0.7038	2.1844	0.4902	0.5403	-1.5528	-0.3791	-1.0857	-0.1954	-1.3603	-0.2161	-0.0539	0.5022	-0.0499	0.8240	-0.1699	-1.9820	0.1429	-0.3646	-2.7271	0.9304	-0.7469	-0.3367	0.3819	2.3691	0.2819	0.1358	0.7801	-0.3029	2.1822	-0.1825	1.0965	1.0654	-0.6833	-0.2504	0.5374	0.1201	0.3151	-1.3627	-1.7592	0.3640	-0.3186	0.8352	-0.1003	-1.0833	-0.2536	-0.6721	-0.2885	-0.4851	0.0576	-0.0301	-0.4101	0.1395	0.8324	-0.7231	-0.7446	1.0734	-0.6917	-0.8205	0.2975	0.1025	0.9681	-0.1346	-0.4748	-0.0670	-0.5227	-0.1300	1.6191	-1.4207	-0.0374	1.4969	2.0867	0.2099	0.1130	0.1409	0.2063	0.5982	0.0996	-0.1297	-1.5707	-1.0613	-0.2917	0.4156	1.0922	0.1682	-0.5793	-0.3328	-0.4112	0.4402	0.0486	-0.5848	-2.3879	0.2326	0.8908	-0.5281	-0.6587	-0.2314	-0.2948	-0.1414	0.4809	-0.0984	-2.2813	0.6382	0.0286	-0.0893	0.6878	-1.4412	0.8010	-0.1594	-0.5892
g__Coprococcus_A	1.3285	-0.2627	1.6809	1.1574	1.0410	1.5470	0.1077	-0.1311	-0.9525	-0.8630	0.9271	-0.5457	-0.3979	-0.4143	-0.9595	-0.3345	0.4430	0.6118	-0.5074	2.8462	-0.3281	-0.3275	-2.4731	-0.5704	0.5872	0.0084	1.0042	0.8284	0.9692	0.8331	1.1291	0.6830	-0.6284	-0.1762	-1.0858	1.6011	6.3506	-1.5557	2.9342	2.3554	0.9409	-0.0870	-1.4919	-0.7822	-1.3074	-0.8119	-1.0113	-0.0612	-0.0055	0.0121	2.4143	1.2371	0.0346	-3.2946	0.5219	-0.3478	-2.0791	0.2981	-0.7828	0.2487	-0.7677	2.7837	-0.2652	-1.1025	0.2075	-0.9817	0.9085	-0.1858	1.6841	0.7562	2.4194	0.6894	0.3783	-0.6640	1.1689	-1.0913	-1.1969	0.9098	-0.6147	1.7980	-0.5004	-1.4004	-0.7514	-0.6426	-0.1518	-0.4115	0.5632	-0.4663	-0.2746	-0.4590	1.6691	-0.9197	-0.6356	1.6246	-0.6097	-1.1438	-0.5461	0.1529	-0.7581	-0.5318	-0.3134	-0.4933	-0.3096	-0.1835	1.4596	-0.9158	-0.1968	0.9787	2.2296	1.1019	-0.4128	0.5394	0.7012	0.6070	0.1522	-0.3760	-1.1327	-0.4303	0.0901	0.8525	0.4449	-0.1523	-0.7727	0.1427	0.1313	0.9934	-0.8564	-0.1129	-3.2496	-0.1292	0.2301	0.0749	-0.3262	-0.4874	-2.7798	-0.9899	0.0903	-0.1629	-2.3713	-0.2427	-0.1378	0.9411	-0.0443	-1.3632	1.1609	-0.6061	0.4560
g__Dialister	-1.1818	0.6012	-2.1243	-0.2344	-0.1498	0.2576	-0.5486	0.4485	0.3878	-0.2289	-1.2165	0.4231	0.3227	-0.0144	0.2244	-0.4296	0.4036	0.0139	1.9655	-1.1972	1.0990	0.4426	0.2090	0.1482	-0.7419	-0.1148	-0.7914	-0.2289	0.1455	-1.4259	-1.2602	-1.1651	1.8492	0.8648	0.8733	-1.5030	-1.5557	13.3754	-1.4371	-1.4186	0.1105	-0.2308	2.2967	1.0055	-0.0697	-0.2561	0.8017	1.5495	0.2178	1.0364	-1.7627	-1.9536	1.2071	2.2300	0.1587	0.1028	1.5939	0.3765	0.2923	0.4306	0.5857	-0.6123	-0.2044	0.3218	-0.2558	2.2180	-1.9266	0.3449	-0.7101	-0.5137	-1.8385	-0.6452	-0.1139	0.3146	-1.6740	0.6415	3.0035	-0.4789	0.2208	-2.2762	0.8474	1.1948	-0.0667	-0.0331	-0.4181	0.6568	-0.5531	0.1384	0.6639	-0.8239	-1.5003	0.5794	-0.6867	-0.9404	0.1247	0.9237	-0.1797	0.2135	0.5699	0.3898	-0.3254	0.0343	0.3004	0.5268	-0.9249	1.0224	0.3296	-1.1060	-0.7247	-0.6571	-0.1651	-1.4014	-1.3904	-1.2440	0.4244	-0.1886	0.4490	0.9543	-4.2863	-0.0184	-1.3578	-0.1450	0.4563	-0.8957	0.4832	-0.4084	0.0592	0.3385	1.8663	1.2578	-0.8140	-0.1334	1.0204	-1.4667	2.0188	0.8432	0.4761	1.3947	2.2286	1.9730	-0.1682	0.1162	-0.2131	2.1475	-0.1602	-0.2054	-0.9926
g__Dorea	0.9047	-0.3145	0.9718	0.9347	1.8396	0.9387	-0.0699	0.0358	-0.4093	-1.0494	0.9150	-0.1749	-0.3675	-0.1650	-0.7329	-0.1811	0.2102	-0.2330	-0.8384	3.2612	-0.2629	-0.2179	-2.3612	-0.3459	-0.1119	-0.1516	-0.1269	0.3554	0.3230	0.3137	1.5989	0.6701	-0.0849	-0.3594	-0.8638	0.7038	2.9342	-1.4371	7.0045	3.7957	0.1742	0.0265	-0.9962	-0.1271	-1.6813	-0.3925	-0.4203	-0.6181	0.1602	1.0011	2.1180	0.8370	0.5488	-4.2716	0.3696	-0.4016	-1.4068	1.0719	-0.7412	0.5893	-0.7213	2.3572	-0.3095	-0.9983	0.1859	-1.2777	1.3210	-0.3634	0.8758	0.6965	1.6959	0.3530	0.5508	-0.0672	0.6896	-0.9281	-1.6039	0.4104	0.0570	1.5810	-0.5959	-1.1897	-0.3119	-0.2837	0.2412	-0.7269	0.5347	-0.3229	0.4603	0.4347	1.2297	-0.7553	-0.6676	1.8506	-0.3923	-1.1180	-0.4113	0.8582	-0.8684	-0.2418	-0.6259	0.0588	-0.5881	-0.6236	1.0512	-0.9525	-0.0926	0.2615	2.3960	1.2753	-0.2548	0.0982	-0.0501	0.0362	-0.2683	0.2452	-0.3972	-0.4240	0.3932	0.1616	0.5152	0.0078	-0.6275	-0.2441	0.3607	0.6607	-0.3868	-0.1042	-2.6456	-0.2522	-0.2668	0.0146	-0.6271	0.6726	-2.7544	-0.4491	-0.3049	-0.3751	-2.7629	-1.1010	-0.3488	0.6729	-0.2076	-1.7268	1.1085	0.3380	0.4824
g__Dorea_A	0.5911	-1.2164	0.7568	1.1297	1.1658	0.2533	-0.0620	-0.0766	-1.2541	-0.8774	-0.1346	-0.5345	-1.4015	0.4916	-1.0752	-0.7918	0.6796	-0.1248	-1.1201	2.6375	-0.8504	-0.4589	-1.2496	-0.5070	0.9882	0.0397	-0.1587	0.7530	0.2311	0.6429	1.8584	1.2170	0.4474	-1.2445	-1.8903	2.1844	2.3554	-1.4186	3.7957	9.2407	0.0423	-0.4838	-1.7524	0.3312	-1.3495	-0.2003	-1.1577	-0.3022	0.4520	0.7010	3.0409	1.0128	0.5152	-3.2988	0.2186	-0.4106	-2.2581	1.5070	-0.4284	0.3790	0.0649	2.7577	-0.9126	0.1620	-0.2670	0.7820	2.3243	-0.7037	0.1281	0.5520	1.6897	0.4187	-0.0770	0.5044	0.0170	-1.2181	-1.3546	0.4665	-0.7778	0.1710	-0.0682	-1.0495	0.1630	-0.5455	-0.1254	-1.0344	0.2802	-0.4122	0.3513	-0.2158	1.0799	-0.7266	-0.7849	2.3195	-0.6657	-0.6412	-0.2986	1.1716	-0.0845	-0.5164	-0.8548	-1.1004	-0.2859	-0.5403	1.6160	0.0534	-0.1855	2.0045	2.9259	0.5668	-0.0619	-0.3745	0.4678	0.3847	-0.1905	0.1861	-1.2634	-0.5301	-0.4918	0.1904	1.3537	0.0104	-0.7750	-0.7195	0.1480	0.2701	0.8716	-0.4595	-2.5005	0.2688	-0.4785	-0.2836	-0.8779	0.5637	-2.1654	-0.0221	-1.3873	-0.6586	-2.7860	-0.5718	0.3337	0.5080	0.3152	-0.0834	0.8019	-0.3521	0.5849
